TZSAZON_ID,HATKEZD,HATVEGE,NEV
13484,2007-10-20,2011-12-31,SZARVAS VÁROS ÖNKORMÁNYZATÁNAK HIVATÁSOS TÜZOLTOPARANCSNOKSÁGA
13484,2012-01-01,2012-03-31,SZARVAS HIVATÁSOS TŰZOLTÓSÁG
13485,2007-10-20,2009-06-30,KÖZSÉG ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA VÉGEGYHÁZA
13485,2009-07-01,2012-12-31,VÉGEGYHÁZA KÖZSÉG ÖNKORMÁNYZAT KÉPVISELŐ-TESTÜLETÉNEK POLGÁRMESTERI HIVATALA
13486,2007-10-20,2009-06-30,VÉGEGYHÁZA KÖZSÉGI ÖNKORMÁNYZAT ÁLTALÁNOS MŰVELŐDÉSI KÖZPONT
13486,2009-07-01,2012-08-31,VÉGEGYHÁZI ÁLTALÁNOS MŰVELŐDÉSI KÖZPONT
13487,2007-10-20,2009-06-30,KASZAPER KÖZSÉGI KÉPVISELŐ-TESTÜLET POLGÁRMESTERI HIVATALA
13487,2009-07-01,2012-12-31,KASZAPER KÖZSÉG POLGÁRMESTERI HIVATALA
13488,2007-10-20,2009-06-30,KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATAL MEDGYESBODZÁS
13488,2009-07-01,2012-12-31,MEDGYESBODZÁS KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATAL
13489,2007-10-20,2012-12-31,POLGÁRMESTERI HIVATAL NAGYKAMARÁS
1349,2007-10-20,3999-12-31,"DOMOSZLÓ,DETK,HALMAJUGRA,KISNÁNA,LUDAS ÉS VÉCS TELEPÜLÉSEK ÖNKORMÁNYZATI TÁRSULÁSA"
13490,2007-10-20,2012-12-31,NAGYBÁNHEGYES KÖZSÉG ÖNKORMÁNYZATÁNAK POLGÁRMESTERI HIVATALA
13491,2007-10-20,2012-12-31,BALSARÁTI VITUS JÁNOS ÁLTALÁNOS ISKOLA
13492,2004-01-01,2004-01-01,ARANY JÁNOS ÁLTALÁNOS MÜVELÖDÉSI KÖZPONT
13493,2005-12-31,2005-12-31,SZARVAS VÁROS KÖRÖS-SZÖGI KISTÉRSÉGI TERÜLETFEJLESZTÉSI TÁRSULÁS
13494,2005-04-30,2005-04-30,"""HÁRMAS-KÖRÖS"" KISTÉRSÉGI TERÜLETFEJLESZTÉSI TÁRSULÁS"
13495,2007-10-20,2008-06-30,TILDY ZOLTÁN ÁLTALÁNOS ISKOLA ÉS ALAPFOKU MÜVÉSZETOKTATÁSI INTÉZMÉNY
13495,2008-07-01,2009-06-30,"TILDY ZOLTÁN ÁLTALÁNOS ISKOLA, ALAPFOKÚ MÜVÉSZETOKTATÁSI INTÉZMÉNY ÉS EGYSÉGES PEDAGÓGIAI SZAKSZOLGÁLAT"
13495,2009-07-01,2012-11-18,"TILDY ZOLTÁN ÁLTALÁNOS ISKOLA, ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY ÉS EGYSÉGES PEDAGÓGIAI SZAKSZOLGÁLAT"
13495,2012-11-19,2012-12-31,"TILDY ZOLTÁN ÁLTALÁNOS ISKOLA, ALAPFOKÚ MŰVÉSZETI ISKOLA ÉS PEDAGÓGIAI SZAKSZOLGÁLAT"
13496,2007-10-20,2007-12-31,BÉKÉS MEGYEI NEFELEJCS OTTHON
13497,2007-10-20,2007-12-31,BÉKÉS MEGYEI BOROSTYÁNKERT OTTHON
13498,2007-10-20,2008-01-29,KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
13498,2008-01-30,2011-05-10,OKÁNY KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
13498,2011-05-11,2011-12-31,OKÁNY KÖZSÉG POLGÁRMESTERI HIVATALA
13499,2007-10-20,2007-12-31,POLGÁRMESTERI HIVATAL
13499,2008-01-01,2013-02-28,DÉVAVÁNYA VÁROS ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
135,2007-10-20,2012-04-17,AKADÉMIAI ÓVODA ÉS BÖLCSÖDE
135,2012-04-18,3999-12-31,AKADÉMIAI ÓVODA ÉS BÖLCSŐDE
1350,2007-10-20,3999-12-31,MÁTRAALJAI IVÓVÍZMINŐSÉG-JAVÍTÓ TÁRSULÁS
13500,2005-08-31,2005-08-31,ÁLTALÁNOS ISKOLAI DIÁKOTTHON
13501,2007-10-20,2011-07-31,10. SZ. ÁLTALÁNOS ISKOLA
13502,2007-10-20,2012-12-31,PETŐFI UTCAI ÁLTALÁNOS ISKOLA
13503,2007-10-20,2011-07-31,2. SZ. ÁLTALÁNOS ISKOLA
13504,2007-10-20,2011-07-31,JÓZSEF ATTILA ÁLTALÁNOS ISKOLA ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY
13505,2007-10-20,2011-07-31,SZÉCHENYI ISTVÁN KÉT TANÍTÁSI NYELVŰ KÖZGAZDASÁGI SZAKKÖZÉPISKOLA
13505,2011-08-01,2012-12-31,SZÉCHENYI ISTVÁN KÉT TANÍTÁSI NYELVŰ KÖZGAZDASÁGI SZAKKÖZÉPISKOLA ÉS KOLLÉGIUM
13506,2007-07-31,2007-07-31,KÓS KÁROLY SZAKKÉPZŐ ISKOLA
13507,2007-10-20,2007-12-17,IFJUSÁGI HÁZ ÉS ÁLTALÁNOS TÁRSASKÖR
13507,2007-12-18,2009-12-31,IFJÚSÁGI HÁZ ÉS ÁLTALÁNOS TÁRSASKÖR
13508,2007-10-20,2008-07-31,RÓZSA FERENC GIMNÁZIUM ÉS KOLLÉGIUM
13508,2008-08-01,2012-12-31,ANDRÁSSY GYULA GIMNÁZIUM ÉS KOLLÉGIUM
13509,2005-07-31,2005-07-31,TEVAN ANDOR GIMNÁZIUM ÉS NYOMDAIPARI SZAKKÖZÉPISKOLA
1351,2007-10-20,2011-12-31,GYÖNGYÖSI RUSZIN KISEBBSÉGI ÖNKORMÁNYZAT
1351,2012-01-01,3999-12-31,GYÖNGYÖSI RUSZIN NEMZETISÉGI ÖNKORMÁNYZAT
13510,2007-10-20,2012-12-31,KEMÉNY GÁBOR LOGISZTIKAI ÉS KÖZLEKEDÉSI SZAKKÖZÉPISKOLA
13511,2007-10-20,2012-12-31,KÉTSOPRONY KÖZSÉG ÖNKORMÁNYZATÁNAK POLGÁRMESTERI HIVATALA
13512,2007-10-20,2007-12-17,"BARTOK BÉLA MŰVÉSZETI SZAKKÖZÉPISKOLA ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY, ZENEISKOLA"
13512,2007-12-18,2012-12-31,"BARTÓK BÉLA MŰVÉSZETI SZAKKÖZÉPISKOLA ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY, ZENEISKOLA"
13513,2007-07-31,2007-07-31,TREFORT ÁGOSTON VILLAMOS- ÉS FÉMIPARI SZAKKÉPZÖ ISKOLA ÉS KOLLÉGIUM
13514,2007-07-31,2007-07-31,ZWACK JÓZSEF KERESKEDELMI ÉS VENDÉGLÁTOIPARI SZAKKÉPZÖ ISKOLA
13515,2007-10-20,2011-07-31,ÓVODAI GAZDASÁGI ELLÁTÓ SZERVEZET
13516,2007-10-20,2010-09-21,KÖRÖSTARCSA KÖZSÉG ÖNKORMÁNYZATA ÁLTALÁNOS ISKOLA ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY
13516,2010-09-22,2012-12-31,KÖRÖSTARCSA KÖZSÉG ÖNKORMÁNYZATA ARANY GUSZTÁV ÁLTALÁNOS ISKOLA ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY
13517,2007-10-20,2012-12-31,ERZSÉBETHELYI ÁLTALÁNOS ISKOLA
13518,2005-08-31,2005-08-31,1. SZÁMÚ ÁLTALÁNOS ISKOLA
13519,2007-10-20,2007-12-31,PETŐFI SÁNDOR MŰVELÖDÉSI KÖZPONT
1352,2007-10-20,3999-12-31,KOMÁROM-ESZTERGOM MEGYEI ÖNKORMÁNYZATI HIVATAL
13520,2005-08-31,2005-08-31,"ORLAI PETRIES SOMA ÁLTALÁNOS ISKOLA, KOLLÉGIUM ÉS PEDAGÓGIAI SZAKSZOLGÁLAT"
13521,2007-10-20,2009-06-30,TELEKGERENDÁS KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATAL
13521,2009-07-01,2012-12-31,TELEKGERENDÁS KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
13522,2007-10-20,2008-12-31,"""ESÉLY PEDAGÓGIAI KÖZPONT"" ÁLTALÁNOS ISKOLA, SPECIÁLIS SZAKISKOLA, EGYSÉGES PEDAGÓGIAI SZAKSZOLGÁLAT, NEVELÉSI TANÁCSADÓ, TANULÁSI KÉPESSÉGET VIZSGÁLÓ SZAKÉRTŐI ÉS REHABILITÁCIÓS BIZOTTSÁG"
13522,2009-01-01,2012-12-31,"ESÉLY PEDAGÓGIAI KÖZPONT ÁLTALÁNOS ISKOLA, SPECIÁLIS SZAKISKOLA, EGYSÉGES PEDAGÓGIAI SZAKSZOLGÁLAT, NEVELÉSI TANÁCSADÓ"
13523,2007-10-20,2011-07-31,SZABO PÁL TÉRI ÁLTALÁNOS ISKOLA
13524,2007-10-20,2008-08-31,KÉTSOPRONY KÖZSÉG ÖNKORMÁNYZATA ÁLTALÁNOS ISKOLA ÉS ÓVODA
13525,2007-10-20,2012-12-31,BELVÁROSI ÁLTALÁNOS ISKOLA ÉS GIMNÁZIUM
13526,2007-07-31,2007-07-31,SZARVAS VÁROS ÁLTALÁNOS ISKOLÁJA ÉS OVODÁJA
13527,2006-12-31,2006-12-31,OROSHÁZI TÉRSÉGI ÖNKORMÁNYZATOK TERÜLETFEJLESZTÉSI TÁRSULÁSA
13528,2007-01-31,2007-01-31,SZARVAS VÁROS ÖNKORMÁNYZATA ÉS CSABACSÜD NAGYKÖZSÉG ÖNKORMÁNYZATA SZOCIÁLIS ÉS GYERMEKJOLÉTI INTÉZMÉNYE
13529,2007-06-30,2007-06-30,BÉKÉS MEGYEI HUMÁN FEJLESZTÉSI ÉS INFORMÁCIÓS KÖZPONT
1353,2007-10-20,2011-12-31,KOMÁROM ESZTERGOM MEGYEI ÖNKORMÁNYZAT SZENT BORBÁLA KÓRHÁZA
1353,2012-01-01,3999-12-31,SZENT BORBÁLA KÓRHÁZ
13530,2006-06-26,2006-06-26,GYULA ÉS KÖRNYÉKE TERÜLETFEJLESZTÉSI ÉS KISTÉRSÉGI EGYÜTTMÜKÖDÉSI TÁRSULÁS
13531,2007-10-20,2011-07-11,CSORVÁS VÁROS ÖNKORMÁNYZATÁNAK ÁLTALÁNOS MŰVELÖDÉSI KÖZPONTJA
13531,2011-07-12,2013-06-30,CSORVÁS VÁROS ÖNKORMÁNYZATÁNAK ÁLTALÁNOS MŰVELŐDÉSI KÖZPONTJA
13532,2005-07-31,2005-07-31,"HUNYA- ÖRMÉNYKÚT KÖZSÉGI ÖNKORMÁNYZAT ÁLTALÁNOS ISKOLÁJA, ÓVODÁJA ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY"
13533,2005-07-31,2005-07-31,DEÁK FERENC ÁLTALÁNOS ISKOLA ÉS ÓVODA MURONY
13534,2007-10-20,2008-01-31,NAPKÖZI KONYHA
13535,2005-07-31,2005-07-31,JÓZSEF ATTILA MÜVELÖDÉSI HÁZ ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY
13536,2007-06-30,2007-06-30,EÖTVÖS JÓZSEF GIMNÁZIUM ÉS SZAKISKOLA
13537,2007-10-20,2009-06-30,POLGÁRMESTERI HIVATAL
13537,2009-07-01,2013-01-31,KARDOSKÚT KÖZSÉG POLGÁRMESTERI HIVATALA
13538,2007-10-20,2012-12-31,GERENDÁS KÖZSÉG ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
13539,2007-10-20,2009-06-30,KÖZSÉGI POLGÁRMESTERI HIVATAL
13539,2009-07-01,2011-09-30,KÖZSÉGI POLGÁRMESTERI HIVATAL PUSZTAFÖLDVÁR
1354,2007-10-20,3999-12-31,BATTHYÁNY KÁZMÉR SZAKKÓRHÁZ
13540,2007-10-20,2011-09-30,CSANÁDAPÁCA KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
13541,2007-08-31,2007-08-31,ÁLTALÁNOS MŰVELÖDÉSI KÖZPONT
13542,2007-07-01,2007-07-01,ÖSSZEVONT ÓVODÁK
13543,2007-10-20,2008-01-01,ERKEL FERENC ÁLTALÁNOS MÜVELÖDÉSI KÖZPONT
13544,2007-07-01,2007-07-01,GALAMB UTI OVODA
13545,2007-06-30,2007-06-30,BAY ZOLTÁN ÁLTALÁNOS ISKOLA
13546,2007-06-30,2007-06-30,DÜRER ALBERT ÁLTALÁNOS ISKOLA
13547,2007-06-30,2007-06-30,ERKEL FERENC ZENEI ALAPFOKU MÜVÉSZETOKTATÁSI INTÉZMÉNY
13548,2007-10-20,2010-03-15,"ERKEL FERENC GIMNÁZIUM ÉS INFORMATIKAI SZAKKÉPZÖ ISKOLA, KOLLÉGIUM"
13548,2010-03-16,2012-12-31,"ERKEL FERENC GIMNÁZIUM ÉS INFORMATIKAI SZAKKÉPZŐ ISKOLA, KOLLÉGIUM"
13549,2007-06-30,2007-06-30,IMPLOM JOZSEF ÁLTALÁNOS ISKOLA
1355,2007-10-20,2009-06-30,"KISBÉR VÁROS ""ŐSZI NAPFÉNY"" IDŐSEK OTTHONA"
1355,2009-07-01,2009-11-30,ŐSZI NAPFÉNY IDŐSEK OTTHONA
1355,2009-12-01,2011-07-24,"KISBÉR VÁROS ""ŐSZI NAPFÉNY"" IDŐSEK OTTHONA"
1355,2011-07-25,3999-12-31,ŐSZI NAPFÉNY IDŐSEK OTTHONA
13550,2007-06-30,2007-06-30,"BÉKÉS MEGYEI MUNKÁCSY MIHÁLY GIMNÁZIUM, SZAKKÉPZŐ ISKOLA ÉS KOLLÉGIUM"
13551,2007-10-20,2012-12-31,"ROMÁN GIMNÁZIUM, ÁLTALÁNOS ISKOLA ÉS KOLLÉGIUM"
13552,2007-06-30,2007-06-30,I. SZ. ÁLTALÁNOS ISKOLA
13553,2007-06-30,2007-06-30,5. SZ. ÁLTALÁNOS- ÉS SPORTISKOLA
13554,2007-01-01,2007-01-01,ÁLTALÁNOS INTÉZMÉNYIRÁNYÍTÓ KÖZPONT
13555,2007-06-30,2007-06-30,OROSHÁZA VÁROSI ÖNKORMÁNYZAT VÖRÖSMARTY MIHÁLY ÁLTALÁNOS ISKOLA
13556,2005-07-01,2005-07-01,OROSHÁZA VÁROSI ÖNKORMÁNYZAT IV.  SZÁMÚ ÁLTALÁNOS ISKOLÁJA
13557,2007-10-20,2008-01-24,OROSHÁZA VÁROSI ÖNKORMÁNYZAT TÁNCSICS MIHÁLY GIMNÁZIUM ÉS SZAKKÖZEPISKOLÁJA
13557,2008-01-25,2011-08-31,OROSHÁZA VÁROSI ÖNKORMÁNYZAT TÁNCSICS MIHÁLY GIMNÁZIUM ÉS SZAKKÖZÉPISKOLÁJA
13558,2007-08-31,2007-08-31,OROSHÁZA VÁROSI ÖNKORMÁNYZAT KOSSUTH LAJOS KÖZOKTATÁSI INTÉZMÉNYE
13559,2007-10-20,2008-07-31,OROSHÁZA VÁROS ÁLTALÁNOS ISKOLÁJA
13559,2008-08-01,2011-08-31,OROSHÁZA VÁROS ÁLTALÁNOS ISKOLÁJA ÉS PEDAGÓGIAI SZOLGÁLTATÓ INTÉZMÉNYE
13559,2011-09-01,2011-09-01,OROSHÁZA VÁROS ÖNKORMÁNYZAT - TÁNCSICS MIHÁLY KÖZOKTATÁSI INTÉZMÉNY ÉS TEHETSÉGKÖZPONT
13559,2011-09-02,2012-12-31,OROSHÁZA VÁROSI ÖNKORMÁNYZAT - TÁNCSICS MIHÁLY KÖZOKTATÁSI INTÉZMÉNY ÉS TEHETSÉGKÖZPONT
1356,2007-10-20,2011-12-31,KOMÁROM-ESZTERGOM MEGYEI ÖNKORMÁNYZAT JÓZSEF ATTILA MEGYEI KÖNYVTÁRA
1356,2012-01-01,2012-12-31,KOMÁROM-ESZTERGOM MEGYEI JÓZSEF ATTILA KÖNYVTÁR
1356,2013-01-01,3999-12-31,TATABÁNYA MEGYEI JOGÚ VÁROS JÓZSEF ATTILA MEGYEI ÉS VÁROSI KÖNYVTÁR
13560,2007-06-30,2007-06-30,EÖTVÖS JÓZSEF ÁLTALÁNOS ISKOLA ÉS GIMNÁZIUM OROSHÁZA
13561,2007-10-20,2009-06-30,VÁROSI POLGÁRMESTERI HIVATAL
13561,2009-07-01,2012-12-31,GYOMAENDRŐD VÁROS POLGÁRMESTERI HIVATALA
13562,2007-10-20,2012-08-31,KIS BÁLINT ÁLTALÁNOS ISKOLA ÉS ÓVODA
13562,2012-09-01,2012-12-31,KIS BÁLINT ÁLTALÁNOS ISKOLA
13563,2007-10-20,2009-06-30,"PETÖFI ISTVÁN ÁLTALÁNOS ISKOLA, DIÁKOTTHON ÉS ALAPFOKU MÜVÉSZETOKTATÁSI INTÉZMÉNY"
13563,2009-07-01,2012-12-16,"PETŐFI ISTVÁN ÁLTALÁNOS ISKOLA, DIÁKOTTHON ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY"
13563,2012-12-17,2012-12-31,"PETŐFI ISTVÁN ÁLTALÁNOS ÉS ALAPFOKÚ MŰVÉSZETI ISKOLA, KOLLÉGIUM"
13564,2007-10-20,2008-08-31,"RÓZSAHEGYI KÁLMÁN KISTÉRSÉGI ÁLTALÁNOS ISKOLA, DIÁKOTTHON ÉS KÖNYVTÁR GYOMAENDRŐD- CSÁRDASZÁLLÁS- HUNYA"
13564,2008-09-01,2011-08-31,"RÓZSAHEGYI KÁLMÁN KISTÉRSÉGI ÁLTALÁNOS ISKOLA, DIÁKOTTHON GYOMAENDRŐD- CSÁRDASZÁLLÁS- HUNYA"
13564,2011-09-01,2012-08-31,"RÓZSAHEGYI KÁLMÁN KISTÉRSÉGI ÁLTALÁNOS ISKOLA, ÓVODA ÉS DIÁKOTTHON GYOMAENDRŐD- CSÁRDASZÁLLÁS- HUNYA"
13564,2012-09-01,2012-12-31,RÓZSAHEGYI KÁLMÁN KISTÉRSÉGI ÁLTALÁNOS ISKOLA ÉS DIÁKOTTHON GYOMAENDRŐD-CSÁRDASZÁLLÁS-HUNYA
13565,2007-10-20,2009-10-25,CSABACSÜD NAGYKÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
13565,2009-10-26,2012-12-31,CSABACSŰD NAGYKÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
13566,2007-10-20,2011-08-30,"HARRUCKERN JÁNOS GIMNÁZIUM, SZAKKÉPZŐ ISKOLA, KÉSZSÉGFEJLESZTŐ SPECIÁLIS SZAKISKOLA, ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY, EGYSÉGES GYÓGYPEDAGÓGIAI MÓDSZERTANI INTÉZMÉNY ÉS KOLLÉGIUM"
13566,2011-08-31,2013-03-31,"BÉKÉS MEGYEI HARRUCKERN JÁNOS GIMNÁZIUM, SZAKKÉPZŐ ISKOLA, KÉSZSÉGFEJLESZTŐ SPECIÁLIS SZAKISKOLA, ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY, EGYSÉGES GYÓGYPEDAGÓGIAI MÓDSZERTANI INTÉZMÉNY ÉS KOLLÉGIUM"
13567,2007-07-31,2007-07-31,"VAJDA PÉTER GIMNÁZIUM, SZAKKÖZÉPISKOLA ÉS KOLLÉGIUM"
13568,2005-07-31,2005-07-31,RUHAIPARI ÉS IPARMŰVÉSZETI SZAKKÉPZÖ ISKOLA ÉS KOLLÉGIUM
13569,2007-10-20,2011-07-30,GÉPÉSZETI ÉS SZÁMITÁSTECHNIKAI SZAKKÖZÉPISKOLA ÉS KOLLÉGIUM
13569,2011-07-31,2012-12-31,GÉPÉSZETI ÉS SZÁMÍTÁSTECHNIKAI SZAKKÖZÉPISKOLA
1357,2007-10-20,2011-12-31,KOMÁROM-ESZTERGOM MEGYEI ÖNKORMÁNYZAT MÚZEUMAINAK IGAZGATÓSÁGA
1357,2012-01-01,2012-12-31,KOMÁROM-ESZTERGOM MEGYEI MÚZEUMOK IGAZGATÓSÁGA
1357,2013-01-01,3999-12-31,KUNY DOMOKOS MÚZEUM
13570,2007-07-31,2007-07-31,JÓKAI MÓR KÖZÉPISKOLAI KOLLÉGIUM
13571,2007-06-30,2007-06-30,BÉKÉS MEGYEI NÉMETH LÁSZLÓ KÖZÉPISKOLAI KOLLÉGIUM
13572,2007-10-20,2009-03-31,KÖZSÉGI ÖNKORMÁNYZAT PUSZTAOTTLAKA
13572,2009-04-01,2012-12-31,PUSZTAOTTLAKA KÖZSÉG POLGÁRMESTERI HIVATALA
13573,2007-10-20,2008-12-31,CSÁRDASZÁLLÁS KÖZSÉG ÖNKORMÁNYZATA
13573,2009-01-01,2009-06-30,KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
13573,2009-07-01,2012-12-31,CSÁRDASZÁLLÁS KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
13574,2007-10-20,2008-06-30,TÜKÖRY LAJOS ÁLTALÁNOS ISKOLA ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY
13574,2008-07-01,2011-06-30,"TÜKÖRY LAJOS ÁLTALÁNOS ISKOLA, ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY ÉS EGYSÉGES PEDAGÓGIAI SZAKSZOLGÁLAT"
13575,2007-10-20,2009-06-30,KÖRÖSLADÁNY VÁROS ÖNKORMÁNYZAT NAPKÖZIOTTHONOS ÓVODA
13575,2009-07-01,2011-04-11,KÖRÖSLADÁNY VÁROS ÖNKORMÁNYZAT NAPKÖZIOTTHONOS ÓVODA ÉS BÖLCSŐDE
13575,2011-04-12,2011-06-30,"KÖRÖSLADÁNY VÁROS ÖNKORMÁNYZAT ""ZÖLDÁG"" NAPKÖZIOTTHONOS ÓVODA ÉS BÖLCSŐDE"
13576,2007-10-20,2008-07-31,SZABÓ PÁL ÁLTALÁNOS ISKOLA
13577,2007-10-20,2008-07-31,"NÉGYSZINVIRÁG ÓVODA, BÖLCSÖDE, NEVELÉSI TANÁCSADÓ ÉS EGYSÉGES PEDAGÓGIAI SZAKSZOLGÁLAT"
13578,2007-10-20,2008-07-31,"SINKA ISTVÁN MÜVELÖDÉSI KÖZPONT, ALAPFOKU MÜVÉSZETOKTATÁSI INTÉZMÉNY ÉS VÁROSI KÖNYVTÁR"
13579,2007-10-20,2009-06-30,ÁLTALÁNOS ISKOLA MŰVELŐDÉSI HÁZ ÉS KÖNYVTÁR
1358,2007-10-20,3999-12-31,TATABÁNYA MEGYEI JOGÚ VÁROS POLGÁRMESTERI HIVATALA
13580,2005-10-31,2005-10-31,SZARVAS VÁROS ÖNKORMÁNYZATA GYERMEKÉLELMEZÉSI EGYSÉGE
13581,2007-07-31,2007-07-31,VÁNYAI AMBRUS ÁLTALÁNOS ISKOLA
13582,2007-07-31,2007-07-31,"ÓVODA, BÖLCSŐDE, NEVELÉSI TANÁCSADÓ ÉS EGYSÉGES PEDAGÓGIAI SZAKSZOLGÁLAT"
13583,2005-07-31,2005-07-31,LADÁNYI MIHÁLY KÖNYVTÁR
13584,2007-08-31,2007-08-31,KOSSUTH LAJOS ÁLTALÁNOS ÉS ALAPFOKÚ MÜVÉSZETI ISKOLA
13585,2007-10-20,2007-12-31,NAPKÖZI KONYHA
13586,2007-08-31,2007-08-31,NAPKÖZIOTTHONOS ÓVODÁK
13587,2004-07-01,2004-07-01,BATTONYAI ÁLTALÁNOS ISKOLA
13588,2004-07-01,2004-07-01,BATTONYA VÁROSI ÖNKORMÁNYZAT ÖSSZEVONT NAPKÖZIOTTHONOS ÓVODÁK
13589,2004-07-01,2004-07-01,BATTONYAI MÜVÉSZETI ISKOLA
1359,2007-10-20,2009-01-27,TATABÁNYA TÖBBCÉLÚ KISTÉRSÉGI TÁRSULÁS EGYESÍTETT SZOCIÁLIS INTÉZMÉNYEK
1359,2009-01-28,2013-11-14,TATABÁNYAI TÖBBCÉLÚ KISTÉRSÉGI TÁRSULÁS EGYESÍTETT SZOCIÁLIS INTÉZMÉNYEK
1359,2013-11-15,3999-12-31,TATABÁNYAI TÖBBCÉLÚ KISTÉRSÉGI TÁRSULÁS EGYESÍTETT SZOCIÁLIS INTÉZMÉNYEK SZENT GYÖRGY KÖZPONT
13590,2004-07-01,2004-07-01,BATTONYA VÁROSI ÖNKORMÁNYZAT NÉPEK BARÁTSÁGA KÖZMÜVELÖDÉSI ÉS ISKOLAI KÖNYVTÁR
13591,2004-07-01,2004-07-01,BATTONYA VÁROSI ÖNKORMÁNYZAT JÓZSEF ATTILA MÜVELÖDÉSI KÖZPONT
13592,2007-10-20,2010-03-15,VÁROSGAZDÁLKODÁSI IGAZGATOSÁG
13592,2010-03-16,2011-05-31,VÁROSGAZDÁLKODÁSI IGAZGATÓSÁG
13593,2007-10-20,2012-12-31,JANKÓ JÁNOS ÁLTALÁNOS ISKOLA ÉS GIMNÁZIUM
13594,2007-10-20,2012-02-29,OROSHÁZA VÁROSI ÖNKORMÁNYZAT OKTATÁSI ÉS KÖZMŰVELŐDÉSI INTÉZMÉNYEK GONDNOKSÁGA
13595,2005-06-30,2005-06-30,MEZÖHEGYES VÁROSI ÖNKORMÁNYZAT VÁROSELLÁTÓ SZERVEZETE
13596,2004-07-01,2004-07-01,BATTONYA VÁROS ÖNKORMÁNYZATA ROMÁN ÁLTALÁNOS ISKOLA ÉS ÓVODA
13597,2004-07-01,2004-07-01,BATTONYA VÁROS ÖNKORMÁNYZAT SZERB ÁLTALÁNOS ISKOLA ÉS ÓVODA
13598,2007-10-20,2013-07-31,GERLAI ÁLTALÁNOS MŰVELŐDÉSI KÖZPONT
13599,2007-10-20,2012-12-31,EDELÉNY VÁROSI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
13599,2013-01-01,2013-02-28,EDELÉNYI POLGÁRMESTERI HIVATAL
136,2007-10-20,3999-12-31,MEZŐGAZDASÁGI  BIOTECHNOLÓGIAI  KUTATÓKÖZPONT
1360,2007-10-20,3999-12-31,ÁRPÁD-HÁZI SZENT ERZSÉBET SZAKKÓRHÁZ ÉS RENDELŐINTÉZET
13600,2007-10-20,2007-12-31,IZSÓFALVA NAGYKÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATAL
13600,2008-01-01,2012-12-31,IZSÓFALVA NAGYKÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
13601,2007-10-20,2009-06-30,KURITYÁN KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATAL
13601,2009-07-01,2011-12-31,KURITYÁN KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
13602,2007-10-20,2008-07-27,RUDABÁNYA NAGYKÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
13602,2008-07-28,2012-12-31,RUDABÁNYA VÁROSI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATAL
13603,2007-10-20,2012-12-31,SZENDRŐ VÁROSI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
13604,2007-10-20,2013-02-28,ALSÓVADÁSZ KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
13605,2007-10-20,2013-02-28,ASZALÓ KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
