TZSAZON_ID,AJTO,CIMTIP,CTELEP,EPULET,HATKEZD,HATVEGE,HAZSZ,IRSZ,KOZTJ,KOZTN,LEPCSOHAZ,ORSZ,PF,SZINT
16713,,SZ,Kiskunhalas,,2007-10-20,2007-12-31,21,6400,01,Kertész,,HU,,
16714,,SZ,Kiskunhalas,,2007-10-20,2007-12-31,9,6400,01,Nefelejcs,,HU,,
16715,,SZ,Baja,,2007-10-20,2008-01-31,8,6500,01,Árpád,,HU,,
16716,,SZ,Szentkirály,,2007-10-20,2012-12-31,20,6031,01,Kossuth Lajos,,HU,,
16717,,SZ,Baja,,2007-10-20,2011-08-14,3,6500,05,Szentháromság,,HU,,
16717,,SZ,Baja,,2011-08-15,2013-03-31,1,6500,05,Árpád,,HU,,
16718,,SZ,Szakmár,,2007-10-20,2012-12-31,24,6336,01,Bajcsy Zs.,,HU,,
16719,,SZ,Jászszentlászló,,2007-10-20,2010-03-31,2,6133,01,Hunyadi,,HU,,
1672,,SZ,Kaposvár,,2007-10-20,3999-12-31,1,7400,01,Csokonai,,HU,,
16720,,SZ,Baja,,2007-10-20,2013-06-30,3,6500,05,Szentháromság,,HU,,
16721,,SZ,Kalocsa,,2007-10-20,2013-06-30,35,6300,02,Szent István király,,HU,,
16722,,SZ,Kecskemét,,2007-10-20,2012-12-31,1,6000,05,Kossuth,,HU,,
16723,,SZ,Tompa,,2007-10-20,2007-12-31,2,6422,05,Szabadság,,HU,,
16724,,SZ,Felsőszentiván,,2007-10-20,2013-02-28,60,6447,01,Rákóczi,,HU,,
16725,,SZ,Orgovány,,2007-10-20,2009-04-30,2,6077,01,Molnár Gergely,,HU,,
16726,,SZ,Kecskemét,,2007-10-20,2011-12-31,3,6000,05,Deák Ferenc,,HU,,
16727,,SZ,Miske,,2007-10-20,2011-12-31,18,6343,01,Fő,,HU,,
16728,,SZ,Dunapataj,,2007-10-20,2009-12-31,20,6328,01,Petőfi Sándor,,HU,,
16729,,SZ,Kiskőrös,,2007-10-20,2012-12-31,2,6200,05,Petőfi Sándor,,HU,,
1673,,SZ,Somogyaszaló,,2007-10-20,3999-12-31,107,7452,01,Kossuth L.,,HU,,
16730,,SZ,Kalocsa,,2007-10-20,2007-12-31,35,6300,02,Szent István Király,,HU,,
16730,,SZ,Kalocsa,,2008-01-01,2012-12-31,35,6300,02,Szent István király,,HU,,
16731,,SZ,Kalocsa,,2006-07-31,2006-07-31,32,6300,02,Szent Imre,,HU,,
16732,,SZ,Fülöpháza,,2007-07-31,2007-07-31,1,6042,01,Petőfi Sándor,,HU,,
16733,,SZ,Kunszentmiklós,,2007-10-20,2009-09-23,12,6090,05,Kálvin,,HU,,
16734,,SZ,Dunafalva,,2007-10-20,2008-12-31,1,6513,01,Posta,,HU,,
16735,,SZ,Nemesnádudvar,,2007-10-20,2010-11-30,1,6345,05,Dózsa,,HU,,
16735,,SZ,Nemesnádudvar,,2010-12-01,2013-02-28,1,6345,05,Szentháromság,,HU,,
16736,,SZ,Jánoshalma,,2007-10-20,2009-04-30,1,6440,01,Kossuth,,HU,,
16737,,SZ,Kecskemét,,2007-10-20,2012-12-31,3,6000,05,Deák Ferenc,,HU,,
16738,,SZ,Kiskunmajsa,,2007-10-20,2011-06-29,2,6120,01,Fő,,HU,,
16739,,SZ,Kecskemét,,2007-10-20,2009-09-23,1,6000,05,Kossuth,,HU,,
1674,,SZ,Zimány,,2007-10-20,3999-12-31,31,7471,01,Kossuth L.,,HU,,
16740,,SZ,Vaskút,,2007-10-20,2009-12-31,90,6521,01,Kossuth Lajos,,HU,,
16741,,SZ,Kalocsa,,2007-10-20,2012-12-31,22,6300,01,Kossuth Lajos,,HU,,
16742,,SZ,Kiskunhalas,,2007-10-20,2012-12-31,1,6400,01,Köztársaság,,HU,,
16743,,SZ,Jánoshalma,,2007-10-20,2012-12-31,1,6440,05,Béke,,HU,,
16744,,SZ,Dunavecse,,2007-10-20,2008-12-31,36,6087,01,Fő,,HU,,
16745,,SZ,Kunszentmiklós,,2007-10-20,2013-06-30,17/d,6090,01,Damjanich,,HU,,
16746,,SZ,Apostag,,2007-10-20,2012-12-31,9-11,6088,01,Hunyadi,,HU,,
16746,,SZ,Apostag,,2013-01-01,2013-08-31,23-25,6088,01,Hunyadi,,HU,,
16747,,SZ,Kalocsa,,2007-07-31,2007-07-31,1,6300,01,Jókai,,HU,,
16748,,SZ,Kalocsa,,2007-07-31,2007-07-31,22,6300,01,Szent Imre,,HU,,
16749,,SZ,Hercegszántó,,2007-10-20,2008-08-15,10,6525,01,Dózsa György,,HU,,
1675,,SZ,Bakháza,,2007-10-20,3999-12-31,79,7585,01,Kossuth,,HU,,
16750,,SZ,Felsőszentiván,,2007-10-20,2012-12-31,19,6447,01,Szent István,,HU,,
16751,,SZ,Helvécia,,2007-07-31,2007-07-31,71,6034,02,Kiskőrösi,,HU,,
16752,,SZ,Imrehegy,,2007-07-31,2007-07-31,1,6238,01,Iskola,,HU,,
16753,,SZ,Kiskőrös,,2007-10-20,2007-12-31,13,6200,01,József,,HU,,
16753,,SZ,Kiskőrös,,2008-01-01,2013-06-30,13,6200,01,Sárkány József,,HU,,
16754,,SZ,Bácsalmás,,2007-10-20,2012-12-31,4-8,6430,01,Gróf Teleki,,HU,,
16755,,SZ,Kiskőrös,,2007-10-20,2007-12-31,6,6200,01,Árpád,,HU,,
16755,,SZ,Kiskőrös,,2008-01-01,2008-06-17,8,6200,01,Árpád,,HU,,
16755,,SZ,Kiskőrös,,2008-06-18,2012-06-25,4,6200,01,Árpád,,HU,,
16755,,SZ,Kiskőrös,,2012-06-26,2012-12-31,20,6200,01,Árpád,,HU,,
16756,,SZ,Kiskunfélegyháza,,2007-10-20,2013-06-30,1,6100,01,Kossuth Lajos,,HU,,
16756,,LE,Bugac,,2013-01-17,2013-06-30,10,6114,01,Béke,,HU,,
16757,,SZ,Foktő,,2007-10-20,2013-02-28,2,6331,01,Kossuth,,HU,,
16758,,SZ,Csátalja,,2007-10-20,2012-12-31,1,6523,01,Kossuth Lajos,,HU,,
16758,,SZ,Csátalja,,2013-01-01,2013-06-30,2/B,6523,01,Kossuth Lajos,,HU,,
16759,,SZ,Miske,,2007-10-20,2013-01-31,18,6343,01,Fő,,HU,,
1676,,SZ,Hács,,2007-10-20,2012-05-20,31,8694,01,Fő,,HU,,
1676,,SZ,Hács,,2012-05-21,3999-12-31,42/a,8694,01,Fő,,HU,,
16760,,SZ,Kiskunfélegyháza,,2007-10-20,2012-12-31,14,6100,01,Deák Ferenc,,HU,,
16761,,SZ,Kiskunfélegyháza,,2007-10-20,2012-07-31,10,6100,05,Darvas József,,HU,,
16762,,SZ,Kiskunfélegyháza,,2007-10-20,2012-12-31,34,6100,01,Kossuth,,HU,,
16763,,SZ,Jánoshalma,,2007-10-20,2012-06-30,13,6440,01,Radnóti Miklós,,HU,,
16763,,SZ,Jánoshalma,,2012-07-01,2012-12-31,11,6440,05,Béke ,,HU,,
16764,,SZ,Dunaegyháza,,2007-10-20,2012-12-31,1,6323,01,Iskola,,HU,,
16764,,SZ,Dunaegyháza,,2013-01-01,2013-08-31,36,6323,01,Mikszáth K.,,HU,,
16765,,SZ,Dunapataj,,2007-10-20,2012-12-31,2,6328,02,Kalocsai,,HU,,
16766,,SZ,Kecskemét,,2007-10-20,2012-12-31,2,6000,01,Kvarc,,HU,,
16767,,SZ,Baja,,2007-10-20,2012-12-31,18,6500,02,Dózsa György,,HU,,
16768,,SZ,Kecskemét,,2007-10-20,2012-12-31,30,6000,02,Nyíri,,HU,,
16769,,SZ,Dusnok,,2007-10-20,2012-12-31,20-22,6353,01,Köztársaság,,HU,,
1677,,SZ,Gyugy,,2007-10-20,3999-12-31,19,8692,01,Fő,,HU,,
16770,,SZ,Nemesnádudvar,,2007-10-20,2009-06-30,40-42,6345,01,Petőfi,,HU,,
16770,,SZ,Nemesnádudvar,,2009-07-01,2013-06-30,42,6345,01,Petőfi,,HU,,
16771,,SZ,Kecskemét,,2007-07-01,2007-07-01,9,6000,01,Szent Imre,,HU,,
16772,,SZ,Kecskemét,,2007-10-20,2012-12-31,8,6000,01,Fecske,,HU,,
16773,,SZ,Kiskunfélegyháza,,2007-10-20,2011-07-31,1-3,6100,01,Szent Imre herceg,,HU,,
16774,,SZ,Kiskunfélegyháza,,2007-10-20,2010-10-21,2,6100,05,Szent János,,HU,,
16774,,SZ,Bugac,,2010-10-22,2011-04-17,19,6114,05,Szabadság,,HU,,
16774,,SZ,Kiskunfélegyháza,,2011-04-18,2012-12-31,1,6100,01,Kossuth Lajos,,HU,,
16775,,SZ,Jakabszállás,,2007-10-20,2012-12-31,2,6078,01,Kun,,HU,,
16775,,SZ,Jakabszállás,,2013-01-01,2013-06-30,6,6078,01,Tavasz,,HU,,
16775,,LE,Jakabszállás,,2013-01-01,2013-06-30,14,6078,01,Petőfi Sándor,,HU,,
16776,,SZ,Bácsalmás,,2007-10-20,2007-12-31,4-8,6430,01,Gróf Tellki,,HU,,
16776,,SZ,Bácsalmás,,2008-01-01,2012-12-31,26,6430,01,Szt. János,,HU,,
16776,,LE,Bácsalmás,,2012-09-01,2012-12-31,4-8,6430,01,Gr. Teleki,,HU,,
16777,,SZ,Kiskunmajsa,,2007-10-20,2012-12-31,5,6120,23,Hősök,,HU,,
16778,,SZ,Balotaszállás,,2007-10-20,2008-08-31,31,6412,01,Balassi Bálint,,HU,,
16779,,SZ,Kunbaracs,,2007-08-31,2007-08-31,2,6043,01,Kölcsey,,HU,,
1678,,SZ,Kisberény,,2007-10-20,3999-12-31,36,8693,01,Petőfi,,HU,,
16780,,SZ,Kiskőrös,,2007-10-20,2012-12-31,1,6200,05,Tarnowi,,HU,,
16781,,SZ,Foktő,,2007-10-20,2012-12-31,75,6331,01,Fő,,HU,,
16781,,SZ,Foktő,,2013-01-01,2013-06-30,87,6331,01,Fő,,HU,,
16782,,SZ,Kunadacs,,2007-10-20,2012-12-31,1,6097,01,Petőfi Sándor,,HU,,
16783,,SZ,Borota,,2007-10-20,2013-02-28,43,6445,01,Felszabadulás,,HU,,
16784,,SZ,Orgovány,,2007-10-20,2012-12-31,3,6077,01,Táncsics,,HU,,
16785,,SZ,Kecel,,2007-10-20,2011-12-22,62,6237,01,Szilósi,,HU,,
16786,,SZ,Borsodszentgyörgy,,2007-10-20,2013-02-28,143,3623,02,Szentgyörgy,,HU,,
16787,,SZ,Borsodszirák,,2007-10-20,2012-12-31,35,3796,02,Fő,,HU,,
16788,,SZ,Taktabáj,,2007-10-20,2013-02-28,1,3926,02,Kossuth,,HU,,
16789,,SZ,Hejőpapi,,2007-10-20,2013-01-31,57,3594,02,Kossuth,,HU,,
1679,,SZ,Kaposvár,,2007-10-20,3999-12-31,12,7400,01,Noszlopy G.,,HU,,
16790,,SZ,Makkoshotyka,,2007-10-20,2007-12-31,2,3959,01,KOSSUTH,,HU,,
16790,,SZ,Makkoshotyka,,2008-01-01,2009-12-31,2,3959,01,Kossuth,,HU,,
16791,,SZ,Szakáld,,2007-10-20,2012-01-31,4,3596,01,Aradi,,HU,,
16792,,SZ,Hernádkak,,2007-10-20,2012-12-31,42,3563,01,Rákóczi,,HU,,
16793,,SZ,Zalkod,,2007-10-20,2013-01-31,30/A,3957,02,Petőfi,,HU,,
16794,,SZ,Serényfalva,,2007-10-20,2012-12-31,63,3729,02,Kossúth Lajos,,HU,,
16795,,SZ,Sajópetri,,2007-10-20,2013-01-31,66,3573,01,Dózsa György,,HU,,
16796,,SZ,Sajóörös,,2007-10-20,2013-02-28,2,3586,01,Jókai,,HU,,
16797,,SZ,Sajóecseg,,2007-10-20,2009-06-30,27,3793,01,Szechenyi,,HU,,
16797,,SZ,Sajóecseg,,2009-07-01,2013-01-31,27,3793,01,Széchenyi,,HU,,
16798,,SZ,Borsodgeszt,,2007-10-20,2009-12-31,56,3426,01,Fő,,HU,,
16799,,SZ,Szemere,,2007-10-20,2007-12-31,63,3866,02,Fő,,HU,,
16799,,SZ,Szemere,,2008-01-01,2012-12-31,63,3866,02,Fő,,HU,,
16799,,LE,Szemere,,2008-01-01,2012-12-31,,3866,,,,HU,1,
168,,SZ,Budapest,,2007-10-20,3999-12-31,13,1126,01,Tartsay Vilmos,,HU,,
1680,,SZ,Kaposvár,,2007-10-20,3999-12-31,97,7400,01,Arany J.,,HU,,
16800,,SZ,Kács,,2007-10-20,2011-12-31,60,3424,02,Fő,,HU,,
16801,,SZ,Tornyosnémeti,,2007-10-20,2012-12-31,12,3877,02,Gazdasor,,HU,,
16802,,SZ,Tiszacsermely,,2007-10-20,2013-01-31,9,3972,02,RÁKÓCZI,,HU,,
16803,,SZ,Szuhakálló,,2007-10-20,2012-12-31,7,3731,02,Kossuth Lajos,,HU,,
16804,,SZ,Igrici,,2007-10-20,2012-12-31,57,3459,02,Kossuth,,HU,,
16805,,SZ,Abaújszántó,,2007-06-30,2007-06-30,15,3881,02,Béke,,HU,,
16806,,SZ,Abaújvár,,2007-10-20,2012-12-31,4,3898,02,Petőfi,,HU,,
16807,,SZ,Baktakék,,2007-10-20,2012-12-31,112,3836,02,Rákóczi,,HU,,
16808,,SZ,Baskó,,2006-04-30,2006-04-30,43,3881,02,Fő,,HU,,
16809,,SZ,Bodrogolaszi,,2007-10-20,2012-12-31,11,3943,01,FŐ,,HU,,
1681,,SZ,Rinyaújlak,,2007-10-20,3999-12-31,65-67,7556,01,Kossuth,,HU,,
16810,,SZ,Boldogkőváralja,,2007-10-20,2012-12-31,28,3885,01,Petőfi,,HU,,
16811,,SZ,Boldva,,2007-10-20,2012-12-31,5,3794,02,Széchenyi I.,,HU,,
16812,,SZ,Bódvaszilas,,2007-10-20,2012-12-31,21,3763,02,Kossuth Lajos,,HU,,
16813,,SZ,Csernely,,2007-10-20,2013-02-28,26,3648,01,Kissor,,HU,,
16814,,SZ,Erdőhorváti,,2007-10-20,2008-11-14,98,3935,02,KASSAI,,HU,,
16814,,SZ,Erdőhorváti,,2008-11-15,2011-08-31,98,3935,02,Kassai,,HU,,
16815,,SZ,Felsőgagy,,2007-10-20,2012-12-31,78,3837,01,Rákóczi,,HU,,
16816,,SZ,Felsőnyárád,,2007-10-20,2012-12-31,8,3721,02,Alkotmány,,HU,,
16817,,SZ,Felsővadász,,2007-10-20,2012-02-29,8,3814,02,Pefőfi,,HU,,
16817,,SZ,Felsővadász,,2012-03-01,2012-12-31,1,3814,01,Ady Endre,,HU,,
16818,,SZ,Fony,,2007-10-20,2012-12-31,3,3893,01,Fő,,HU,,
16819,,SZ,Forró,,2007-10-20,2012-12-31,62,3849,02,Fő,,HU,,
1682,,SZ,Porrogszentkirály,,2007-10-20,3999-12-31,184,8858,01,Fő,,HU,,
16820,,SZ,Fulókércs,,2007-10-20,2012-12-31,93,3864,02,Fő,,HU,,
16821,,SZ,Füzér,,2007-10-20,2013-01-14,2,3996,02,Rákóczi,,HU,,
16822,,SZ,Füzérkomlós,,2007-10-20,2013-01-14,47,3997,02,Felszabadulás,,HU,,
16823,,SZ,Halmaj,,2007-10-20,2012-12-31,1,3842,02,Kossuth,,HU,,
16824,,SZ,Hangács,,2007-10-20,2012-12-31,21,3795,02,Szabadság,,HU,,
16825,,SZ,Hernádkércs,,2007-10-20,2013-02-28,72,3846,02,Kossuth,,HU,,
16826,,SZ,Hernádvécse,,2007-10-20,2013-02-28,2,3874,02,Kossuth,,HU,,
16827,,SZ,Hidasnémeti,,2007-10-20,2012-12-31,11,3876,02,Petőfi,,HU,,
16828,,SZ,Hidvégardó,,2007-10-20,2012-12-31,106,3768,02,Tornai,,HU,,
16829,,SZ,Homrogd,,2007-10-20,2012-12-31,4,3812,02,Rákóczi,,HU,,
1683,,SZ,Porrog,,2007-10-20,3999-12-31,32,8858,01,Fő,,HU,,
16830,,SZ,Kovácsvágás,,2007-10-20,2012-12-31,63,3992,01,Fő,,HU,,
16831,,SZ,Kázsmárk,,2007-10-20,2012-12-31,61,3831,02,Fő,,HU,,
16832,,SZ,Mikóháza,,2007-10-20,2012-12-31,10,3989,01,Szabadság,,HU,,
16833,,SZ,Nagyrozvágy,,2007-10-20,2013-02-28,31,3965,01,Vöröshadsereg,,HU,,
16834,,SZ,Novajidrány,,2007-10-20,2013-02-28,111,3872,02,KOSSUTH,,HU,,
16835,,SZ,Parasznya,,2007-10-20,2013-01-31,23,3777,01,Rákóczi,,HU,,
16836,,SZ,Perkupa,,2007-10-20,2012-12-31,12,3756,02,Kossuth Lajos,,HU,,
16837,,SZ,Pálháza,,2007-06-30,2007-06-30,39,3994,02,Dózsa Gy.,,HU,,
16838,,SZ,Ragály,,2007-10-20,2013-02-28,16,3724,02,Rákóczi Ferenc,,HU,,
16839,,SZ,Rakaca,,2007-10-20,2013-01-31,92,3825,01,Petőfi,,HU,,
1684,,SZ,Porrogszentpál,,2007-10-20,3999-12-31,31-33,8858,01,Fő,,HU,,
16840,,SZ,Sajóvámos,,2007-10-20,2013-01-31,2,3712,01,Munkácsy,,HU,,
16841,,SZ,Selyeb,,2005-12-31,2005-12-31,21,3809,02,Hunyadi,,HU,,
16842,,SZ,Szalonna,,2007-10-20,2013-01-31,1,3754,05,Tanácsház,,HU,,
16843,,SZ,Szin,,2007-10-20,2012-12-31,18,3761,02,Szabadság,,HU,,
16844,,SZ,Szászfa,,2007-10-20,2007-12-31,46,3821,01,Fő,,HU,,
16845,,SZ,Tiszaladány,,2007-10-20,2013-02-28,53,3929,02,Kossuth,,HU,,
16846,,SZ,Vadna,,2007-10-20,2012-12-31,25,3636,02,Kassai,,HU,,
16847,,SZ,Vizsoly,,2007-10-20,2013-02-28,155,3888,01,Szent János,,HU,,
16848,,SZ,Zemplénagárd,,2007-10-20,2013-02-14,9,3977,01,Fő,,HU,,
16849,,SZ,Zádorfalva,,2007-10-20,2008-12-31,16,3726,02,Nagy,,HU,,
1685,,SZ,Somogybükkösd,,2007-10-20,3999-12-31,92,8858,01,Fő,,HU,,
16850,,SZ,Pálháza,,2007-10-20,2008-08-31,13,3994,01,Vásártér,,HU,,
16851,,SZ,Füzérkomlós,,2007-08-31,2007-08-31,39,3997,02,Ady E.,,HU,,
16852,,SZ,Bodrogkeresztúr,,2007-10-20,2011-03-31,18,3916,21,Kastély,,HU,,
16853,,SZ,Borsodnádasd,,2007-10-20,2011-03-31,4,3671,01,Móricz Zsigmond,,HU,,
16854,,SZ,Szuhogy,,2007-08-30,2007-08-30,10,3734,01,Rákóczi,,HU,,
16855,,SZ,Szuhogy,,2007-08-30,2007-08-30,56,3734,01,József Attila,,HU,,
16856,,SZ,Krasznokvajda,,2007-10-20,2012-12-31,12,3821,02,Béke,,HU,,
16857,,SZ,Hernádvécse,,2007-10-20,2010-10-26,14,3874,02,Petőfi,,HU,,
16857,,SZ,Hernádvécse,,2010-10-27,2012-12-31,14/A,3874,02,Petőfi,,HU,,
16858,,SZ,Hejőkeresztúr,,2007-10-20,2012-12-31,111,3597,02,Petőfi,,HU,,
16859,,SZ,Mikóháza,,2005-07-01,2005-07-01,11,3989,02,Szabadság,,HU,,
1686,,SZ,Őrtilos,,2007-10-20,3999-12-31,29,8854,01,Rákóczi,,HU,,
16860,,SZ,Komjáti,,2007-10-20,2012-12-31,13,3765,02,Petőfi Sándor,,HU,,
16861,,SZ,Sárospatak,,2007-07-31,2007-07-31,10,3950,02,Nagy Lajos,,HU,,
16862,,SZ,Szegilong,,2007-10-20,2007-12-31,74,3918,02,Dózsa György,,HU,,
16862,,SZ,Bodrogkisfalud,,2008-01-01,2012-12-31,65,3917,02,Kossuth,,HU,,
16863,,SZ,Irota,,2007-05-31,2007-05-31,66,3786,01,Petőfi,,HU,,
16864,,SZ,Pálháza,,2007-10-20,2010-02-11,43,3994,01,Dózsa György,,HU,,
16865,,SZ,Tomor,,2007-10-20,2012-12-31,75,3787,02,Kossuth,,HU,,
16866,,SZ,Mezőcsát,,2007-10-20,2011-12-31,33,3450,23,Hősök,,HU,,
16867,,SZ,Mezőcsát,,2005-08-01,2005-08-01,35,3450,02,Szent István,,HU,,
16868,,SZ,Parasznya,,2007-10-20,2012-08-31,16,3777,01,Dózsa György,,HU,,
16869,,SZ,Sajószentpéter,,2007-06-30,2007-06-30,32,3770,01,Sport,,HU,,
1687,,SZ,Főnyed,,2007-10-20,3999-12-31,31,8732,01,Kossuth,,HU,,
16870,,SZ,Mezőcsát,,2007-10-20,2008-12-31,3,3450,02,Szent István,,HU,,
16871,,SZ,Borsodnádasd,,2006-12-31,2006-12-31,11,3671,02,Köztársaság,,HU,,
16872,,SZ,Szőlősardó,,2007-10-20,2012-12-31,23,3757,02,Széchenyi,,HU,,
16873,,SZ,Mezőkövesd,,2007-10-20,2011-04-30,1,3400,01,Fülemüle,,HU,,
16874,,SZ,Abaújszántó,,2007-06-30,2007-06-30,10,3881,05,Jászay,,HU,,
16875,,SZ,Novajidrány,,2007-10-20,2012-12-31,4,3872,05,Béke,,HU,,
16876,,SZ,Gagyvendégi,,2007-10-20,2013-02-28,14,3816,02,Báthori,,HU,,
16877,,SZ,Sajószentpéter,,2007-06-30,2007-06-30,35,3770,05,Kálvin,,HU,,
16878,,SZ,Prügy,,2004-12-31,2004-12-31,1,3925,02,Vörösmarty,,HU,,
16879,,SZ,Ózd,,2005-01-25,2005-01-25,5,3600,01,Zrínyi,,HU,,
1688,,SZ,Jákó,,2007-10-20,3999-12-31,112,7525,01,Kossuth,,HU,,
16880,,SZ,Sárospatak,,2007-10-20,2012-12-31,7,3950,01,Arany János,,HU,,
16881,,SZ,Edelény,,2007-10-20,2008-06-30,6,3780,02,Deák F.,,HU,,
16882,,SZ,Sárospatak,,2007-07-31,2007-07-31,16,3950,02,Szent Erzsébet,,HU,,
16883,,SZ,Kázsmárk,,2007-10-20,2012-12-31,79,3831,02,Fő,,HU,,
16884,,SZ,Ládbesenyő,,2007-10-20,2012-12-31,64,3780,02,Kossuth,,HU,,
16885,,SZ,Szerencs,,2007-06-30,2007-06-30,47,3900,02,Széchenyi,,HU,,
16886,,SZ,Ózd,,2007-06-30,2007-06-30,10,3600,02,Gyár,,HU,,
16887,,SZ,Csincse,,2007-10-20,2013-02-28,45,3442,01,Mátyás,,HU,,
16888,,SZ,Miskolc,,2005-06-30,2005-06-30,11,3535,01,Fülep J.,,HU,,
16889,,SZ,Ózd,,2007-10-20,2012-03-31,84,3600,02,Vasvár,,HU,,
1689,,SZ,Kaposkeresztúr,,2007-10-20,3999-12-31,2,7258,05,Szabadság,,HU,,
16890,,SZ,Tiszaújváros,,2007-10-20,2012-03-31,1,3580,01,Tűzoltó,,HU,,
16891,,SZ,Kazincbarcika,,2007-10-20,2012-03-31,4,3700,05,Szent Flórián,,HU,,
16892,,SZ,Encs,,2007-10-20,2007-12-31,11,3860,01,Vasút,,HU,,
16892,,SZ,Encs,,2008-01-01,2012-03-31,1,3860,02,Szent Flórián,,HU,,
16893,,SZ,Szerencs,,2007-10-20,2012-03-31,119,3900,02,Rákóczi,,HU,,
16894,,SZ,Szendrő,,2007-10-20,2011-12-31,3,3752,02,Váralja,,HU,,
16894,,SZ,Szendrő,,2012-01-01,2012-03-31,3,3752,01,Váralja,,HU,,
16895,,SZ,Sajókápolna,,2007-10-20,2013-01-31,25,3773,05,Szabadság,,HU,,
16896,,SZ,Ormosbánya,,2007-10-20,2011-12-31,1,3743,05,Petőfi,,HU,,
16897,,SZ,Kelemér,,2007-10-20,2013-02-28,17,3728,02,Tompa,,HU,,
16898,,SZ,Kazincbarcika,,2007-10-20,2011-07-31,1,3700,02,Egressy Béni,,HU,,
16899,,SZ,Mezőcsát,,2007-10-20,2007-10-20,33,3450,23,Hősök,,HU,,
169,,SZ,Budapest,,2007-10-20,2008-12-31,33-35,1097,01,Gyáli,,HU,,
169,,SZ,Budapest,,2009-01-01,2012-05-13,33-35,1097,02,Gyáli,,HU,,
169,,SZ,Budapest,,2012-05-14,3999-12-31,14,1054,01,Széchenyi ,,HU,,
1690,,SZ,Somogysimonyi,,2007-10-20,3999-12-31,11,8737,01,Arany J.,,HU,,
16900,,SZ,Tállya,,2006-10-01,2006-10-01,34,3907,01,Rákóczi Ferenc,,HU,,
16901,,SZ,Kazincbarcika,,2005-06-30,2005-06-30,4,3700,02,Jószerencssét,,HU,,
16902,,SZ,Kazincbarcika,,2005-06-30,2005-06-30,12,3700,02,Akácfa,,HU,,
16903,,SZ,Kazincbarcika,,2007-10-20,2012-07-26,2,3700,02,Mikszáth K.,,HU,,
16904,,SZ,Kazincbarcika,,2007-06-30,2007-06-30,5-7,3700,02,Herbolyai,,HU,,
16905,,SZ,Kazincbarcika,,2007-06-30,2007-06-30,9,3700,05,Rákóczi,,HU,,
16906,,SZ,Kazincbarcika,,2004-08-01,2004-08-01,11,3700,02,Május 1.,,HU,,
16907,,SZ,Kazincbarcika,,2007-06-30,2007-06-30,39,3700,02,Dózsa György,,HU,,
16908,,SZ,Kazincbarcika,,2007-10-20,2008-01-31,2,3700,02,Akácfa,,HU,,
16909,,SZ,Kazincbarcika,,2007-08-16,2007-08-16,2,3700,02,Tardonai,,HU,,
1691,,SZ,Berzence,,2007-10-20,3999-12-31,19,7516,05,Szabadság,,HU,,
16910,,SZ,Kazincbarcika,,2007-10-20,2012-12-31,29,3700,02,Pollack Mihály,,HU,,
16911,,SZ,Kazincbarcika,,2004-08-01,2004-08-01,7/a,3700,05,Árpád fejedelem,,HU,,
16912,,SZ,Kazincbarcika,,2004-08-01,2004-08-01,39/A,3700,14,Alsóvárosi,,HU,,
16913,,SZ,Kazincbarcika,,2004-08-01,2004-08-01,12,3700,01,Jószerencsét,,HU,,
16914,,SZ,Kazincbarcika,,2006-12-31,2006-12-31,15,3700,03,Építők,,HU,,
16915,,SZ,Tiszaújváros,,2007-01-31,2007-01-31,7,3580,02,Bethlen Gábor,,HU,,
16916,,SZ,Miskolc,,2007-10-20,2011-03-31,1,3527,01,Selyemrét,,HU,,
16917,,SZ,Mezőkövesd,,2007-10-20,2012-03-31,12,3400,05,Szent László,,HU,,
16918,,SZ,Cserépfalu,,2007-10-20,2013-02-28,125,3413,02,Kossuth,,HU,,
16919,,SZ,Tiszatarján,,2004-01-01,2004-01-01,4,3589,14,Eötvös,,HU,,
1692,,SZ,Görgeteg,,2007-10-20,3999-12-31,24,7553,01,Fő,,HU,,
16920,,SZ,Tiszatarján,,2004-01-01,2004-01-01,23,3589,01,Árpád,,HU,,
16921,,SZ,Sajóvelezd,,2007-10-20,2012-12-31,10,3656,02,Rákóczi,,HU,,
16922,,SZ,Borsodivánka,,2005-06-30,2005-06-30,15,3462,02,Szabadság,,HU,,
16923,,SZ,Köröm,,2007-10-20,2009-12-31,11,3577,01,Rákóczi,,HU,,
16924,,SZ,Baktakék,,2007-08-31,2007-08-31,14,3836,02,József Attila,,HU,,
16925,,SZ,Miskolc,,2007-07-31,2007-07-31,96,3527,01,Andrássy,,HU,,
16926,,SZ,Miskolc,,2007-07-31,2007-07-31,1,3527,01,Selyemrét,,HU,,
16927,,SZ,Berente,,2007-10-20,2012-12-31,18,3704,01,Esze Tamás,,HU,,
16928,,SZ,Tokaj,,2007-10-20,2011-03-31,36,3910,02,Bethlen Gábor,,HU,,
16929,,SZ,Krasznokvajda,,2007-10-20,2012-12-31,3,3821,05,Scholtz Albin,,HU,,
1693,,SZ,Háromfa,,2007-10-20,3999-12-31,235,7585,01,Kossuth,,HU,,
16930,,SZ,Sárospatak,,2007-10-20,2011-03-31,10,3950,01,József Attila,,HU,,
16931,,SZ,Encs,,2005-06-30,2005-06-30,64,3860,01,Petőfi S.,,HU,,
16932,,SZ,Ózd,,2007-10-20,2011-03-31,50,3600,01,Dózsa György,,HU,,
16933,,SZ,Szerencs,,2007-10-20,2011-03-31,10,3900,02,Bekecsi,,HU,,
