TZSAZON_ID,AJTO,CIMTIP,CTELEP,EPULET,HATKEZD,HATVEGE,HAZSZ,IRSZ,KOZTJ,KOZTN,LEPCSOHAZ,ORSZ,PF,SZINT
24009,,LE,Budapest,,2010-01-01,2011-12-31,,1363,,,,HU,10,
2401,,SZ,Békás,,2007-10-20,3999-12-31,17,8515,01,Rákóczi,,HU,,
24010,,SZ,Budapest,,2007-08-31,2007-08-31,29b,1087,02,Kerepesi,,HU,,
24011,,SZ,Szentendre,,2009-04-30,2012-07-31,12-14,2000,02,Dózsa György,,HU,,
24011,,LE,Szentendre,,2009-04-30,2012-07-31,,2001,,,,HU,230,
24012,,SZ,Pusztavacs,,2009-04-30,2009-05-13,1,2378,02,Dámszentmiklós,,HU,,
24012,,LE,Pusztavacs,,2009-04-30,2009-05-13,,2378,,,,HU,14,
24012,,SZ,Pusztavacs,,2009-05-14,2009-05-31,1,2378,02,Dánszentmiklós,,HU,,
24012,,LE,Pusztavacs,,2009-05-14,2013-06-23,,2378,,,,HU,14,
24012,,SZ,Pusztavacs,,2009-06-01,2013-06-23,1,2378,02,Dánszentmiklósi,,HU,,
24013,,SZ,Budapest,,2009-04-30,2011-12-31,9-11,1101,14,Hungária,,HU,,
24013,,LE,Budapest,,2009-04-30,2011-12-31,,1581,,,,HU,15,
24014,,SZ,Budapest,,2009-04-30,2010-12-31,152,1095,02,Soroksári,,HU,,
24014,,LE,Budapest,,2009-04-30,2010-12-31,,1476,,,,HU,246,
24015,,SZ,Budapest,,2009-04-30,2011-12-31,2-4,1118,01,Schweidel,,HU,,
24015,,LE,Budapest,,2009-04-30,2011-12-31,,1885,,,,HU,25,
24016,,SZ,Budapest,,2009-04-30,2013-06-23,35-37,1135,01,Lehel,,HU,,
24016,,LE,Budapest,,2009-04-30,2013-06-23,,1885,,,,HU,25,
24017,,SZ,Veszprém,,2009-04-30,2011-11-14,31-33,8200,01,Jókai,,HU,,
24017,,LE,Veszprém,,2009-04-30,2011-11-14,,8201,,,,HU,81,
24018,,SZ,Szolnok,,2009-04-30,2011-11-14,5-7,5000,02,Táncsics Mihály,,HU,,
24018,,LE,Szolnok,,2009-04-30,2011-11-14,,5001,,,,HU,10,
24019,,SZ,Budapest,,2009-04-30,2011-11-14,44,1134,14,Róbert Károly,,HU,,
24019,,LE,Budapest,,2009-04-30,2011-11-14,,1553,,,,HU,1,
2402,,SZ,Mihályháza,,2007-10-20,3999-12-31,32,8513,01,Kossuth,,HU,,
24020,,SZ,Budapest,,2009-04-30,2009-05-31,49-53,1112,02,Budaörsi,,HU,,
24020,,LE,Budapest,,2009-04-30,2010-06-01,,1553,,,,HU,1,
24020,,SZ,Budapest,,2009-06-01,2010-06-01,20-22,1125,12,Szilágyi Erzsébet,,HU,,
24021,,SZ,Hévíz,,2007-10-20,2007-12-05,7/A,8380,01,Kossuth Lajos,,HU,,
24022,,SZ,Budapest,,2007-10-20,2009-12-31,43,1149,02,Mogyoródi,,HU,,
24022,,LE,Budapest,,2007-10-20,2009-12-31,,1903,,,,HU,314,
24023,,SZ,Szombathely,,2007-10-20,2007-12-31,,9700,,Söptei út külső,,HU,,
24024,,SZ,Nagykanizsa,,2007-10-20,2007-12-31,26,8800,01,Erdész,,HU,,
24025,,SZ,Pécs,,2007-10-20,2007-12-31,7-9,7623,02,Athinay,,HU,,
24026,,SZ,Kiskunhalas,,2007-10-20,2007-12-31,25,6400,03,Mártírok,,HU,,
24027,,SZ,Orosháza,,2007-10-20,2007-12-31,1,5900,02,Gyopárosi,,HU,,
24028,,SZ,Nyírbátor,,2007-10-20,2007-12-31,2-4,4300,02,Bocskai,,HU,,
24029,,SZ,Miskolc,,2007-10-20,2007-12-31,73,3526,01,Szeles,,HU,,
2403,,SZ,Nagyacsád,,2007-10-20,3999-12-31,1-3,8521,01,Deák F.,,HU,,
24030,,SZ,Balassagyarmat,,2007-10-20,2007-12-31,2,2660,01,Ady E.,,HU,,
24031,,SZ,Budapest,,2007-10-20,2007-12-31,,1185,,Ferihegyi Nemzetközi Repülőtér,,HU,,
24031,,LE,Budapest,,2007-10-20,2007-12-31,,1675,,,,HU,10,
24032,,SZ,Győr,,2007-10-20,2007-12-31,17,9026,01,Szövetség,,HU,,
24033,,SZ,Pilisszentkereszt,,2007-01-01,2007-01-01,2,2099,01, - Dobogókő Théry Ödön,,HU,,
24034,,SZ,Siófok,,2007-01-01,2007-01-01,82,8600,08,Beszédes József,,HU,,
24034,,LE,Siófok,,2007-01-01,2007-01-01,,8601,,,,HU,82,
24035,,SZ,Balatonlelle,,2007-01-01,2007-01-01,40,8638,01,Honvéd,,HU,,
24036,,SZ,Balatongyörök,,2007-01-01,2007-01-01,2,8313,01,Petőfi,,HU,,
24037,,SZ,Budapest,,2007-10-20,2010-07-05,28,1055,01,Honvéd,,HU,,
24037,,LE,Budapest,,2007-10-20,2012-06-30,,1366,,,,HU,105,
24037,,SZ,Budapest,,2010-07-06,2012-06-30,47-49,1101,02,Kerepesi,,HU,,
24038,,SZ,Budapest,,2007-01-01,2007-01-01,10,1054,01,Steindl Imre,,HU,,
24039,,SZ,Budapest,,2007-10-20,2011-12-31,12,1121,02,Farkasvölgyi,,HU,,
2404,,SZ,Nemesgörzsöny,,2007-10-20,3999-12-31,10,8522,01,Széchenyi,,HU,,
24040,,SZ,Budapest,,2007-10-20,2007-12-31,124-132,1145,01,Róna,,HU,,
24040,,LE,Budapest,,2007-10-20,2007-12-31,,1903,,,,HU,314,
24041,,SZ,Budapest,,2007-10-20,2010-08-31,62-64,1056,01,Váci,,HU,,
24041,,SZ,Budapest,,2010-09-01,2010-12-31,7,1052,01,Városház,,HU,,
24042,,SZ,Pécs,,2006-12-31,2006-12-31,10,7623,01,József A.,,HU,,
24043,,SZ,Kecskemét,,2006-12-31,2006-12-31,3,6000,05,Deák Ferenc,,HU,,
24044,,SZ,Békéscsaba,,2006-12-31,2006-12-31,2-4,5600,01,József A.,,HU,,
24045,,SZ,Miskolc,,2006-12-31,2006-12-31,1,3525,05,Városház,,HU,,
24046,,SZ,Szeged,,2007-10-20,2010-12-31,1,6722,05,Rákóczi,,HU,,
24047,,SZ,Székesfehérvár,,2007-10-20,2010-12-31,9,8000,05,Szent István,,HU,,
24048,,SZ,Győr,,2007-10-20,2010-12-31,32,9021,02,Árpád,,HU,,
24049,,SZ,Debrecen,,2007-10-20,2010-12-31,54,4024,01,Piac,,HU,,
2405,,SZ,Külsővat,,2007-10-20,3999-12-31,70,9532,01,Kossuth,,HU,,
24050,,SZ,Eger,,2007-10-20,2010-12-31,9,3300,01,Kossuth Lajos,,HU,,
24051,,SZ,Szolnok,,2006-12-31,2006-12-31,2,5000,01,Kossuth L.,,HU,,
24052,,SZ,Tatabánya,,2006-12-31,2006-12-31,4,2800,05,Fő,,HU,,
24053,,SZ,Salgótarján,,2006-12-31,2006-12-31,34,3100,02,Rákóczi,,HU,,
24054,,SZ,Budapest,,2006-12-31,2006-12-31,5-7,1052,01,Városház,,HU,,
24055,,SZ,Kaposvár,,2007-10-20,2010-12-31,3,7400,01,Csokonai,,HU,,
24056,,SZ,Nyíregyháza,,2006-12-31,2006-12-31,5,4400,23,Hősök,,HU,,
24057,,SZ,Szekszárd,,2006-12-31,2006-12-31,11-13,7100,23,Mártirok,,HU,,
24058,,SZ,Szombathely,,2006-12-31,2006-12-31,1,9700,05,Berzsenyi D.,,HU,,
24059,,SZ,Veszprém,,2006-12-31,2006-12-31,1,8200,05,Megyeház,,HU,,
2406,,SZ,Marcalgergelyi,,2007-10-20,3999-12-31,52,9534,01,Kossuth,,HU,,
24060,,SZ,Zalaegerszeg,,2006-12-31,2006-12-31,10,8900,01,Kosztolányi D.,,HU,,
24061,,SZ,Budapest,,2007-10-20,2010-05-28,2-4,1051,01,József Attila,,HU,,
24062,,SZ,Budapest,,2007-10-20,2008-04-25,4,1051,01,Zrínyi,,HU,,
24062,,SZ,Budapest,,2008-04-26,2009-06-30,47-49,1101,02,Kerepesi,,HU,,
24062,,SZ,Nagykovácsi,,2009-07-01,2009-12-31,3,2094,02,Nagykovácsi,,HU,,
24063,,SZ,Budapest,,2007-10-20,2011-12-31,,1185,,Ferihegy Nemzetközi Repülőtér,,HU,,
24063,,SZ,Budapest,,2012-01-01,2012-03-31,,1185,,Liszt Ferenc Nemzetk Repülőtér,,HU,,
24064,,SZ,Budapest,,2007-10-20,2011-09-14,9-11,1052,01,Városház,,HU,,
24064,,SZ,Budapest,,2011-09-15,2012-03-31,43,1149,02,Mogyoródi,,HU,,
24065,,SZ,Budapest,,2006-07-31,2006-07-31,1,1077,05,Kéthly Anna,,HU,,
24066,,LE,Budapest,,2007-10-20,2009-06-30,,1903,,,,HU,314,
24066,,SZ,Budapest,,2007-10-20,2012-08-31,21-23,1062,01,Aradi,,HU,,
24066,,LE,Budapest,,2009-07-01,2012-08-31,,1903,,,,HU,314/15,
24067,,SZ,Budapest,,2007-10-20,2007-12-31,4-6,1139,01,Teve,,HU,,
24067,,LE,Budapest,,2007-10-20,2007-12-31,,1903,,,,HU,314,
24068,,SZ,Budapest,,2006-12-31,2006-12-31,5,1051,01,Zrínyi,,HU,,
24069,,SZ,Budapest,,2007-10-20,2007-12-31,57,1021,01,Labanc,,HU,,
2407,,SZ,Pápasalamon,,2007-10-20,3999-12-31,3,8594,05,Petőfi,,HU,,
24070,,SZ,Budapest,,2007-10-20,2008-06-30,9-11,1071,12,Városligeti,,HU,,
24070,,LE,Budapest,,2007-10-20,2008-06-30,,1406,,,,HU,23,
24071,,SZ,Budapest,,2007-10-20,2008-09-16,9,1095,01,Mester,,HU,,
24071,,SZ,Budapest,,2008-09-17,2010-12-31,7,1095,01,Mester,,HU,,
24072,,SZ,Székesfehérvár,,2007-08-14,2007-08-14,2,8000,01,Szekfű Gyula,,HU,,
24073,,SZ,Szombathely,,2007-10-20,2008-12-31,7,9700,02,Szily János,,HU,,
24074,,SZ,Igal,,2007-06-30,2007-06-30,6,7275,01,Gábor,,HU,,
24075,,SZ,Algyő,,2007-10-20,2009-12-31,,6750,, - Nagyfa,,HU,,
24076,,SZ,Pécs,,2007-10-20,2009-12-31,9-11,7621,01,Papnövelde,,HU,,
24077,,SZ,Szirmabesenyő,,2007-10-20,2009-12-31,3,3711,02,Miskolci,,HU,,
24078,,SZ,Kecskemét,,2007-10-20,2009-12-31,12,6000,01,Wéber Ede,,HU,,
24079,,SZ,Tompa,,2007-10-20,2011-04-26,3,6422,05,Szabadság,,HU,,
2408,,SZ,Vinár,,2007-10-20,3999-12-31,38,9534,01,Köztársaság,,HU,,
24080,,SZ,Csólyospálos,,2007-12-01,2013-02-28,62,6135,01,Kossuth,,HU,,
24081,,SZ,Nagykökényes,,2007-10-20,2012-06-30,12,3012,02,Szabadság,,HU,,
24082,,SZ,Heréd,,2007-12-01,2012-12-31,39,3011,01,Rákóczi,,HU,,
24083,,SZ,Gyermely,,2007-11-01,2010-04-30,1,2821,05,Petőfi,,HU,,
24084,,SZ,Kompolt,,2007-11-01,2012-12-31,2/D,3356,02,Kápolnai,,HU,,
24085,,SZ,Hévíz,,2007-10-31,2013-06-30,1,8380,01,Kossuth Lajos,,HU,,
24086,,SZ,Besenyszög,,2007-10-20,2007-12-31,4/A,5071,02,DAMJANICH J.,,HU,,
24086,,SZ,Besenyszög,,2008-01-01,2009-05-28,4/A,5071,02,Damjanich J.,,HU,,
24087,,SZ,Szolnok,,2007-10-20,2011-12-31,2,5000,02,Kossuth Lajos,,HU,,
24088,,SZ,Szilvásvárad,,2007-10-31,2012-12-31,7,3348,02,Miskolci,,HU,,
24089,,SZ,Miskolc,,2007-10-20,2011-12-31,1,3525,05,Városház,,HU,,
2409,,SZ,Dáka,,2007-10-20,3999-12-31,95,8592,01,Dózsa Gy.,,HU,,
24090,,SZ,Kistarcsa,,2007-10-20,2009-06-30,4/A,2143,01,Batthyány,,HU,,
24090,,SZ,Kistarcsa,,2009-07-01,2011-03-31,4/a,2143,01,Batthyány,,HU,,
24091,,SZ,Kalocsa,,2007-10-20,2012-07-12,24/a,6300,01,Hősök,,HU,,
24092,,SZ,Kecskemét,,2007-12-01,2012-12-31,1,6000,05,Kossuth,,HU,,
24093,,SZ,Érd,,2007-10-26,2012-12-31,1,2030,01,Alsó,,HU,,
24094,,SZ,Budapest,,2007-10-20,2011-12-31,7,1052,01,Városház,,HU,,
24095,,SZ,Bénye,,2008-01-01,2012-12-31,74,2216,02,Fő,,HU,,
24096,,SZ,Kaposvár,,2008-01-01,2010-12-31,101,7400,01,Fő,,HU,,
24097,,SZ,Mezőhegyes,,2008-01-01,2010-07-01,22,5820,01,Kozma Ferenc,,HU,,
24097,,SZ,Mezőhegyes,,2010-07-02,2013-06-30,22,5820,01,Kozma F.,,HU,,
24098,,SZ,Tiszanána,,2008-01-01,2012-12-31,108/1,3385,02,Fő,,HU,,
24099,,SZ,Zalakomár,,2007-11-15,2012-12-31,13,8751,01,Tavasz,,HU,,
241,,SZ,Magyarbóly,,2007-10-20,3999-12-31,15,7775,01,Vasút,,HU,,
2410,,SZ,Pápadereske,,2007-10-20,3999-12-31,43,8593,01,Rákóczi,,HU,,
24100,,SZ,Nyírbátor,,2008-01-01,2008-07-31,17/D,4300,01,Fáy András,,HU,,
24101,,SZ,Géberjén,,2007-10-20,2007-12-31,4-6,4754,02,József Attila,,HU,,
24102,,SZ,Csenger,,2007-11-08,2008-10-06,14,4765,01,Ady Endre,,HU,,
24103,,SZ,Kenyeri,,2008-01-01,2012-12-31,72,9514,01,Ady,,HU,,
24104,,SZ,Ikervár,,2008-01-01,2012-12-31,47,9756,01,Kossuth,,HU,,
24105,,SZ,Jászszentandrás,,2008-01-01,2012-12-31,94,5136,02,Rákóczi,,HU,,
24106,,SZ,Hangony,,2007-10-20,2012-12-31,136,3626,02,Rákóczi,,HU,,
24107,,SZ,Szeremle,,2008-01-01,2012-12-31,1,6512,01,Szabadság,,HU,,
24108,,SZ,Szilaspogony,,2007-10-20,2008-08-31,49,3125,02,Rákóczi,,HU,,
24109,,SZ,Gyál,,2008-01-01,2010-04-26,1,2360,01,Kisfaludy,,HU,,
24109,,SZ,Gyál,,2010-04-27,2012-12-31,42-44,2360,01,Rákóczi Ferenc,,HU,,
2411,,SZ,Döbrönte,,2007-10-20,3999-12-31,47,8597,01,Fő,,HU,,
24110,,SZ,Zsadány,,2008-01-01,2012-12-31,82,5537,01,Béke,,HU,,
24111,,SZ,Mezőkomárom,,2008-01-01,2011-12-31,74,8137,01,Petőfi Sándor,,HU,,
24112,,SZ,Iszkaszentgyörgy,,2008-01-01,2012-12-31,1,8043,05,Kossuth,,HU,,
24113,,SZ,Baracska,,2008-01-01,2011-12-31,29,2471,01,Kossuth,,HU,,
24114,,SZ,Darnózseli,,2008-01-01,2012-12-31,8,9232,01,Ady Endre,,HU,,
24115,,SZ,Kunágota,,2008-01-01,2012-12-31,9,5746,01,Rákóczi,,HU,,
24116,,SZ,Pacsa,,2007-12-15,2012-12-31,2,8761,02,Kisfaludy,,HU,,
24117,,SZ,Sonkád,,2008-01-01,2013-02-28,29,4954,01,Rákóczi,,HU,,
24118,,SZ,Eperjeske,,2008-01-01,2013-02-28,1,4646,05,Szabadság,,HU,,
24119,,SZ,Túrricse,,2008-01-01,2013-02-28,5,4968,02,Rákóczi,,HU,,
2412,,SZ,Ganna,,2007-10-20,3999-12-31,52,8597,01,Fő,,HU,,
24120,,SZ,Ura,,2008-01-01,2013-02-28,43,4763,02,Kossuth,,HU,,
24121,,SZ,Ópályi,,2008-01-01,2011-12-31,4,4821,01,Rajk László,,HU,,
24122,,SZ,Nyírlövő,,2008-01-01,2013-01-09,46,4632,01,Kossuth Lajos,,HU,,
24123,,SZ,Pap,,2008-01-01,2012-12-31,102,4631,02,Kossuth,,HU,,
24124,,SZ,Kántorjánosi,,2008-01-01,2009-06-30,14,4335,01,Kossuth L.,,HU,,
24124,,SZ,Kántorjánosi,,2009-07-01,2013-03-31,14,4335,01,Kossuth,,HU,,
24125,,SZ,Terem,,2008-01-01,2009-06-30,10,4342,02,Fő,,HU,,
24125,,SZ,Terem,,2009-07-01,2013-01-31,10,4342,01,Fő,,HU,,
24126,,SZ,Surd,,2008-01-01,2013-02-28,2,8856,01,Kossuth Lajos,,HU,,
24127,,SZ,Buják,,2008-01-01,2012-12-31,9,3047,02,Kossuth,,HU,,
24128,,SZ,Egerszalók,,2008-01-01,2012-12-31,7,3394,02,Sáfrány,,HU,,
24129,,SZ,Tiszafüred,,2008-01-01,2013-03-15,1,5350,01,Fő,,HU,,
2413,,SZ,Kup,,2007-10-20,3999-12-31,76,8595,01,Fő,,HU,,
24130,,SZ,Mezőnagymihály,,2007-12-31,2012-12-31,56,3443,02,Kossuth,,HU,,
24131,,SZ,Csobád,,2008-01-01,2013-02-28,35,3848,01,Petőfi,,HU,,
24132,,SZ,Kapuvár,,2008-01-01,2012-12-31,1,9330,05,Fő,,HU,,
24133,,SZ,Jármi,,2008-01-01,2010-07-18,41,4337,01,Kossuth,,HU,,
24133,,SZ,Jármi,,2010-07-19,2013-02-28,14,4337,01,Kölcsey Ferenc,,HU,,
24134,,SZ,Pomáz,,2007-10-20,2009-06-30,2,2013,01,Jankovich Gy.,,HU,,
24134,,SZ,Pomáz,,2009-07-01,2012-12-31,2,2013,01,Jankovics Gy.,,HU,,
24135,,SZ,Hahót,,2008-01-01,2013-02-28,63,8771,01,Deák Ferenc,,HU,,
24136,,SZ,Kaposkeresztúr,,2007-10-20,2008-07-16,2,7258,05,Szabadság,,HU,,
24137,,SZ,Molnaszecsőd,,2008-01-01,2013-02-28,86,9912,01,Petőfi,,HU,,
24138,,SZ,Szentes,,2008-01-01,2011-05-01,6-10,6600,01,Sima F.,,HU,,
24139,,SZ,Regöly,,2008-01-01,2008-12-31,2,7193,01,Rákóczi,,HU,,
2414,,SZ,Nóráp,,2007-10-20,3999-12-31,48,8591,01,Kossuth,,HU,,
24140,,SZ,Kadarkút,,2007-11-17,2012-12-31,2,7530,01,Petőfi,,HU,,
24141,,SZ,Újtikos,,2008-01-01,2008-01-23,12,4096,01,Arany János,,HU,,
24141,,SZ,Újtikos,,2008-01-24,2009-06-30,16,4096,01,Arany János,,HU,,
24141,,SZ,Újtikos,,2009-07-01,2013-02-28,12,4096,01,Arany János,,HU,,
24142,,SZ,Miszla,,2008-01-01,2010-12-31,63,7065,01,Fő,,HU,,
24142,,SZ,Belecska,,2011-01-01,2012-12-31,20,7061,01,Fő,,HU,,
24143,,SZ,Kunpeszér,,2007-10-20,2008-01-31,16,6096,01,Petőfi S,,HU,,
24143,,SZ,Kunpeszér,,2008-02-01,2012-12-31,16,6096,01,Petőfi Sándor,,HU,,
24144,,SZ,Nagybajom,,2008-01-01,2010-12-31,1,7561,01,Templom,,HU,,
24145,,SZ,Olaszliszka,,2008-01-01,2011-08-31,5,3933,01,Szent István,,HU,,
24146,,SZ,Viss,,2008-01-01,2013-01-31,28,3956,01,Kolozsvári,,HU,,
24147,,SZ,Bánk,,2008-01-01,2012-12-31,11,2653,23,Hősök,,HU,,
24148,,SZ,Csegöld,,2008-01-01,2009-06-30,4,4742,01,Dózsa György,,HU,,
24148,,SZ,Csegöld,,2009-07-01,2011-12-31,4,4742,01,Dózsa Gy.,,HU,,
24149,,SZ,Kékkút,,2008-01-01,2011-01-31,5,8254,01,Fő,,HU,,
2415,,SZ,Bakonyság,,2007-10-20,3999-12-31,14,8557,01,Béke,,HU,,
24150,,SZ,Héhalom,,2008-01-01,2012-12-31,1,3041,02,Petőfi,,HU,,
24151,,SZ,Sásd,,2008-01-01,2013-06-30,1,7370,01,Arad,,HU,,
24152,,SZ,Bátonyterenye,,2008-01-01,2008-12-31,7,3078,02,Vasút,,HU,,
24153,,SZ,Edelény,,2008-01-01,2012-12-31,2,3780,02,Bányász,,HU,,
24154,,SZ,Ágasegyháza,,2007-12-27,2008-12-31,1,6076,05,Szent István,,HU,,
24155,,SZ,Kisnána,,2008-01-01,2011-12-31,3,3264,01,Szabadság,,HU,,
24155,,SZ,Domoszló,,2012-01-01,2012-12-31,5,3263,02,Petőfi Sándor,,HU,,
24156,,SZ,Miskolc,,2007-12-31,2012-07-02,13,3525,02,Tizeshonvéd,,HU,,
24157,,SZ,Pély,,2007-10-20,2010-10-03,178,3381,02,Fő,,HU,,
24158,,SZ,Sajóbábony,,2008-01-01,2012-12-31,5,3792,01,Arany János,,HU,,
24159,,SZ,Karancskeszi,,2008-01-01,2013-01-31,49,3183,02,Fő,,HU,,
2416,,SZ,Bakonyszentiván,,2007-10-20,3999-12-31,37,8557,01,Rákóczi,,HU,,
24160,,SZ,Gávavencsellő,,2008-01-01,2008-01-01,43,4472,01,Toldi,,HU,,
24161,,SZ,Dunavarsány,,2007-10-20,2009-06-30,2,2336,01,Kossuth LAJOS,,HU,,
24161,,SZ,Dunavarsány,,2009-07-01,2013-09-10,2,2336,01,Kossuth Lajos,,HU,,
24162,,SZ,Debrecen,,2007-12-19,2008-06-26,20,4024,01,Piac,,HU,,
24162,,SZ,Debrecen,,2008-06-27,2012-05-31,28/C,4024,01,Piac,,HU,,
24162,1.,SZ,Debrecen,,2012-06-01,2012-12-31,28/C,4024,01,Piac,,HU,,I/
24163,,SZ,Baracska,,2007-10-20,2012-12-31,37,2471,01,Kossuth Lajos,,HU,,
24164,,SZ,Kővágóörs,,2008-01-01,2008-12-31,1,8254,01,Kossuth,,HU,,
24165,,SZ,Ivád,,2007-10-20,2010-10-03,5,3248,05,Dr. Ivády Sándor,,HU,,
24166,,SZ,Kecel,,2007-10-20,2012-07-12,62,6237,01,Szilos,,HU,,
24167,,SZ,Budapest,,2008-02-07,2012-09-30,51-53,1042,02,Árpád,,HU,,
24168,,SZ,Gávavencsellő,,2007-10-20,2012-09-30,1,4472,02,Petőfi,,HU,,
24169,,SZ,Felsőzsolca,,2007-12-01,2012-12-31,14,3561,01,Eperjesi,,HU,,
2417,,SZ,Bakonytamási,,2007-10-20,3999-12-31,1,8555,01,Széchenyi,,HU,,
24170,,SZ,Pusztamonostor,,2008-03-01,2013-02-28,74,5125,02,Szabadság,,HU,,
24171,,SZ,Tiszavasvári,,2007-10-20,2008-10-31,1,4440,05,Szabadság,,HU,,
24172,,SZ,Bercel,,2008-01-01,2010-07-01,9,2687,05,Kossuth,,HU,,
24173,,SZ,Bercel,,2008-01-01,2008-01-01,9,2687,05,Kossuth,,HU,,
24174,,SZ,Egerfarmos,,2008-03-01,2009-12-10,1,3379,02,Dózsa György,,HU,,
24175,,SZ,Szigethalom,,2008-03-01,2013-03-31,147,2315,02,Rákóczi F.,,HU,,
24176,,SZ,Bódvalenke,,2007-10-20,2008-03-18,65,3768,01,Szabadság,,HU,,
24177,,SZ,Kőtelek,,2008-02-01,2009-12-18,1/c,5062,02,Szabadság,,HU,,
24178,,SZ,Kőtelek,,2008-02-01,2009-12-18,1/c,5062,02,Szabadság,,HU,,
24179,,SZ,Perkupa,,2007-10-20,2011-12-16,12,3756,02,Kossuth,,HU,,
2418,,SZ,Adásztevel,,2007-10-20,3999-12-31,22,8561,01,Árpád,,HU,,
24180,,SZ,Debrecen,,2008-01-15,2008-08-30,20,4024,01,Piac,,HU,,
24180,,SZ,Debrecen,,2008-08-31,2012-05-31,28/C,4024,01,Piac,,HU,,
24180,1,SZ,Debrecen,,2012-06-01,2012-12-31,28/C,4024,01,Piac,,HU,,I/
24181,,SZ,Igrici,,2007-11-06,2008-07-31,71,3459,02,Kossuth,,HU,,
24182,,SZ,Kölesd,,2008-03-01,2012-12-31,2,7052,05,Kossuth,,HU,,
24183,,SZ,Tarcal,,2007-10-20,2011-11-30,57,3915,02,Fő,,HU,,
24184,,SZ,Rábahídvég,,2008-04-01,2012-12-31,13,9777,01,Bertha György,,HU,,
24185,,SZ,Nyíradony,,2008-01-28,2008-12-31,8,4254,01,Árpád,,HU,,
24186,,SZ,Alsómocsolád,,2008-04-01,2009-10-13,74,7345,01,Rákóczi,,HU,,
24187,,SZ,Tetétlen,,2007-10-20,2008-06-30,1,4184,01,Rákóczi,,HU,,
24188,,SZ,Heves,,2008-03-17,2012-12-31,25,3360,01,Hunyadi,,HU,,
24189,,SZ,Kiskunmajsa,,2008-04-01,2012-04-03,10,6120,01,Bajcsy Zs.,,HU,,
24189,,SZ,Kiskunmajsa,,2012-04-04,2012-11-20,10,6120,01,Bajcsy-Zs.,,HU,,
24189,,SZ,Kiskunmajsa,,2012-11-21,2012-12-31,83,6120,01,Fő,,HU,,
2419,,SZ,Bakonykoppány,,2007-10-20,3999-12-31,24,8571,01,Petőfi,,HU,,
24190,,SZ,Karcag,,2008-04-01,2011-06-30,1,5300,02,József Attila,,HU,,
24191,,SZ,Paszab,,2008-02-15,2011-03-29,12,4475,02,Fő,,HU,,
24192,,SZ,Szolnok,,2008-03-04,2008-11-16,2,5000,02,Kossuth Lajos,,HU,,
24192,,SZ,Szolnok,,2008-11-17,2011-08-02,2,5000,02,Kossuth Lajos,,HU,,
24192,,LE,Szolnok,,2008-11-17,2012-12-31,,5000,,,,HU,272,
24192,,SZ,Szolnok,,2011-08-03,2012-12-31,37,5000,02,Baross,,HU,,
24193,,SZ,Dunaszentbenedek,,2007-10-20,2011-05-17,2,6333,01,Rákóczi,,HU,,
24194,,SZ,Hidas,,2008-01-14,2011-12-31,31,7696,01,Kossuth Lajos,,HU,,
24195,,SZ,Halászi,,2008-04-01,2012-12-31,38,9228,01,Kossuth Lajos,,HU,,
24196,,SZ,Zalakomár,,2008-02-12,2010-05-18,15,8752,01,Tavasz,,HU,,
24197,,SZ,Sátoraljaújhely,,2007-10-20,2011-01-31,5,3980,05,Kossuth,,HU,,
24198,,SZ,Sárrétudvari,,2008-03-27,2010-09-14,4,4171,01,Kölcsey,,HU,,
24199,,SZ,Kovácsvágás,,2007-10-20,2009-05-18,2,3992,01,Kossuth,,HU,,
242,,SZ,Magyarmecske,,2007-10-20,3999-12-31,91,7954,01,Petőfi,,HU,,
2420,,SZ,Bakonyszücs,,2007-10-20,3999-12-31,1,8572,01,Kossuth,,HU,,
24200,,SZ,Bátonyterenye,,2008-01-01,2012-12-31,2,3070,02,Városház,,HU,,
24201,,SZ,Mány,,2007-10-20,2012-04-25,67,2065,01,Rákóczi,,HU,,
24202,,SZ,Dunaújváros,,2007-10-20,2011-06-30,1,2400,05,Városháza,,HU,,
24203,,SZ,Enying,,2007-10-20,2010-10-03,26,8130,01,Kossuth Lajos,,HU,,
24204,,SZ,Mór,,2007-10-20,2010-10-03,6,8060,05,Szent István,,HU,,
24205,,SZ,Székesfehérvár,,2007-10-20,2008-05-20,2,8000,01,Bőrgyár,,HU,,
24206,,SZ,Mezőszilas,,2007-10-20,2010-10-03,111,7017,01,Fő,,HU,,
24207,,SZ,Káloz,,2007-10-20,2009-08-26,3,8124,02,Bajcsy-Zsilinszky,,HU,,
24208,,SZ,Ercsi,,2007-10-20,2008-06-02,20,2451,02,Fő,,HU,,
24209,,SZ,Mezőfalva,,2007-10-20,2012-09-21,44,2422,02,Kinizsi Pál,,HU,,
2421,,SZ,Homokbödöge,,2007-10-20,3999-12-31,47,8563,01,Kossuth,,HU,,
24210,,SZ,Óbarok,,2007-10-20,2009-08-31,3,2063,01,Iskola,,HU,,
24211,,SZ,Tarnazsadány,,2008-05-01,2012-12-31,17,3283,02,Kossuth,,HU,,
24212,,SZ,Budapest,,2008-04-18,2008-05-04,6-8,1051,01,Arany János,,HU,,
24212,,SZ,Budapest,,2008-05-05,2010-04-29,13-15,1055,05,Kossuth,,HU,,
24212,,SZ,Budapest,,2010-04-30,2011-05-31,20,1055,01,Honvéd,,HU,,
24213,,SZ,Budapest,,2008-08-01,2012-12-31,89,1106,02,Jászberényi,,HU,,
