TZSAZON_ID,HATKEZD,HATVEGE,NEV,PIR,REGI_PIR
11609,2013-02-01,3999-12-31,KISBUCSA - NEMESHETÉS KÖZSÉGEK KÖRJEGYZŐSÉGE,559739,
1161,2006-01-01,3999-12-31,VÁROSI ÖNKORMÁNYZAT GAZDASÁGI MŰSZAKI ELLÁTÓ ÉS SZOLGÁLTATÓ SZERVEZET,373324,
11610,2013-02-01,3999-12-31,"FELSŐPETÉNY, NŐTINCS, ŐSAGÁRD KÖZSÉGEK KÖRJEGYZŐSÉGE",451798,
11611,2013-01-01,3999-12-31,SZENTES VÁROS ÖNKORMÁNYZATA POLGÁRMESTERI HIVATAL,354754,
11611,2013-01-01,3999-12-31,EPERJES ÉS ÁRPÁDHALOM KÖZSÉGEK ÖNKORMÁNYZATAINAK KÖRJEGYZŐSÉGE,358895,
11612,2013-01-01,3999-12-31,NAGYBAJOMI ÁLTALÁNOS MŰVELŐDÉSI KÖZPONT,764773,
11613,2013-03-01,3999-12-31,DUNASZEG-DUNASZENTPÁL-KUNSZIGET KÖZSÉGEK KÖRJEGYZŐSÉGE,794640,
11614,2013-03-01,3999-12-31,PÁPAKOVÁCSI-KUP-NÓRÁP KÖZSÉGEK KÖRJEGYZŐSÉGE,567288,
11614,2013-03-01,3999-12-31,GANNA-BAKONYPÖLÖSKE-DÖBRÖNTE KÖZSÉGEK KÖRJEGYZŐSÉGE,589882,
11615,2013-03-01,3999-12-31,NEMESNÁDUDVAR ÉS ÉRSEKHALMA KÖZSÉGI ÖNKORMÁNYZATOK KÖRJEGYZŐSÉGE,542485,
11616,2013-03-01,3999-12-31,CSÁTALJA KÖZSÉG POLGÁRMESTERI HIVATALA,336576,
11616,2013-03-01,3999-12-31,KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATAL NAGYBARACSKA,336796,
11617,2013-01-01,3999-12-31,CSEMŐ NYÁRSAPÁT ÁLTALÁNOS MŰVELŐDÉSI KÖZPONT,765318,
11618,2013-02-01,3999-12-31,SAJÓVÁMOS-SAJÓSENYE KÖZSÉGEK KÖRJEGYZŐSÉGE,547150,
11619,2013-01-01,3999-12-31,KÓNY ÉS GYŐRSÖVÉNYHÁZ KÖZSÉGEK KÖRJEGYZŐSÉGE,579427,
11619,2013-01-01,3999-12-31,"ENESE, FEHÉRTÓ, KISBABOT ÉS RÁBASZENTMIHÁLY KÖRJEGYZŐSÉGE",594022,
11620,2013-03-01,3999-12-31,KOCSÉR KÖZSÉG ÖNKORMÁNYZATÁNAK POLGÁRMESTERI HIVATALA,390824,
11620,2013-03-01,3999-12-31,NYÁRSAPÁT KÖZSÉG ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,390857,
11621,2013-01-01,3999-12-31,MÁRTÉLY KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,354600,
11621,2013-01-01,3999-12-31,HÓDMEZŐVÁSÁRHELY MEGYEI JOGÚ VÁROS ÖNKORMÁNYZAT POLGÁRMESTERI HIVATAL,354732,
11622,2013-01-01,3999-12-31,MARKOTABÖDÖGE-RÁBCAKAPI-CAKÓHÁZA KÖRJEGYZŐSÉG,579010,
11622,2013-01-01,3999-12-31,KÓNY ÉS GYŐRSÖVÉNYHÁZ KÖZSÉGEK KÖRJEGYZŐSÉGE,579427,
11623,2013-03-01,3999-12-31,POLGÁRMESTERI HIVATAL SIÓFOK,397009,
11623,2013-03-01,3999-12-31,BALATONVILÁGOS KÖZSÉG POLGÁRMESTERI HIVATALA,428688,
11625,2013-03-01,3999-12-31,DUNAVARSÁNY VÁROS ÖNKORMÁNYZAT KÉPVISELŐ-TESTÜLETÉNEK POLGÁRMESTERI HIVATALA,393199,
11625,2013-03-01,3999-12-31,MAJOSHÁZA KÖZSÉG ÖNKORMÁNYZATÁNAK POLGÁRMESTERI HIVATALA,441663,
11626,2013-02-01,3999-12-31,KARANCSLAPUJTŐ KÖZSÉG POLGÁRMESTERI HIVATALA,451073,
11626,2013-02-01,3999-12-31,KARANCSKESZI - KARANCSBERÉNY KÖRJEGYZŐSÉG,762119,
11627,2013-01-01,3999-12-31,LISZT FERENC ÁLTALÁNOS MŰVELŐDÉSI KÖZPONT MECSEKNÁDASD,630939,
11628,2013-03-01,3999-12-31,RÁTÓT- RÁBAGYARMAT- NEMESMEDVES KÖZSÉGEK KÖRJEGYZŐSÉGE,574082,
11628,2013-03-01,3999-12-31,RÖNÖK-VASSZENTMIHÁLY-GASZTONY KÖZSÉGEK KÖRJEGYZŐSÉGE,795395,
11629,2013-02-01,3999-12-31,KARANCSALJA KÖZSÉG ÖNKORMÁNYZATA KÉPVISELŐ-TESTÜLETÉNEK HIVATALA,452223,
11629,2013-02-01,3999-12-31,KARANCSKESZI - KARANCSBERÉNY KÖRJEGYZŐSÉG,762119,
1163,2013-03-01,3999-12-31,FÜLÖP KÖZSÉG ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,375153,
11630,2013-01-01,3999-12-31,HÓDMEZŐVÁSÁRHELYI TÖBBCÉLÚ KISTÉRSÉGI TÁRSULÁS KLAUZÁL GÁBOR ÁLTALÁNOS ISKOLA ÉS ÓVODA,359298,
11631,2013-02-01,3999-12-31,SZANY NAGYKÖZSÉG POLGÁRMESTERI HIVATALA,366542,
11633,2013-03-01,3999-12-31,NAGYSÁP KÖZSÉG POLGÁRMESTERI HIVATALA,385815,
11633,2013-03-01,3999-12-31,BAJÓT - MOGYORÓSBÁNYA KÖRJEGYZŐSÉG,388728,
11634,2013-02-01,3999-12-31,NAGYMÁGOCS NAGYKÖZSÉG ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,354545,
11635,2013-03-01,3999-12-31,CSÖRNYEFÖLD-MURASZEMENYE-KERKASZENTKIRÁLY-SZENTMARGITFALVA KÖZSÉGEK KÖRJEGYZŐSÉGE,437936,
11635,2013-03-01,3999-12-31,BÁZAKERETTYE-KISCSEHI-LASZTONYA-LISPESZENTADORJÁN-MARÓC KÖZSÉGEK KÖRJEGYZŐSÉGE,559850,
11636,2013-02-01,3999-12-31,"NAGYKAPORNAK, BEZERÉD, MISEFA, NEMESRÁDÓ, ORBÁNYOSFA, PADÁR KÖZSÉGEK KÖRJEGYZŐSÉGE",558150,
11636,2013-02-01,3999-12-31,ZALACSÁNY-LIGETFALVA-TILAJ-ALMÁSHÁZA KÖZSÉGEK KÖRJEGYZŐSÉGE,558293,
11638,2013-03-01,3999-12-31,"SOMOGYSÁRD, MEZŐCSOKONYA, SOMOGYFAJSZ, ÚJVÁRFALVA KÖZSÉGEK KÖRJEGYZŐSÉGE",796039,
11639,2013-03-01,3999-12-31,BŐSÁRKÁNY NAGYKÖZSÉG POLGÁRMESTERI HIVATALA,366410,
11640,2013-02-01,3999-12-31,TÓTSZERDAHELY-TÓTSZENTMÁRTON KÖZSÉGEK KÖRJEGYZŐSÉGE,559498,
11642,2013-02-15,3999-12-31,ZEMPLÉNAGÁRD ÉS RÉVLEÁNYVÁR KÖZSÉGEK KÖRJEGYZŐSÉGE,547303,
11642,2013-02-15,3999-12-31,LÁCACSÉKE-DÁMÓC KÖZSÉGEK KÖRJEGYZŐSÉGE,549891,
11643,2013-01-01,3999-12-31,ÁLMOSD KÖZSÉG POLGÁRMESTERI HIVATAL,375373,
11643,2013-01-01,3999-12-31,ÚJLÉTA KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,375472,
11644,2013-03-01,3999-12-31,NYÍRTURA KÖZSÉG ÖNKORMÁNYZATA POLGÁRMESTERI HIVATAL,404617,
11644,2013-03-01,3999-12-31,SÉNYŐ KÖZSÉG POLGÁRMESTERI HIVATALA,443348,
11645,2013-03-01,3999-12-31,POLGÁRMESTERI HIVATAL SZEPETNEK,432645,
11645,2013-03-01,3999-12-31,MAGYARSZENTMIKLÓS-MAGYARSZERDAHELY-ÚJUDVAR KÖZSÉGEK KÖRJEGYZŐSÉGE,559663,
11646,2013-02-01,3999-12-31,PETNEHÁZA KÖZSÉG ÖNKORMÁNYZATÁNAK POLGÁRMESTERI HIVATALA,403906,
11646,2013-02-01,3999-12-31,ROHOD KÖZSÉG POLGÁRMESTERI HIVATALA,443139,
11647,2013-03-01,3999-12-31,"HIRICS,KÓRÓS,LÚZSOK,PÁPRÁD,VEJTI KÖZSÉGEK KÖRJEGYZŐSÉGE",335481,
11647,2013-03-01,3999-12-31,"ZALÁTA, KEMSE ÉS PISKÓ KÖZSÉGEK KÖRJEGYZŐSÉGE",555500,
11648,2013-03-01,3999-12-31,FELCSÚT-ALCSÚTDOBOZ-CSABDI-TABAJD-VÉRTESACSA KÖZSÉGEK KÖRJEGYZŐSÉGE,795823,
11649,2013-03-01,3999-12-31,ŐR KÖZSÉG POLGÁRMESTERI HIVATALA,443096,
11649,2013-03-01,3999-12-31,NYÍRPARASZNYA KÖZSÉG ÖNKORMÁNYZAT KÉPVISELŐ-TESTÜLETÉNEK POLGÁRMESTERI HIVATALA,795317,
1165,2009-06-01,3999-12-31,MŰVELŐDÉSI HÁZ ÉS KÖNYVTÁR,644127,
11650,2013-03-01,3999-12-31,VASZAR-GECSE-TAKÁCSI KÖZSÉGEK KÖRJEGYZŐSÉGE,589079,
11651,2013-03-01,3999-12-31,BÁCSALMÁS VÁROSI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,336477,
11651,2013-03-01,3999-12-31,CSIKÉRIA ÉS BÁCSSZŐLŐS KÖZSÉGI ÖNKORMÁNYZATOK KÖRJEGYZŐSÉGE,541697,
11653,2013-01-01,3999-12-31,TISZALÖK VÁROSI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATAL,404716,
11653,2013-01-01,3999-12-31,POLGÁRMESTERI HIVATAL SZORGALMATOS,445474,
11654,2013-02-01,3999-12-31,JÁNKMAJTIS-DARNÓ-CSEGÖLD KÖZSÉGEK KÖRJEGYZŐSÉGE,795889,
11655,2013-03-01,3999-12-31,URAIÚJFALU-VÁMOSCSALÁD KÖZSÉGEK KÖRJEGYZŐSÉGE,574125,
11655,2013-03-01,3999-12-31,VASEGERSZEG-NAGYGERESD-NEMESLÁDONY-SIMASÁG KÖZSÉGEK KÖRJEGYZŐSÉGE,575199,
11656,2013-02-15,3999-12-31,ESZTEREGNYE-RIGYÁC KÖRJEGYZŐSÉG,437947,
11656,2013-02-15,3999-12-31,FŰZVÖLGY-HOSSZÚVÖLGY-HOMOKKOMÁROM KÖZSÉGEK KÖRJEGYZŐSÉGE,437969,
11656,2013-02-15,3999-12-31,BOCSKA-BÖRZÖNCE-KACORLAK-ZALASZENTBALÁZS KÖZSÉGEK KÖRJEGYZŐSÉGE,558062,
11657,2013-03-01,3999-12-31,JÁNOSSOMORJA VÁROS POLGÁRMESTERI HIVATALA,366948,
11657,2013-03-01,3999-12-31,ÚJRÓNAFŐ-VÁRBALOG KÖZSÉGEK KÖRJEGYZŐSÉGE,579351,
11658,2013-03-01,3999-12-31,MOSONSZOLNOK ÉS MOSONUDVAR KÖZSÉGEK KÖRJEGYZŐSÉGE,790071,
11659,2013-03-01,3999-12-31,KELEMÉR-GÖMÖRSZŐLŐS-ZÁDORFALVA-SZUHAFŐ ÖNKORMÁNYZATOK KÖRJEGYZŐSÉGE,549066,
11659,2013-03-01,3999-12-31,AGGTELEK-JÓSVAFŐ-TERESZTENYE KÖRJEGYZŐSÉG,549835,
11660,2013-03-01,3999-12-31,LAJOSMIZSE VÁROS POLGÁRMESTERI HIVATALA,337968,
11661,2013-03-01,3999-12-31,BABÓT KÖZSÉG POLGÁRMESTERI HIVATALA,368128,
11661,2013-03-01,3999-12-31,SZÁRFÖLD KÖZSÉG POLGÁRMESTERI HIVATALA,368151,
11662,2013-03-01,3999-12-31,CSÓLYOSPÁLOS ÉS KÖMPÖC KÖZSÉGEK KÖRJEGYZŐSÉGI HIVATALA,760061,
11663,2013-02-01,3999-12-31,KENÉZLŐ KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,349558,
11663,2013-02-01,3999-12-31,ZALKOD KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,545727,
11663,2013-02-01,3999-12-31,VISS ÉS GYÖRGYTARLÓ KÖZSÉGI ÖNKORMÁNYZATOK KÖRJEGYZŐSÉGE,761882,
11664,2013-03-01,3999-12-31,MEZŐÖRS ÉS RÉTALAP KÖZSÉGEK KÖRJEGYZŐSÉGE,579285,
11664,2013-03-01,3999-12-31,PÉR-NAGYSZENTJÁNOS KÖZSÉGEK KÖRJEGYZŐSÉGE,797652,
11665,2013-03-01,3999-12-31,MEZŐÖRS ÉS RÉTALAP KÖZSÉGEK KÖRJEGYZŐSÉGE,579285,
11665,2013-03-01,3999-12-31,PÉR-NAGYSZENTJÁNOS KÖZSÉGEK KÖRJEGYZŐSÉGE,797652,
11666,2013-03-01,3999-12-31,TÓTSZENTGYÖRGYI KÖRJEGYZŐSÉG,335898,
11666,2013-03-01,3999-12-31,SOMOGYHATVAN KÖZSÉG ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,795054,
11667,2013-03-01,3999-12-31,RAJKA KÖZSÉG ÖNKORMÁNYZATÁNAK POLGÁRMESTERI HIVATALA,367011,
11667,2013-03-01,3999-12-31,"DUNAKILITI, DUNASZIGET ÉS FEKETEERDŐ KÖZSÉGEK KÖRJEGYZŐSÉGE",799337,
11668,2013-01-15,3999-12-31,GYÖRÚJFALU KÖZSÉG POLGÁRMESTERI HIVATALA,366652,
11668,2013-01-15,3999-12-31,GYŐRLADAMÉR KÖZSÉG POLGÁRMESTERI HIVATALA,370004,
11669,2013-02-01,3999-12-31,NYÍRCSÁSZÁRI KÖZSÉG POLGÁRMESTERI HIVATAL,404145,
11669,2013-02-01,3999-12-31,NYÍRPILIS KÖZSÉG ÖNKORMÁNYZATA POLGÁRMESTERI HIVATALA,443227,
11669,2013-02-01,3999-12-31,TEREM ÉS BÁTORLIGET KÖZSÉGEK KÖRJEGYZŐSÉGE,761354,
11670,2013-03-01,3999-12-31,AGYAGOSSZERGÉNY-FERTŐENDRÉD KÖRJEGYZŐSÉG,579890,
11670,2013-03-01,3999-12-31,PETŐHÁZA-CSAPOD KÖRJEGYZŐSÉG,796215,
11672,2013-03-01,3999-12-31,ÚRHIDA-SÁRKESZI KÖZSÉGEK KÖRJEGYZŐSÉGE,766360,
11673,2013-03-01,3999-12-31,FÜLE ÉS JENŐ KÖZSÉGI ÖNKORMÁNYZATOK KÖRJEGYZŐSÉGE,365633,
11674,2013-03-01,3999-12-31,VAJSZLÓ NAGYKÖZSÉG POLGÁRMESTERI HIVATALA,331229,
11674,2013-03-01,3999-12-31,"ZALÁTA, KEMSE ÉS PISKÓ KÖZSÉGEK KÖRJEGYZŐSÉGE",555500,
11675,2013-03-01,3999-12-31,TÖLTÉSTAVA KÖZSÉG POLGÁRMESTERI HIVATAL,366784,
11675,2013-03-01,3999-12-31,GYŐRSÁG KÖZSÉG POLGÁRMESTERI HIVATALA,369851,
11676,2013-03-01,3999-12-31,KISBAJCS - NAGYBAJCS - VÉNEK KÖZSÉGEK KÖRJEGYZŐSÉGE,370927,
11677,2013-03-01,3999-12-31,JÁSZFELSÖSZENTGYÖRGY KÖZSÉGI POLGÁRMESTERI HIVATAL,412265,
11677,2013-03-01,3999-12-31,PUSZTAMONOSTOR-JÁSZÁGÓ KÖRJEGYZŐSÉG,762461,
11678,2013-03-01,3999-12-31,BADACSONYTÖRDEMIC POLGÁRMESTERI HIVATAL,427791,
11678,2013-03-01,3999-12-31,SZIGLIGET-HEGYMAGAS KÖZSÉGEK KÖRJEGYZŐSÉGE,567420,
11678,2013-03-01,3999-12-31,"GYULAKESZI, KISAPÁTI, RAPOSKA KÖZSÉGEK KÖRJEGYZŐSÉGE",568065,
11678,2013-03-01,3999-12-31,NEMESGULÁCS-KÁPTALANTÓTI KÖZSÉGEK KÖRJEGYZÖSÉGE,589101,
11679,2013-03-01,3999-12-31,ÖSKÜ KÖZSÉG ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,428819,
11679,2013-03-01,3999-12-31,TÉS ÉS JÁSD KÖZSÉGEK KÖRJEGYZŐSÉGE,589068,
11680,2013-03-01,3999-12-31,BUCSA-ECSEGFALVA-KERTÉSZSZIGET ÖNKORMÁNYZATAINAK KÖRJEGYZÖSÉGE,583549,
11681,2013-03-01,3999-12-31,FERTŐSZÉPLAK-SARRÓD KÖRJEGYZŐSÉG,794266,
11682,2013-03-01,3999-12-31,TISZAÖRS KÖZSÉG ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,410371,
11682,2013-03-01,3999-12-31,POLGÁRMESTERI HIVATAL TISZASZENTIMRE,410414,
11683,2013-03-01,3999-12-31,BÁTYA KÖZSÉG POLGÁRMESTERI HIVATALA,337342,
11683,2013-03-01,3999-12-31,FAJSZ KÖZSÉG POLGÁRMESTERI HIVATALA,337418,
11684,2013-03-01,3999-12-31,KAMUT KÖZSÉG POLGÁRMESTERI HIVATALA,343084,
11684,2013-03-01,3999-12-31,BÉLMEGYER KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,795845,
11685,2013-03-01,3999-12-31,JÁSZSZENTLÁSZLÓ-MÓRICGÁT ÖNKORMÁNYZATOK KÖRJEGYZŐSÉGE,540645,
11686,2013-03-01,3999-12-31,BALOTASZÁLLÁS KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,339137,
11686,2013-03-01,3999-12-31,ZSANA KÖZSÉG POLGÁRMESTERI HIVATALA,339379,
11687,2013-03-01,3999-12-31,BOROTA-KÉLESHALOM-RÉM KÖZSÉGI ÖNKORMÁNYZATOK KÖRJEGYZŐSÉGE,543118,
11688,2013-01-01,3999-12-31,PÉLY-TARNASZENTMIKLÓS KÖZSÉGEK KÖRJEGYZŐSÉGE,764564,
11689,2013-03-01,3999-12-31,"HORVÁTZSIDÁNY, KISZSIDÁNY, ÓLMOD ÉS PERESZNYE KÖZSÉGEK KÖRJEGYZŐSÉGE",425379,
11690,2013-01-01,3999-12-31,VÁCDUKA-KISNÉMEDI KÖRJEGYZŐSÉGE,566434,
11691,2013-03-01,3999-12-31,KUNADACS KÖZSÉG POLGÁRMESTERI HIVATALA,338217,
11691,2013-03-01,3999-12-31,KUNPESZÉR KÖZSÉG POLGÁRMESTERI HIVATALA,341914,
11692,2013-03-01,3999-12-31,CSÉPAI POLGÁRMESTERI HIVATAL,409865,
11692,2013-03-01,3999-12-31,KUNSZENTMÁRTON VÁROS POLGÁRMESTERI HIVATALA,409898,
11693,2013-03-01,3999-12-31,INÁNCS KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,348407,
11693,2013-03-01,3999-12-31,CSOBÁD ÉS HERNÁDSZENTANDRÁS KÖZSÉGEK KÖRJEGYZŐSÉGE,761486,
11694,2013-03-01,3999-12-31,HERNÁDVÉCSEI KÖRJEGYZŐSÉG,546922,
11694,2013-03-01,3999-12-31,NOVAJIDRÁNY GARADNA KÖZSÉGEK KÖRJEGYZŐSÉGE,547040,
11695,2013-03-01,3999-12-31,CSETÉNY ÉS SZÁPÁR KÖZSÉGEK KÖRJEGYZŐSÉGE,569534,
11696,2013-03-01,3999-12-31,ALSÓVADÁSZ KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,348276,
11696,2013-03-01,3999-12-31,ASZALÓ KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,348287,
11697,2013-03-01,3999-12-31,CSERÉPFALU-CSERÉPVÁRALJA-BÜKKZSÉRC ÖNKORMÁNYZATOK KÖRJEGYZŐSÉGE,549439,
11698,2013-03-01,3999-12-31,EGYED-SOBOR-PÁSZTORI KÖZSÉGEK KÖRJEGYZÖSÉGE,579218,
11698,2013-03-01,3999-12-31,BÁGYOGSZOVÁT-BODONHELY KÖRJEGYZŐSÉG,766711,
11699,2013-03-01,3999-12-31,TARCAL KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,349910,
11699,2013-03-01,3999-12-31,TISZALADÁNY-TISZATARDOS-CSOBAJ KÖZSÉGEK KÖRJEGYZŐSÉGE,547237,
11700,2013-03-01,3999-12-31,TARDOS KÖZSÉG POLGÁRMESTERI HIVATALA,386164,
11700,2013-03-01,3999-12-31,HÉREG-VÉRTESTOLNA KÖZSÉGEK ÖNKORMÁNYZATAI KÉPVISELŐ-TESTÜLETEINEK KÖRJEGYZŐSÉGE,388784,
11701,2013-03-05,3999-12-31,PÉNZÜGYI - GAZDASÁGI IRODA,775092,
11701,2013-01-01,3999-12-31,PILISCSÉV-LEÁNYVÁR KÖRJEGYZŐSÉG,795076,
11702,2013-03-01,3999-12-31,POLGÁRMESTERI HIVATAL MEZŐGYÁN,343709,
11703,2013-03-01,3999-12-31,KÉMES-CÚN-SZAPORCA-TÉSENFA ÖNKORMÁNYZATOK KÖRJEGYZŐSÉGE,335667,
11703,2013-03-01,3999-12-31,KOVÁCSHIDA-IPACSFA-DRÁVACSEPELY-DRÁVAPISKI KÖRJEGYZŐSÉG,335755,
11703,2013-03-01,3999-12-31,"DRÁVACSEHI,DRÁVAPALKONYA,DRÁVASZABOLCS ÉS GORDISA KÖZSÉGEK KÖRJEGYZŐSÉGE",555016,
11704,2013-03-01,3999-12-31,MONOK KÖZSÉGI  ÖNKORMÁNYZAT POLGÁRMESTERI  HIVATALA,349855,
11704,2013-03-01,3999-12-31,MÁD ÉS RÁTKA KÖZSÉGEK KÖRJEGYZŐSÉGE,789686,
11705,2013-03-01,3999-12-31,MÁTRADERECSKE-MÁTRABALLA KÖRJEGYZŐSÉG,382661,
11706,2013-03-01,3999-12-31,BABARC ÉS LIPTÓD KÖZSÉGI ÖNKORMÁNYZATOK KÖRJEGYZŐSÉGE,335920,
11706,2013-03-01,3999-12-31,VERSEND KÖZSÉG ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,795108,
11707,2013-03-01,3999-12-31,REZI KÖZSÉG POLGÁRMESTERI HIVATALA,435415,
11707,2013-03-01,3999-12-31,KARMACS-VINDORNYAFOK-VINDORNYASZŐLŐS KÖZSÉGEK KÖRJEGYZŐSÉGE,437419,
11708,2013-03-01,3999-12-31,RICSE NAGYKÖZSÉG ÖNKORMÁNYZAT POLGÁRMESTERI HIVATAL,349602,
11708,2013-03-01,3999-12-31,NAGYROZVÁGY ÉS KISROZVÁGY KÖZSÉGEK KÖRJEGYZŐSÉGI HIVATALA,547028,
11709,2013-03-01,3999-12-31,MAGYARSZENTMIKLÓS-MAGYARSZERDAHELY-ÚJUDVAR KÖZSÉGEK KÖRJEGYZŐSÉGE,559663,
11709,2013-03-01,3999-12-31,HAHÓT-PÖLÖSKEFŐ KÖZSÉGEK KÖRJEGYZŐSÉGE,761606,
11710,2013-03-01,3999-12-31,NAGYKARÁCSONYI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATAL,361811,
11710,2013-03-01,3999-12-31,DARUSZENTMIKLÓS KÖZSÉG POLGÁRMESTERI HIVATAL,365886,
11711,2013-03-01,3999-12-31,JÁRDÁNHÁZA KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,439435,
11711,2013-03-01,3999-12-31,BORSODSZENTGYÖRGY KÖZSÉG ÖNKORMÁNYZATA POLGÁRMESTERI HIVATALA,545079,
11711,2013-03-01,3999-12-31,CSERNELY-BÜKKMOGYORÓSD KÖZSÉGEK KÖRJEGYZŐSÉGE,546757,
11712,2013-01-01,3999-12-31,KÖLCSEY FERENC ÁLTALÁNOS ISKOLA ÉS NAPKÖZIOTTHONOS ÓVODA,636876,
11713,2013-03-01,3999-12-31,BODROGKERESZTÚR KÖZSÉG POLGÁRMESTERI HIVATALA,349789,
11713,2013-03-01,3999-12-31,TAKTABÁJ KÖZSÉGI ÖNKORMÁNYZAT  POLGÁRMESTERI HIVATALA,545277,
11714,2013-03-01,3999-12-31,MAKLÁR ÉS NAGYTÁLYA KÖZSÉGEK KÖRJEGYZŐSÉGE,382759,
11715,2013-03-01,3999-12-31,POLGÁRMESTERI HIVATAL SÁRVÁR,420967,
11715,2013-03-01,3999-12-31,BÖGÖT-PORPÁC KÖRJEGYZŐSÉGE,425171,
11716,2013-03-01,3999-12-31,EGYHÁZASRÁDÓC-NEMESREMPEHOLLÓS-EGYHÁZASHOLLÓS KÖZSÉGEK KÖRJEGYZŐSÉGE,425281,
11717,2013-03-01,3999-12-31,TISZAKÜRT-NAGYRÉV KÖZSÉGEK KÖRJEGYZŐSÉGE,795735,
11718,2013-03-01,3999-12-31,CSANÁDPALOTA VÁROSI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,354699,
11719,2013-03-01,3999-12-31,APOSTAG ÉS DUNAEGYHÁZA KÖZSÉGEK KÖRJEGYZŐSÉGE,797915,
11720,2013-03-01,3999-12-31,KENÉZ - MEGYEHÍD KÖRJEGYZŐSÉGE,425148,
11720,2013-03-01,3999-12-31,BÖGÖT-PORPÁC KÖRJEGYZŐSÉGE,425171,
11720,2013-03-01,3999-12-31,SZELESTE-PÓSFA-HEGYFALU KÖZSÉGEK ÖNKORMÁNYZATI KÉPVISELŐ-TESTÜLETEINEK KÖRJEGYZŐSÉGE,574093,
11721,2013-03-01,3999-12-31,DÉVAVÁNYA VÁROS ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA,344641,
11721,2013-03-01,3999-12-31,BUCSA-ECSEGFALVA-KERTÉSZSZIGET ÖNKORMÁNYZATAINAK KÖRJEGYZÖSÉGE,583549,
11722,2013-03-01,3999-12-31,"SORKIFALUD, NEMESKOLTA ÉS GYANÓGEREGYE KÖZSÉGEK KÖRJEGYZŐSÉGE",425346,
11722,2013-03-01,3999-12-31,BALOGUNYOM-KISUNYOM KÖZSÉGEK KÖRJEGYZŐSÉGE,574026,
11722,2013-03-01,3999-12-31,KÖRJEGYZŐSÉG,574411,
11723,2013-03-01,3999-12-31,HARTA NAGYKÖZSÉG POLGÁRMESTERI HIVATALA,337276,
11724,2013-03-01,3999-12-31,LETENYE VÁROS POLGÁRMESTERI HIVATALA,432117,
11725,2013-03-01,3999-12-31,BALATONENDRÉD KÖZSÉG POLGÁRMESTERI HIVATALA,397999,
11725,2013-03-01,3999-12-31,KŐRÖSHEGY KÖZSÉG POLGÁRMESTERI HIVATALA,400345,
11726,2013-03-01,3999-12-31,ZALASZENTGRÓT VÁROS POLGÁRMESTERI HIVATALA,432447,
11726,2013-03-01,3999-12-31,ZALABÉR-ZALAVÉG KÖZSÉGI ÖNKORMÁNYZATOK KÖRJEGYZŐSÉGE,559948,
11727,2013-03-01,3999-12-31,KUNBARACS KÖZSÉG POLGÁRMESTERI HIVATALA,338228,
11727,2013-03-01,3999-12-31,LADÁNYBENE KÖZSÉG POLGÁRMESTERI HIVATALA,338239,
11728,2013-03-01,3999-12-31,NAGYRÁBÉ NAGYKÖZSÉG POLGÁRMESTERI HIVATALA,373654,
11729,2013-03-01,3999-12-31,ZALASZENTGYÖRGY-KÁVÁS-ZALABOLDOGFA KÖZSÉGEK KÖRJEGYZŐSÉGE,558370,
11729,2013-03-01,3999-12-31,"BABOSDÖBRÉTE, BÖDE ÉS HOTTÓ KÖZSÉGEK KÖRJEGYZŐSÉGE",794772,
11730,2013-03-01,3999-12-31,KESZTHELYI POLGÁRMESTERI HIVATAL,432711,
11730,2013-03-01,3999-12-31,BALATONGYÖRÖK ÉS VÁLLUS KÖZSÉGEK KÖRJEGYZŐSÉGE,436467,
11731,2013-03-01,3999-12-31,EDELÉNYI POLGÁRMESTERI HIVATAL,348034,
11732,2013-03-01,3999-12-31,CSENGELE KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATAL,354325,
