TZSAZON_ID,HATKEZD,HATVEGE,NEV,PIR,PIRTIP
1,2009-04-29,3999-12-31,ORSZÁGGYŰLÉS,736240,1
10,2009-01-01,2009-06-30,MAGYAR TUDOMÁNYOS AKADÉMIA TITKÁRSÁGA,300201,1
10,2009-07-01,3999-12-31,MAGYAR TUDOMÁNYOS AKADÉMIA,736525,1
10,2009-01-01,2009-06-30,MAGYAR TUDOMÁNYOS AKADÉMIA TITKÁRSÁGA,300201,4
100,2009-07-01,3999-12-31,ORSZÁGGYŰLÉS,736240,1
1000,2009-01-01,3999-12-31,GYŐRÚJBARÁT KÖZSÉG ÖNKORMÁNYZATA,727772,1
10018,2011-01-01,2011-12-31,HOMOKMÉGY KÖZSÉGI ÖNKORMÁNYZAT,337430,1
10018,2011-01-01,3999-12-31,ÖREGCSERTŐ KÖZSÉGI ÖNKORMÁNYZAT,337463,1
10018,2011-01-01,3999-12-31,SZAKMÁR KÖZSÉG ÖNKORMÁNYZATA,337474,1
10018,2011-01-01,3999-12-31,HARTA NAGYKÖZSÉG ÖNKORMÁNYZATA,724463,1
10018,2011-01-01,3999-12-31,ÚJTELEK KÖZSÉG ÖNKORMÁNYZATA,341727,1
10018,2011-01-01,3999-12-31,DUNAPATAJ NAGYKÖZSÉG ÖNKORMÁNYZATA,724430,1
10018,2011-01-01,3999-12-31,DUNATETÉTLEN KÖZSÉG ÖNKORMÁNYZATA,341684,1
10018,2011-01-01,2011-12-31,HOMOKMÉGY KÖZSÉGI ÖNKORMÁNYZAT,337430,4
10018,2011-01-01,2013-11-12,ÖREGCSERTŐ KÖZSÉGI ÖNKORMÁNYZAT,337463,4
10018,2011-01-01,2013-11-12,SZAKMÁR KÖZSÉG ÖNKORMÁNYZATA,337474,4
10018,2011-01-01,2013-11-12,DUNATETÉTLEN KÖZSÉG ÖNKORMÁNYZATA,341684,4
10018,2011-01-01,2013-11-12,ÚJTELEK KÖZSÉG ÖNKORMÁNYZATA,341727,4
10018,2011-01-01,2013-11-12,DUNAPATAJ NAGYKÖZSÉG ÖNKORMÁNYZATA,724430,4
10018,2011-01-01,2013-11-12,HARTA NAGYKÖZSÉG ÖNKORMÁNYZATA,724463,4
10018,2013-11-13,3999-12-31,TÉRSÉGI CSALÁDSEGÍTŐ ÉS GYERMEKJÓLÉTI SZOLGÁLAT INTÉZMÉNYFENNTARTÓ TÁRSULÁS,823083,4
1004,2009-01-01,3999-12-31,KORONCÓ KÖZSÉG ÖNKORMÁNYZATA,727804,1
1004,2009-01-01,2009-06-30,KORONCÓ KÖZSÉGI ÖNKORMÁNYZAT,727804,4
10046,2010-11-26,3999-12-31,NYÍRKÉRCS KÖZSÉG ÖNKORMÁNYZATA,443315,1
10046,2010-11-26,3999-12-31,RAMOCSAHÁZA KÖZSÉG ÖNKORMÁNYZATA,442187,1
10047,2010-12-01,3999-12-31,RAMOCSAHÁZA-NYÍRKÉRCS SZOCIÁLIS TÁRSULÁS,787725,1
10047,2010-12-01,3999-12-31,RAMOCSAHÁZA-NYÍRKÉRCS SZOCIÁLIS TÁRSULÁS,787725,4
1005,2009-01-01,3999-12-31,NYÚL KÖZSÉGI ÖNKORMÁNYZAT,727815,1
1005,2009-01-01,2009-06-30,NYÚL KÖZSÉGI ÖNKORMÁNYZAT,727815,4
10052,2010-12-01,3999-12-31,HAJDÚBAGOS KÖZSÉG ÖNKORMÁNYZATA,728780,1
10052,2010-12-01,3999-12-31,HAJDÚBAGOS KÖZSÉG ÖNKORMÁNYZATA,728780,4
1006,2009-01-01,3999-12-31,ÖTTEVÉNY KÖZSÉG ÖNKORMÁNYZATA,727826,1
10062,2010-11-29,3999-12-31,RÖSZKE KÖZSÉG ÖNKORMÁNYZATA,726719,1
10062,2010-11-29,3999-12-31,DOMASZÉK KÖZSÉGI ÖNKORMÁNYZAT,726544,1
10077,2010-11-26,3999-12-31,TAKTASZADA KÖZSÉG ÖNKORMÁNYZATA,726412,1
10077,2010-11-26,3999-12-31,TAKTAHARKÁNY NAGYKÖZSÉG ÖNKORMÁNYZATA,726401,1
1008,2009-01-01,3999-12-31,RÁBAPATONA KÖZSÉG ÖNKORMÁNYZATA,727848,1
1008,2009-01-01,2009-06-30,RÁBAPATONA KÖZSÉGI ÖNKORMÁNYZAT,727848,4
10089,2011-01-01,3999-12-31,KISNAMÉNY KÖZSÉG ÖNKORMÁNYZATA,442615,1
10089,2011-01-01,3999-12-31,KISNAMÉNY KÖZSÉG ÖNKORMÁNYZATA,442615,4
101,2009-07-01,3999-12-31,ORSZÁGGYŰLÉS,736240,1
1010,2009-01-01,3999-12-31,PANNONHALMA VÁROS ÖNKORMÁNYZATA,727871,1
1010,2009-01-01,2009-06-30,PANNONHALMA VÁROS ÖNKORMÁNYZATA,727871,4
10112,2011-01-01,3999-12-31,ALSÓZSOLCA VÁROS ÖNKORMÁNYZATA,725910,1
10112,2011-01-01,3999-12-31,ALSÓZSOLCA VÁROS ÖNKORMÁNYZATA,725910,4
10114,2010-12-08,3999-12-31,ETE KÖZSÉG ÖNKORMÁNYZATA,387062,1
10114,2010-12-08,3999-12-31,TÁRKÁNY KÖZSÉG ÖNKORMÁNYZATA,387381,1
10114,2010-12-08,3999-12-31,CSÉP KÖZSÉG ÖNKORMÁNYZATA,387336,1
10127,2010-11-17,3999-12-31,KISLÉTA KÖZSÉG ÖNKORMÁNYZATA,734994,1
10127,2010-11-17,3999-12-31,NYÍRBOGÁT NAGYKÖZSÉG ÖNKORMÁNYZATA,732109,1
10132,2011-01-01,3999-12-31,PACSA VÁROS ÖNKORMÁNYZATA,432348,1
10154,2011-01-31,3999-12-31,PAKSI TÖBBCÉLÚ KISTÉRSÉGI TÁRSULÁS,419297,1
10154,2011-01-31,3999-12-31,PAKSI TÖBBCÉLÚ KISTÉRSÉGI TÁRSULÁS,419297,4
10165,2011-01-01,3999-12-31,SZADA KÖZSÉG ÖNKORMÁNYZATA,730545,1
10165,2011-01-01,3999-12-31,SZADA KÖZSÉG ÖNKORMÁNYZATA,730545,4
10166,2011-01-01,3999-12-31,SZADA KÖZSÉG ÖNKORMÁNYZATA,730545,1
10166,2011-01-01,3999-12-31,SZADA KÖZSÉG ÖNKORMÁNYZATA,730545,4
10169,2011-01-01,3999-12-31,KORMÁNY,736239,1
10169,2011-01-01,2013-03-29,NEMZETGAZDASÁGI  MINISZTÉRIUM,303390,4
1017,2009-01-01,3999-12-31,FERTŐD VÁROS ÖNKORMÁNYZATA,727981,1
10171,2011-01-01,3999-12-31,BELÜGYMINISZTÉRIUM,311607,1
10172,2011-01-01,3999-12-31,KORMÁNY,736239,1
10173,2011-01-01,3999-12-31,KORMÁNY,736239,1
10174,2011-01-01,3999-12-31,KORMÁNY,736239,1
10175,2011-01-01,3999-12-31,KORMÁNY,736239,1
10176,2011-01-01,3999-12-31,KORMÁNY,736239,1
10177,2011-01-01,3999-12-31,KORMÁNY,736239,1
10178,2011-01-01,3999-12-31,KORMÁNY,736239,1
10179,2011-01-01,3999-12-31,KORMÁNY,736239,1
1018,2009-01-01,3999-12-31,FERTŐSZENTMIKLÓS VÁROSI ÖNKORMÁNYZAT,727992,1
1018,2009-01-01,2009-06-30,FERTŐSZENTMIKLÓS VÁROSI ÖNKORMÁNYZAT,727992,4
10180,2011-01-01,3999-12-31,KORMÁNY,736239,1
10181,2011-01-01,3999-12-31,KORMÁNY,736239,1
10182,2011-01-01,3999-12-31,KORMÁNY,736239,1
10183,2011-01-01,3999-12-31,KORMÁNY,736239,1
10184,2011-01-01,3999-12-31,KORMÁNY,736239,1
10185,2011-01-01,3999-12-31,KORMÁNY,736239,1
10186,2011-01-01,3999-12-31,KORMÁNY,736239,1
10187,2011-01-01,3999-12-31,KORMÁNY,736239,1
10188,2011-01-01,3999-12-31,KORMÁNY,736239,1
10189,2011-01-01,3999-12-31,KORMÁNY,736239,1
10190,2011-01-01,3999-12-31,KORMÁNY,736239,1
10191,2011-01-01,3999-12-31,KORMÁNY,736239,1
10194,2011-01-01,3999-12-31,ORSZÁGGYŰLÉS,736240,1
10195,2011-01-01,3999-12-31,ORSZÁGGYŰLÉS,736240,1
10198,2010-08-17,3999-12-31,ABAÚJVÁR KÖZSÉG ÖNKORMÁNYZATA,348265,1
10198,2010-08-17,3999-12-31,BAKTAKÉK KÖZSÉGI ÖNKORMÁNYZAT,348298,1
10198,2010-08-17,3999-12-31,BOLDOGKŐVÁRALJA KÖZSÉGI ÖNKORMÁNYZAT,348308,1
10198,2010-08-17,3999-12-31,FELSŐVADÁSZ KÖZSÉGI ÖNKORMÁNYZAT,348320,1
10198,2010-08-17,3999-12-31,FORRÓ KÖZSÉGI ÖNKORMÁNYZAT,348331,1
10198,2010-08-17,3999-12-31,HERNÁDKÉRCS KÖZSÉG ÖNKORMÁNYZATA,348364,1
10198,2010-08-17,3999-12-31,KRASZNOKVAJDA KÖZSÉG ÖNKORMÁNYZATA,348418,1
10198,2010-08-17,3999-12-31,NOVAJIDRÁNY KÖZSÉG ÖNKORMÁNYZATA,348430,1
10198,2010-08-17,3999-12-31,VILMÁNY KÖZSÉG ÖNKORMÁNYZATA,348485,1
10198,2010-08-17,3999-12-31,VIZSOLY KÖZSÉG ÖNKORMÁNYZATA,348496,1
10198,2010-08-17,3999-12-31,HEJŐKERESZTÚR KÖZSÉG ÖNKORMÁNYZATA,348584,1
10198,2010-08-17,3999-12-31,ERDŐHORVÁTI KÖZSÉGI ÖNKORMÁNYZAT,349493,1
10198,2010-08-17,3999-12-31,OLASZLISZKA KÖZSÉG ÖNKORMÁNYZATA,349581,1
10198,2010-08-17,3999-12-31,CSOBAJ KÖZSÉG ÖNKORMÁNYZATA,349790,1
10198,2010-08-17,3999-12-31,TÁLLYA KÖZSÉGI ÖNKORMÁNYZAT,349921,1
10198,2010-08-17,3999-12-31,TISZALADÁNY KÖZSÉGI ÖNKORMÁNYZAT,349932,1
10198,2010-08-17,3999-12-31,GOLOP KÖZSÉG ÖNKORMÁNYZATA,439413,1
10198,2010-08-17,3999-12-31,NEMESBIKK KÖZSÉG ÖNKORMÁNYZATA,439721,1
10198,2010-08-17,3999-12-31,PÁNYOK KÖZSÉG ÖNKORMÁNYZATA,545046,1
10198,2010-08-17,3999-12-31,ABAUJKÉR KÖZSÉG  ÖNKORMÁNYZATA,545068,1
10198,2010-08-17,3999-12-31,GAGYAPÁTI KÖZSÉG ÖNKORMÁNYZATA,545167,1
10198,2010-08-17,3999-12-31,ALSÓGAGY KÖZSÉG  ÖNKORMÁNYZATA,545178,1
10198,2010-08-17,3999-12-31,FELSŐGAGY KÖZSÉG  ÖNKORMÁNYZATA,545189,1
10198,2010-08-17,3999-12-31,CSENYÉTE KÖZSÉG  ÖNKORMÁNYZATA,545190,1
10198,2010-08-17,3999-12-31,KOMLÓSKA KÖZSÉG ÖNKORMÁNYZATA,545321,1
10198,2010-08-17,3999-12-31,GAGYVENDÉGI KÖZSÉGI ÖNKORMÁNYZAT,545365,1
10198,2010-08-17,3999-12-31,FANCSAL KÖZSÉGI ÖNKORMÁNYZAT,545398,1
10198,2010-08-17,3999-12-31,FELSŐDOBSZA KÖZSÉG ÖNKORMÁNYZAT,545453,1
10198,2010-08-17,3999-12-31,SZENTISTVÁNBAKSA KÖZSÉG ÖNKORMÁNYZATA,545464,1
10198,2010-08-17,3999-12-31,NAGYKINIZS KÖZSÉG ÖNKORMÁNYZATA,545475,1
10198,2010-08-17,3999-12-31,GÖNCRUSZKA KÖZSÉG ÖNKORMÁNYZATA,545497,1
10198,2010-08-17,3999-12-31,HEJŐSZALONTA KÖZSÉG ÖNKORMÁNYZATA,545596,1
10198,2010-08-17,3999-12-31,HERNÁDBŰD KÖZSÉG ÖNKORMÁNYZATA,545628,1
10198,2010-08-17,3999-12-31,PERE KÖZSÉG  ÖNKORMÁNYZATA,545640,1
10198,2010-08-17,3999-12-31,KERESZTÉTE KÖZSÉG ÖNKORMÁNYZATA,545662,1
10198,2010-08-17,3999-12-31,BÜTTÖS KÖZSÉG  ÖNKORMÁNYZATA,545684,1
10198,2010-08-17,3999-12-31,SZÁSZFA KÖZSÉG  ÖNKORMÁNYZATA,545695,1
10198,2010-08-17,3999-12-31,VÁMOSÚJFALU KÖZSÉG ÖNKORMÁNYZATA,545815,1
10198,2010-08-17,3999-12-31,FULÓKÉRCS KÖZSÉG  ÖNKORMÁNYZATA,546186,1
10198,2010-08-17,3999-12-31,FONY KÖZSÉG  ÖNKORMÁNYZATA,546252,1
10198,2010-08-17,3999-12-31,HEJCE KÖZSÉG  ÖNKORMÁNYZATA,546263,1
10198,2010-08-17,3999-12-31,SZEGILONG KÖZSÉG ÖNKORMÁNYZATA,546405,1
10198,2010-08-17,3999-12-31,TISZATARDOS KÖZSÉG  ÖNKORMÁNYZATA,546494,1
10198,2010-08-17,3999-12-31,HERNÁDCÉCE KÖZSÉG ÖNKORMÁNYZATA,547413,1
10198,2010-08-17,3999-12-31,KORLÁT KÖZSÉG ÖNKORMÁNYZATA,547424,1
10198,2010-08-17,3999-12-31,BODROGKISFALUD KÖZSÉG ÖNKORMÁNYZATA,547600,1
10198,2010-08-17,3999-12-31,SZEGI KÖZSÉG ÖNKORMÁNYZATA,547611,1
10198,2010-08-17,3999-12-31,GARADNA KÖZSÉG ÖNKORMÁNYZATA,547655,1
10198,2010-08-17,3999-12-31,ABAÚJALPÁR KÖZSÉGI ÖNKORMÁNYZAT,547688,1
10198,2010-08-17,3999-12-31,BOLDOGKŐÚJFALU KÖZSÉG ÖNKORMÁNYZATA,547709,1
10198,2010-08-17,3999-12-31,ABAÚJLAK KÖZSÉG ÖNKORMÁNYZATA,547754,1
10198,2010-08-17,3999-12-31,GADNA KÖZSÉGI ÖNKORMÁNYZAT,547765,1
10198,2010-08-17,3999-12-31,KUPA KÖZSÉGI ÖNKORMÁNYZAT,547776,1
10198,2010-08-17,3999-12-31,GAGYBÁTOR KÖZSÉGI ÖNKORMÁNYZAT,547787,1
10198,2010-08-17,3999-12-31,DAMAK KÖZSÉG ÖNKORMÁNYZATA,548081,1
10198,2010-08-17,3999-12-31,NYÉSTA KÖZSÉG ÖNKORMÁNYZATA,548212,1
10198,2010-08-17,3999-12-31,FÁJ KÖZSÉGI ÖNKORMÁNYZAT,548717,1
10198,2010-08-17,3999-12-31,LITKA KÖZSÉG ÖNKORMÁNYZATA,548728,1
10198,2010-08-17,3999-12-31,GIBÁRT KÖZSÉG  ÖNKORMÁNYZATA,585840,1
10198,2010-08-17,3999-12-31,ENCS VÁROS ÖNKORMÁNYZATA,725679,1
10198,2010-08-17,3999-12-31,MÉRA KÖZSÉG ÖNKORMÁNYZATA,725701,1
10198,2010-08-17,3999-12-31,SZALASZEND KÖZSÉG ÖNKORMÁNYZATA,725712,1
10198,2010-08-17,3999-12-31,HEJŐBÁBA KÖZSÉGI ÖNKORMÁNYZAT,725756,1
10198,2010-08-17,3999-12-31,TOLCSVA KÖZSÉG ÖNKORMÁNYZATA,726269,1
10198,2010-08-17,3999-12-31,ABAÚJSZÁNTÓ VÁROS ÖNKORMÁNYZATA,726281,1
10198,2010-08-17,3999-12-31,BEKECS KÖZSÉG ÖNKORMÁNYZATA,726292,1
10198,2010-08-17,3999-12-31,BODROGKERESZTÚR KÖZSÉG ÖNKORMÁNYZATA,726302,1
10198,2010-08-17,3999-12-31,ERDŐBÉNYE KÖZSÉG ÖNKORMÁNYZATA,726313,1
10198,2010-08-17,3999-12-31,LEGYESBÉNYE KÖZSÉG ÖNKORMÁNYZATA,726324,1
10198,2010-08-17,3999-12-31,MÁD KÖZSÉG ÖNKORMÁNYZATA,726335,1
10198,2010-08-17,3999-12-31,MEZŐZOMBOR KÖZSÉG ÖNKORMÁNYZATA,726357,1
10198,2010-08-17,3999-12-31,MONOK KÖZSÉG ÖNKORMÁNYZATA,726368,1
10198,2010-08-17,3999-12-31,PRÜGY KÖZSÉG ÖNKORMÁNYZAT,726379,1
10198,2010-08-17,3999-12-31,RÁTKA KÖZSÉG ÖNKORMÁNYZATA,726380,1
10198,2010-08-17,3999-12-31,SZERENCS VÁROS ÖNKORMÁNYZATA,726391,1
10198,2010-08-17,3999-12-31,TARCAL KÖZSÉG ÖNKORMÁNYZATA,726423,1
10198,2010-08-17,3999-12-31,TOKAJ VÁROS ÖNKORMÁNYZATA,726445,1
10198,2010-08-17,3999-12-31,SÁROSPATAK VÁROS ÖNKORMÁNYZATA,726490,1
10198,2010-08-17,3999-12-31,TAKTAKENÉZ KÖZSÉG ÖNKORMÁNYZATA,734576,1
10198,2010-08-17,3999-12-31,TAKTABÁJ KÖZSÉG ÖNKORMÁNYZATA,735902,1
10198,2010-08-17,3999-12-31,HEJŐPAPI KÖZSÉG ÖNKORMÁNYZATA,735913,1
102,2009-07-01,3999-12-31,ORSZÁGGYŰLÉS,736240,1
10222,2010-12-29,3999-12-31,ECSEGFALVA KÖZSÉG ÖNKORMÁNYZATA,344740,1
10222,2010-12-29,3999-12-31,MESTERSZÁLLÁS KÖZSÉGI ÖNKORMÁNYZAT,409920,1
10222,2010-12-29,3999-12-31,KUNCSORBA KÖZSÉGI ÖNKORMÁNYZAT,412276,1
10222,2010-12-29,3999-12-31,TÚRKEVE VÁROSI ÖNKORMÁNYZAT,732792,1
10222,2010-12-29,3999-12-31,MEZŐTÚR VÁROS ÖNKORMÁNYZATA,732703,1
10222,2010-12-29,3999-12-31,KÉTPÓ KÖZSÉG ÖNKORMÁNYZATA,732714,1
10222,2010-12-29,3999-12-31,MEZŐHÉK KÖZSÉG ÖNKORMÁNYZATA,412551,1
10225,2011-01-01,3999-12-31,HATVAN VÁROS ÖNKORMÁNYZATA,729392,1
10225,2011-01-01,3999-12-31,HATVAN VÁROS ÖNKORMÁNYZATA,729392,4
10226,2011-01-01,3999-12-31,HATVAN VÁROS ÖNKORMÁNYZATA,729392,1
10226,2011-01-01,3999-12-31,HATVAN VÁROS ÖNKORMÁNYZATA,729392,4
10233,2011-01-01,3999-12-31,ORSZÁGGYŰLÉS,736240,1
10239,2010-12-14,3999-12-31,DUNASZENTBENEDEK KÖZSÉG ÖNKORMÁNYZATA,337364,1
10239,2010-12-14,3999-12-31,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,1
10239,2010-12-14,3999-12-31,USZÓD KÖZSÉGI ÖNKORMÁNYZAT,337528,1
10239,2010-12-14,3999-12-31,GÉDERLAK KÖZSÉGI ÖNKORMÁNYZAT,337429,1
10240,2011-01-01,3999-12-31,KUNBAJA KÖZSÉG ÖNKORMÁNYZATA,724980,1
10241,2011-01-01,3999-12-31,CSURGÓ KISTÉRSÉGI TÖBBCÉLÚ TÁRSULÁS,571531,1
10242,2011-02-01,3999-12-31,HONVÉDELMI MINISZTÉRIUM,701059,1
10243,2011-02-01,3999-12-31,HONVÉDELMI MINISZTÉRIUM,701059,1
10244,2011-01-01,3999-12-31,SOMLÓVÁSÁRHELY KÖZSÉG ÖNKORMÁNYZATA,427009,1
10244,2011-01-01,3999-12-31,DEVECSER VÁROS ÖNKORMÁNYZATA,733920,1
10244,2011-01-01,3999-12-31,CSÖGLE KÖZSÉG ÖNKORMÁNYZATA,427065,1
10244,2011-01-01,3999-12-31,KERTA KÖZSÉG ÖNKORMÁNYZATA,427076,1
10244,2011-01-01,3999-12-31,SOMLÓSZŐLŐS KÖZSÉG ÖNKORMÁNYZATA,427119,1
10244,2011-01-01,3999-12-31,ADORJÁNHÁZA KÖZSÉG ÖNKORMÁNYZATA,427241,1
10244,2011-01-01,3999-12-31,KISCSÖSZ KÖZSÉG ÖNKORMÁNYZATA,427252,1
10244,2011-01-01,3999-12-31,KISPIRIT KÖZSÉG ÖNKORMÁNYZATA,427263,1
10244,2011-01-01,3999-12-31,NAGYPIRIT KÖZSÉG ÖNKORMÁNYZATA,427274,1
10244,2011-01-01,3999-12-31,BORSZÖRCSÖK KÖZSÉG ÖNKORMÁNYZATA,427285,1
10244,2011-01-01,3999-12-31,KOLONTÁR KÖZSÉG ÖNKORMÁNYZATA,427296,1
10244,2011-01-01,3999-12-31,PUSZTAMISKE KÖZSÉG ÖNKORMÁNYZATA,427306,1
10244,2011-01-01,3999-12-31,ISZKÁZ KÖZSÉG ÖNKORMÁNYZATA,427339,1
10244,2011-01-01,3999-12-31,KAMOND KÖZSÉG ÖNKORMÁNYZATA,427340,1
10244,2011-01-01,3999-12-31,KARAKÓSZÖRCSÖK KÖZSÉG ÖNKORMÁNYZATA,427351,1
10244,2011-01-01,3999-12-31,DABRONY KÖZSÉG ÖNKORMÁNYZATA,427362,1
10244,2011-01-01,3999-12-31,KISSZŐLŐS KÖZSÉG ÖNKORMÁNYZATA,427373,1
10244,2011-01-01,3999-12-31,SOMLÓVECSE KÖZSÉG ÖNKORMÁNYZATA,427384,1
10244,2011-01-01,3999-12-31,VID KÖZSÉG ÖNKORMÁNYZATA,427395,1
10244,2011-01-01,3999-12-31,OROSZI KÖZSÉG ÖNKORMÁNYZATA,427416,1
10244,2011-01-01,3999-12-31,DOBA KÖZSÉG ÖNKORMÁNYZATA,427427,1
10244,2011-01-01,3999-12-31,APÁCATORNA KÖZSÉG ÖNKORMÁNYZATA,427438,1
10244,2011-01-01,3999-12-31,KISBERZSENY KÖZSÉG ÖNKORMÁNYZATA,427449,1
10244,2011-01-01,3999-12-31,SOMLÓJENŐ KÖZSÉG ÖNKORMÁNYZATA,427450,1
10244,2011-01-01,3999-12-31,TÜSKEVÁR KÖZSÉG ÖNKORMÁNYZATA,427461,1
10244,2011-01-01,3999-12-31,EGERALJA KÖZSÉG ÖNKORMÁNYZATA,567859,1
10244,2011-01-01,3999-12-31,NAGYALÁSONY KÖZSÉG ÖNKORMÁNYZATA,427010,1
10245,2011-01-13,2013-06-30,HOSZTÓT KÖZSÉG ÖNKORMÁNYZATA,428336,1
10245,2011-01-13,2013-06-30,ZALASZEGVÁR KÖZSÉG ÖNKORMÁNYZATA,428369,1
10245,2011-01-13,2013-06-30,VESZPRÉMGALSA KÖZSÉG ÖNKORMÁNYZATA,428358,1
10245,2011-01-13,2013-06-30,SZENTIMREFALVA KÖZSÉG ÖNKORMÁNYZATA,428347,1
10245,2011-01-13,3999-12-31,CSABRENDEK KÖZSÉG ÖNKORMÁNYZATA,427043,1
10245,2011-01-13,2013-06-30,HOSZTÓT KÖZSÉG ÖNKORMÁNYZATA,428336,4
10245,2011-01-13,2013-06-30,ZALASZEGVÁR KÖZSÉG ÖNKORMÁNYZATA,428369,4
10245,2011-01-13,2013-06-30,VESZPRÉMGALSA KÖZSÉG ÖNKORMÁNYZATA,428358,4
10245,2011-01-13,2013-06-30,SZENTIMREFALVA KÖZSÉG ÖNKORMÁNYZATA,428347,4
10245,2011-01-13,3999-12-31,CSABRENDEK KÖZSÉG ÖNKORMÁNYZATA,427043,4
10246,2011-02-03,3999-12-31,FERTŐSZENTMIKLÓS VÁROSI ÖNKORMÁNYZAT,727992,1
10249,2011-01-20,3999-12-31,KISLÉTA KÖZSÉG ÖNKORMÁNYZATA,734994,1
10249,2011-01-20,3999-12-31,KISLÉTA KÖZSÉG ÖNKORMÁNYZATA,734994,4
1025,2009-01-01,3999-12-31,CSORNA VÁROS ÖNKORMÁNYZATA,728010,1
1026,2009-01-01,2012-04-30,CSORNA VÁROS ÖNKORMÁNYZATA,728010,1
1026,2012-05-01,3999-12-31,EMBERI ERŐFORRÁSOK MINISZTÉRIUMA,309271,1
1026,2012-05-01,3999-12-31,GYÓGYSZERÉSZETI ÉS EGÉSZSÉGÜGYI MINŐSÉG- ÉS SZERVEZETFEJLESZTÉSI INTÉZET,324689,4
10265,2011-02-01,3999-12-31,TÓALMÁS KÖZSÉG ÖNKORMÁNYZAT,730831,1
10265,2011-02-01,3999-12-31,TÓALMÁS KÖZSÉG ÖNKORMÁNYZAT,730831,4
1027,2009-01-01,3999-12-31,KAPUVÁR VÁROSI ÖNKORMÁNYZAT,728021,1
1027,2009-01-01,2009-06-30,KAPUVÁR VÁROSI ÖNKORMÁNYZAT,728021,4
10276,2011-01-13,3999-12-31,FARÁD KÖZSÉG ÖNKORMÁNYZATA,371605,1
10276,2011-01-13,3999-12-31,CSORNA VÁROS ÖNKORMÁNYZATA,728010,1
10276,2011-01-13,3999-12-31,BŐSÁRKÁNY NAGYKÖZSÉG ÖNKORMÁNYZATA,727727,1
1028,2009-01-01,2012-04-30,KAPUVÁR VÁROSI ÖNKORMÁNYZAT,728021,1
1028,2012-05-01,3999-12-31,EMBERI ERŐFORRÁSOK MINISZTÉRIUMA,309271,1
1028,2009-01-01,2009-06-30,KAPUVÁR VÁROSI ÖNKORMÁNYZAT,728021,4
1028,2012-05-01,3999-12-31,GYÓGYSZERÉSZETI ÉS EGÉSZSÉGÜGYI MINŐSÉG- ÉS SZERVEZETFEJLESZTÉSI INTÉZET,324689,4
10281,2011-02-01,3999-12-31,KÖZIGAZGATÁSI ÉS IGAZSÁGÜGYI MINISZTÉRIUM,300070,1
1029,2009-01-01,3999-12-31,MOSONMAGYARÓVÁR VÁROS ÖNKORMÁNYZATA,728032,1
10298,2011-02-10,3999-12-31,SÁRSZENTMIHÁLY KÖZSÉGI ÖNKORMÁNYZAT,727486,1
10298,2011-02-10,3999-12-31,SÁRSZENTMIHÁLY KÖZSÉGI ÖNKORMÁNYZAT,727486,4
10299,2011-03-01,3999-12-31,BALASSAGYARMAT VÁROS ÖNKORMÁNYZATA,735276,1
10299,2011-03-01,3999-12-31,BALASSAGYARMAT VÁROS ÖNKORMÁNYZATA,735276,4
103,2009-07-01,3999-12-31,ORSZÁGGYŰLÉS,736240,1
1030,2009-01-01,2012-04-30,MOSONMAGYARÓVÁR VÁROS ÖNKORMÁNYZATA,728032,1
1030,2012-05-01,3999-12-31,EMBERI ERŐFORRÁSOK MINISZTÉRIUMA,309271,1
1031,2009-01-01,2009-12-31,MOSONMAGYARÓVÁR VÁROS ÖNKORMÁNYZATA,728032,1
1031,2010-01-01,3999-12-31,MOSONMAGYARÓVÁR TÉRSÉGI TÁRSULÁS,579472,1
1031,2013-07-01,3999-12-31,MOSONMAGYARÓVÁR TÉRSÉGI TÁRSULÁS,579472,4
10312,2011-03-01,3999-12-31,BERENTE KÖZSÉG ÖNKORMÁNYZATA,736097,1
10315,2011-04-01,3999-12-31,TATABÁNYA MEGYEI JOGÚ VÁROS ÖNKORMÁNYZATA,729590,1
10315,2011-04-01,3999-12-31,TATABÁNYA MEGYEI JOGÚ VÁROS ÖNKORMÁNYZATA,729590,4
10319,2011-02-25,3999-12-31,DUNASZENTGYÖRGY KÖZSÉG ÖNKORMÁNYZATA,414775,1
10319,2011-02-25,3999-12-31,GERJEN KÖZSÉG ÖNKORMÁNYZATA,414797,1
10319,2011-02-25,3999-12-31,TOLNA VÁROS ÖNKORMÁNYZATA,733371,1
10319,2011-02-25,3999-12-31,BOGYISZLÓ KÖZSÉG ÖNKORMÁNYZATA,733315,1
10319,2011-02-25,3999-12-31,FADD NAGYKÖZSÉG ÖNKORMÁNYZATA,733337,1
10319,2011-02-25,3999-12-31,FÁCÁNKERT KÖZSÉG ÖNKORMÁNYZATA,417930,1
1032,2009-01-01,3999-12-31,SOPRON MEGYEI JOGÚ VÁROS ÖNKORMÁNYZATA,728043,1
1032,2009-01-01,2009-06-30,SOPRON MEGYEI JOGÚ VÁROS ÖNKORMÁNYZATA,728043,4
10324,2011-04-01,3999-12-31,PUSZTAVÁM KÖZSÉG ÖNKORMÁNYZAT,362270,1
10324,2011-04-01,3999-12-31,PUSZTAVÁM KÖZSÉG ÖNKORMÁNYZAT,362270,4
10328,2011-03-01,3999-12-31,TAKSONY NAGYKÖZSÉG ÖNKORMÁNYZATA,730952,1
10328,2011-03-01,3999-12-31,TAKSONY NAGYKÖZSÉG ÖNKORMÁNYZATA,730952,4
