TZSAZON_ID,HATKEZD,HATVEGE,NEV,PIR,PIRTIP
20901,2009-01-01,2011-07-23,HARKÁNY VÁROS ÖNKORMÁNYZATA,724078,4
20902,2009-01-01,2011-05-17,HARKÁNY VÁROS ÖNKORMÁNYZATA,724078,1
20902,2009-01-01,2011-05-17,SZAPORCA KÖZSÉGI ÖNKORMÁNYZAT,555830,1
20902,2009-01-01,2011-05-17,TÉSENFA KÖZSÉGI ÖNKORMÁNYZAT,555182,1
20902,2009-01-01,2011-05-17,DRÁVAPISKI KÖZSÉGI ÖNKORMÁNYZAT,555171,1
20902,2009-01-01,2011-05-17,CÚN KÖZSÉGI ÖNKORMÁNYZAT,555160,1
20902,2009-01-01,2011-05-17,IPACSFA KÖZSÉGI ÖNKORMÁNYZAT,335403,1
20902,2009-01-01,2011-05-17,DRÁVASZERDAHELY KÖZSÉGI ÖNKORMÁNYZAT,335393,1
20902,2009-01-01,2011-05-17,DRÁVACSEPELY KÖZSÉG ÖNKORMÁNYZAT,335382,1
20902,2009-01-01,2011-05-17,KOVÁCSHIDA KÖZSÉG ÖNKORMÁNYZAT,335371,1
20902,2009-01-01,2011-05-17,RÁDFALVA KÖZSÉG ÖNKORMÁNYZAT,334945,1
20902,2009-01-01,2011-05-17,MÁRFA KÖZSÉGI ÖNKORMÁNYZAT,334934,1
20902,2009-01-01,2011-05-17,KÉMES KÖZSÉGI ÖNKORMÁNYZAT,331142,1
20902,2009-01-01,2011-05-17,DIÓSVISZLÓ KÖZSÉG ÖNKORMÁNYZAT,334923,1
20902,2009-01-01,2011-05-17,HARKÁNY VÁROS ÖNKORMÁNYZATA,724078,4
20902,2009-01-01,2011-05-17,SZAPORCA KÖZSÉGI ÖNKORMÁNYZAT,555830,4
20902,2009-01-01,2011-05-17,TÉSENFA KÖZSÉGI ÖNKORMÁNYZAT,555182,4
20902,2009-01-01,2011-05-17,DRÁVAPISKI KÖZSÉGI ÖNKORMÁNYZAT,555171,4
20902,2009-01-01,2011-05-17,CÚN KÖZSÉGI ÖNKORMÁNYZAT,555160,4
20902,2009-01-01,2011-05-17,IPACSFA KÖZSÉGI ÖNKORMÁNYZAT,335403,4
20902,2009-01-01,2011-05-17,DRÁVASZERDAHELY KÖZSÉGI ÖNKORMÁNYZAT,335393,4
20902,2009-01-01,2011-05-17,DRÁVACSEPELY KÖZSÉG ÖNKORMÁNYZAT,335382,4
20902,2009-01-01,2011-05-17,KOVÁCSHIDA KÖZSÉG ÖNKORMÁNYZAT,335371,4
20902,2009-01-01,2011-05-17,RÁDFALVA KÖZSÉG ÖNKORMÁNYZAT,334945,4
20902,2009-01-01,2011-05-17,MÁRFA KÖZSÉGI ÖNKORMÁNYZAT,334934,4
20902,2009-01-01,2011-05-17,KÉMES KÖZSÉGI ÖNKORMÁNYZAT,331142,4
20902,2009-01-01,2011-05-17,DIÓSVISZLÓ KÖZSÉG ÖNKORMÁNYZAT,334923,4
20906,2009-01-01,2009-07-31,HIDAS KÖZSÉG ÖNKORMÁNYZAT,724133,1
20906,2009-01-01,2009-07-31,HIDAS KÖZSÉG ÖNKORMÁNYZAT,724133,4
20908,2009-01-01,2009-06-30,MAGYARSZÉK KÖZSÉGI ÖNKORMÁNYZAT,331812,1
20908,2009-01-01,2009-06-30,LIGET KÖZSÉGI ÖNKORMÁNYZAT,555818,4
20908,2009-01-01,2009-06-30,MAGYARSZÉK KÖZSÉGI ÖNKORMÁNYZAT,331812,4
20908,2009-01-01,2009-06-30,MECSEKPÖLÖSKE KÖZSÉGI ÖNKORMÁNYZAT,555829,4
20909,2009-01-01,2009-06-30,MAGYARSZÉK KÖZSÉGI ÖNKORMÁNYZAT,331812,1
20909,2009-01-01,2009-06-30,BODOLYABÉR KÖZSÉG ÖNKORMÁNYZAT,556288,4
20909,2009-01-01,2009-06-30,MECSEKPÖLÖSKE KÖZSÉGI ÖNKORMÁNYZAT,555829,4
20909,2009-01-01,2009-06-30,LIGET KÖZSÉGI ÖNKORMÁNYZAT,555818,4
20909,2009-01-01,2009-06-30,MAGYARSZÉK KÖZSÉGI ÖNKORMÁNYZAT,331812,4
20909,2009-01-01,2009-06-30,MAGYARHERTELEND KÖZSÉG ÖNKORMÁNYZAT,556309,4
20910,2009-01-01,2009-07-31,NAGYHAJMÁS KÖZSÉGI ÖNKORMÁNYZAT,334792,1
20910,2009-01-01,2009-07-31,MEKÉNYES KÖZSÉG ÖNKORMÁNYZAT,334781,1
20910,2009-01-01,2009-07-31,ALSÓMOCSOLÁD KÖZSÉG ÖNKORMÁNYZATA,334770,1
20910,2009-01-01,2009-07-31,MÁGOCS VÁROS ÖNKORMÁNYZATA,724155,1
20910,2009-01-01,2009-07-31,NAGYHAJMÁS KÖZSÉGI ÖNKORMÁNYZAT,334792,4
20910,2009-01-01,2009-07-31,MEKÉNYES KÖZSÉG ÖNKORMÁNYZAT,334781,4
20910,2009-01-01,2009-07-31,ALSÓMOCSOLÁD KÖZSÉG ÖNKORMÁNYZATA,334770,4
20910,2009-01-01,2009-07-31,MÁGOCS VÁROS ÖNKORMÁNYZATA,724155,4
20911,2009-01-01,2012-12-31,ÓBÁNYA KÖZSÉG ÖNKORMÁNYZATA,335997,1
20911,2009-01-01,2012-12-31,LOVÁSZHETÉNY KÖZSÉGI ÖNKORMÁNYZAT,335304,1
20911,2009-01-01,2012-12-31,ERDŐSMECSKE KÖZSÉG ÖNKORMÁNYZATA,335294,1
20911,2009-01-01,2012-12-31,APÁTVARASD KÖZSÉGI ÖNKORMÁNYZAT,335283,1
20911,2009-01-01,2012-12-31,MECSEKNÁDASD ÖNKORMÁNYZATA,331845,1
20911,2009-01-01,2012-12-31,ÓFALU KÖZSÉG ÖNKORMÁNYZATA,724243,1
20911,2009-01-01,2012-12-31,ÓBÁNYA KÖZSÉG ÖNKORMÁNYZATA,335997,4
20911,2009-01-01,2012-12-31,LOVÁSZHETÉNY KÖZSÉGI ÖNKORMÁNYZAT,335304,4
20911,2009-01-01,2012-12-31,ERDŐSMECSKE KÖZSÉG ÖNKORMÁNYZATA,335294,4
20911,2009-01-01,2012-12-31,APÁTVARASD KÖZSÉGI ÖNKORMÁNYZAT,335283,4
20911,2009-01-01,2012-12-31,MECSEKNÁDASD ÖNKORMÁNYZATA,331845,4
20911,2009-01-01,2012-12-31,ÓFALU KÖZSÉG ÖNKORMÁNYZATA,724243,4
20912,2009-01-01,2012-12-31,KISHAJMÁS KÖZSÉGI ÖNKORMÁNYZAT,333630,1
20912,2009-01-01,2012-12-31,BAKÓCA KÖZSÉGI ÖNKORMÁNYZAT,333586,1
20912,2009-01-01,2012-12-31,MINDSZENTGODISA KÖZSÉGI ÖNKORMÁNYZAT,331856,1
20912,2009-01-01,2012-12-31,KISBESZTERCE KÖZSÉGI ÖNKORMÁNYZAT,333641,1
20912,2009-01-01,2012-12-31,KISHAJMÁS KÖZSÉGI ÖNKORMÁNYZAT,333630,4
20912,2009-01-01,2012-12-31,BAKÓCA KÖZSÉGI ÖNKORMÁNYZAT,333586,4
20912,2009-01-01,2012-12-31,MINDSZENTGODISA KÖZSÉGI ÖNKORMÁNYZAT,331856,4
20912,2009-01-01,2012-12-31,KISBESZTERCE KÖZSÉGI ÖNKORMÁNYZAT,333641,4
20914,2009-01-01,2009-06-30,SÁSD VÁROS ÖNKORMÁNYZAT,724188,1
20914,2009-01-01,2009-06-30,SÁSD VÁROS ÖNKORMÁNYZAT,724188,4
20915,2009-01-01,2009-06-30,SÁSD VÁROS ÖNKORMÁNYZAT,724188,1
20915,2009-01-01,2009-06-30,SÁSD VÁROS ÖNKORMÁNYZAT,724188,4
20916,2009-01-01,2012-12-31,SÁSD VÁROS ÖNKORMÁNYZATA,724188,1
20916,2009-01-01,2012-12-31,SÁSD VÁROS ÖNKORMÁNYZATA,724188,4
20918,2009-01-01,2010-12-31,SZIGETVÁR VÁROS ÖNKORMÁNYZAT,724199,1
20919,2009-01-01,2009-06-30,SZIGETVÁR VÁROS ÖNKORMÁNYZAT,724199,1
20919,2009-01-01,2009-06-30,SZIGETVÁR VÁROS ÖNKORMÁNYZAT,724199,4
20935,2009-01-01,2012-12-31,BERKESD KÖZSÉGI ÖNKORMÁNYZAT,332808,1
20935,2009-01-01,2012-12-31,ELLEND KÖZSÉGI ÖNKORMÁNYZAT,335007,1
20935,2009-01-01,2012-12-31,PEREKED KÖZSÉG ÖNKORMÁNYZATA,335018,1
20935,2009-01-01,2012-12-31,SZILÁGY KÖZSÉGI ÖNKORMÁNYZAT,335029,1
20935,2011-09-01,2012-08-15,ROMONYA KÖZSÉG ÖNKORMÁNYZATA,335117,1
20935,2009-01-01,2012-12-31,SZILÁGY KÖZSÉGI ÖNKORMÁNYZAT,335029,4
20935,2009-01-01,2012-12-31,PEREKED KÖZSÉG ÖNKORMÁNYZATA,335018,4
20935,2009-01-01,2012-12-31,ELLEND KÖZSÉGI ÖNKORMÁNYZAT,335007,4
20935,2009-01-01,2012-12-31,BERKESD KÖZSÉGI ÖNKORMÁNYZAT,332808,4
20935,2009-01-01,2012-12-31,ROMONYA KÖZSÉG ÖNKORMÁNYZATA,335117,4
20938,2009-01-01,2009-07-31,NAGYKOZÁR KÖZSÉGI ÖNKORMÁNYZAT,332842,1
20938,2009-01-01,2009-07-31,NAGYKOZÁR KÖZSÉGI ÖNKORMÁNYZAT,332842,4
20938,2009-01-01,2009-07-31,BOGÁD KÖZSÉG ÖNKORMÁNYZATA,334725,4
20940,2009-01-01,2012-12-31,PELLÉRD KÖZSÉG ÖNKORMÁNYZATA,332864,1
20940,2009-07-01,2012-12-31,GYÓD KÖZSÉG ÖNKORMÁNYZATA,334703,1
20940,2009-07-01,2012-12-31,SZŐKE KÖZSÉG ÖNKORMÁNYZATA,334615,1
20940,2009-07-01,2012-12-31,GÖRCSÖNY KÖZSÉGI ÖNKORMÁNYZAT,332819,1
20940,2009-07-01,2012-12-31,REGENYE KÖZSÉG ÖNKORMÁNYZATA,334604,1
20940,2009-01-01,2009-06-30,KESZÜ KÖZSÉG ÖNKORMÁNYZATA,334714,4
20940,2009-01-01,2009-06-30,GYÓD KÖZSÉG ÖNKORMÁNYZATA,334703,4
20940,2009-01-01,2009-06-30,ARANYOSGADÁNY KÖZSÉG ÖNKORMÁNYZATA,334693,4
20940,2009-01-01,2009-06-30,SZŐKE KÖZSÉG ÖNKORMÁNYZATA,334615,4
20940,2009-01-01,2009-06-30,REGENYE KÖZSÉG ÖNKORMÁNYZATA,334604,4
20940,2009-01-01,2009-06-30,ÓCSÁRD KÖZSÉG ÖNKORMÁNYZATA,333883,4
20940,2009-01-01,2009-06-30,GÖRCSÖNY KÖZSÉGI ÖNKORMÁNYZAT,332819,4
20940,2009-01-01,2009-06-30,PELLÉRD KÖZSÉG ÖNKORMÁNYZATA,332864,4
20940,2009-07-01,2012-12-31,PÉCSI TÖBBCÉLÚ KISTÉRSÉGI TÁRSULÁS,587086,4
20941,2009-01-01,2009-08-31,SZALATNAK KÖZSÉGI ÖNKORMÁNYZAT,333607,1
20941,2009-01-01,2009-08-31,KÖBLÉNY KÖZSÉGI ÖNKORMÁNYZAT,333597,4
20941,2009-01-01,2009-08-31,SZALATNAK KÖZSÉGI ÖNKORMÁNYZAT,333607,4
20942,2009-01-01,2009-12-31,ÓFALU KÖZSÉG ÖNKORMÁNYZATA,724243,1
20944,2009-01-01,2009-07-31,SZÉKELYSZABAR KÖZSÉG ÖNKORMÁNYZAT,333674,1
20945,2009-01-01,2009-07-01,GÖRCSÖNYDOBOKA KÖZSÉG ÖNKORMÁNYZATA,333717,1
20945,2009-01-01,2009-07-01,GÖRCSÖNYDOBOKA KÖZSÉG ÖNKORMÁNYZATA,333717,4
20948,2009-01-01,2012-08-31,VERSEND KÖZSÉG ÖNKORMÁNYZATA,333805,1
20948,2009-01-01,2012-08-31,VERSEND KÖZSÉG ÖNKORMÁNYZATA,333805,4
20950,2009-01-01,2012-06-30,KÁTOLY KÖZSÉG ÖNKORMÁNYZAT,333827,1
20950,2009-01-01,2012-06-30,SZELLŐ KÖZSÉG ÖNKORMÁNYZAT,333849,1
20950,2009-01-01,2012-06-30,KÁTOLY KÖZSÉG ÖNKORMÁNYZAT,333827,4
20950,2009-01-01,2012-06-30,SZELLŐ KÖZSÉG ÖNKORMÁNYZAT,333849,4
20951,2009-01-01,2013-01-03,HÁSSÁGY KÖZSÉG ÖNKORMÁNYZATA,333861,1
20951,2009-01-01,2013-01-03,HÁSSÁGY KÖZSÉG ÖNKORMÁNYZATA,333861,4
20960,2009-01-01,2009-06-30,KISTÓTFALU KÖZSÉG ÖNKORMÁNYZAT,334275,1
20960,2009-01-01,2009-06-30,VOKÁNY KÖZSÉG ÖNKORMÁNYZAT,334307,1
20960,2009-01-01,2009-06-30,KISTÓTFALU KÖZSÉG ÖNKORMÁNYZAT,334275,4
20960,2009-01-01,2009-06-30,VOKÁNY KÖZSÉG ÖNKORMÁNYZAT,334307,4
20962,2009-01-01,2010-12-31,HEGYSZENTMÁRTON KÖZSÉG ÖNKORMÁNYZATA,334318,1
20962,2009-01-01,2010-12-31,HEGYSZENTMÁRTON KÖZSÉG ÖNKORMÁNYZATA,334318,4
20964,2009-01-01,2009-07-31,BOGÁD KÖZSÉG ÖNKORMÁNYZATA,334725,1
20964,2009-01-01,2009-07-31,ROMONYA KÖZSÉG ÖNKORMÁNYZATA,335117,1
20964,2009-01-01,2009-07-31,BOGÁD KÖZSÉG ÖNKORMÁNYZATA,334725,4
20964,2009-01-01,2009-07-31,ROMONYA KÖZSÉG ÖNKORMÁNYZATA,335117,4
20966,2009-01-01,2012-12-31,DRÁVASZTÁRA KÖZSÉG ÖNKORMÁNYZATA,334802,1
20966,2009-07-01,2012-12-31,DRÁVAIVÁNYI KÖZSÉG ÖNKORMÁNYZATA,555193,1
20966,2009-01-01,2012-12-31,DRÁVASZTÁRA KÖZSÉG ÖNKORMÁNYZATA,334802,4
20966,2009-01-01,2012-12-31,DRÁVAIVÁNYI KÖZSÉG ÖNKORMÁNYZATA,555193,4
20968,2009-01-01,2009-06-15,DIÓSVISZLÓ KÖZSÉG ÖNKORMÁNYZAT,334923,1
20968,2009-01-01,2009-06-15,DIÓSVISZLÓ KÖZSÉG ÖNKORMÁNYZAT,334923,4
20970,2009-01-01,2009-06-30,BÁR KÖZSÉGI ÖNKORMÁNYZAT,335030,1
20970,2009-01-01,2009-06-30,BÁR KÖZSÉGI ÖNKORMÁNYZAT,335030,4
20971,2009-01-01,2012-08-31,KOMLÓ VÁROS ÖNKORMÁNYZAT,724100,1
20971,2009-01-01,2012-08-31,KOMLÓ VÁROS ÖNKORMÁNYZAT,724100,4
20972,2009-01-01,2012-12-31,KOMLÓ VÁROS ÖNKORMÁNYZAT,724100,1
20972,2009-01-01,2012-12-31,KOMLÓ VÁROS ÖNKORMÁNYZAT,724100,4
20974,2009-01-01,2009-06-30,KOMLÓ VÁROS ÖNKORMÁNYZAT,724100,1
20974,2009-01-01,2009-06-30,KOMLÓ VÁROS ÖNKORMÁNYZAT,724100,4
20974,2009-01-01,2009-06-30,MECSEKPÖLÖSKE KÖZSÉGI ÖNKORMÁNYZAT,555829,4
20974,2009-01-01,2009-06-30,MÁNFA KÖZSÉG ÖNKORMÁNYZAT,736107,4
20975,2009-01-01,2012-12-31,KOMLÓ VÁROS ÖNKORMÁNYZAT,724100,1
20975,2009-01-01,2012-12-31,KOMLÓ VÁROS ÖNKORMÁNYZAT,724100,4
20980,2009-01-01,2009-07-31,BOGÁD KÖZSÉG ÖNKORMÁNYZATA,334725,1
20980,2009-01-01,2009-07-31,ROMONYA KÖZSÉG ÖNKORMÁNYZATA,335117,1
20980,2009-01-01,2009-07-31,BOGÁD KÖZSÉG ÖNKORMÁNYZATA,334725,4
20980,2009-01-01,2009-07-31,ROMONYA KÖZSÉG ÖNKORMÁNYZATA,335117,4
20982,2009-01-01,2009-06-17,ERDŐSMECSKE KÖZSÉG ÖNKORMÁNYZATA,335294,1
20982,2009-01-01,2009-06-17,ERDŐSMECSKE KÖZSÉG ÖNKORMÁNYZATA,335294,4
20988,2009-01-01,2013-04-30,ÓBÁNYA KÖZSÉG ÖNKORMÁNYZATA,335997,1
20989,2009-01-01,2013-06-30,KECSKEMÉT MEGYEI JOGÚ VÁROS ÖNKORMÁNYZATA,724540,1
20989,2009-01-01,2013-06-30,KECSKEMÉT MEGYEI JOGÚ VÁROS ÖNKORMÁNYZATA,724540,4
20993,2009-01-01,2011-10-05,MADARAS KÖZSÉG ÖNKORMÁNYZATA,724397,1
20993,2009-07-01,2010-07-31,MÉLYKÚT VÁROS ÖNKORMÁNYZAT,724935,1
20993,2009-01-01,2010-07-31,MÉLYKÚT VÁROS ÖNKORMÁNYZAT,724935,4
20993,2009-01-01,2011-10-05,MADARAS KÖZSÉG ÖNKORMÁNYZATA,724397,4
20996,2009-01-01,2013-06-30,DUNAFALVA KÖZSÉGI ÖNKORMÁNYZAT,330596,1
20996,2009-01-01,2013-06-30,SZEREMLE KÖZSÉGI ÖNKORMÁNYZAT,336873,1
20996,2009-01-01,2013-06-30,DUNAFALVA KÖZSÉGI ÖNKORMÁNYZAT,330596,4
20996,2009-01-01,2013-06-30,SZEREMLE KÖZSÉGI ÖNKORMÁNYZAT,336873,4
20997,2009-01-01,2009-12-31,FAJSZ ÖNKORMÁNYZATA,724528,1
20997,2009-01-01,2009-12-31,DUSNOK ÖNKORMÁNYZAT,724517,1
20997,2009-01-01,2009-12-31,BÁTYA KÖZSÉGI ÖNKORMÁNYZAT,724496,1
20997,2009-01-01,2009-12-31,SOLT VÁROS ÖNKORMÁNYZATA,724474,1
20997,2009-01-01,2009-12-31,HARTA NAGYKÖZSÉG ÖNKORMÁNYZATA,724463,1
20997,2009-01-01,2009-12-31,HAJÓS VÁROS ÖNKORMÁNYZATA,724452,1
20997,2009-01-01,2009-12-31,DUNAPATAJ NAGYKÖZSÉG ÖNKORMÁNYZATA,724430,1
20997,2009-01-01,2009-12-31,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,1
20997,2009-01-01,2009-12-31,DRÁGSZÉL KÖZSÉG ÖNKORMÁNYZATA,540315,1
20997,2009-01-01,2009-12-31,ÚJTELEK KÖZSÉG ÖNKORMÁNYZATA,341727,1
20997,2009-01-01,2009-12-31,DUNATETÉTLEN KÖZSÉG ÖNKORMÁNYZATA,341684,1
20997,2009-01-01,2009-12-31,USZÓD KÖZSÉGI ÖNKORMÁNYZAT,337528,1
20997,2009-01-01,2009-12-31,SZAKMÁR KÖZSÉG ÖNKORMÁNYZATA,337474,1
20997,2009-01-01,2009-12-31,ÖREGCSERTŐ KÖZSÉGI ÖNKORMÁNYZAT,337463,1
20997,2009-01-01,2009-12-31,ORDAS KÖZSÉGI ÖNKORMÁNYZAT,337452,1
20997,2009-01-01,2009-12-31,MISKE KÖZSÉG ÖNKORMÁNYZATA,337441,1
20997,2009-01-01,2009-12-31,HOMOKMÉGY KÖZSÉGI ÖNKORMÁNYZAT,337430,1
20997,2009-01-01,2009-12-31,GÉDERLAK KÖZSÉGI ÖNKORMÁNYZAT,337429,1
20997,2009-01-01,2009-12-31,FOKTŐ KÖZSÉG ÖNKORMÁNYZATA,337111,1
20997,2009-01-01,2009-12-31,DUNASZENTBENEDEK KÖZSÉG ÖNKORMÁNYZATA,337364,1
20997,2009-01-01,2009-12-31,FAJSZ ÖNKORMÁNYZATA,724528,4
20997,2009-01-01,2009-12-31,DUSNOK ÖNKORMÁNYZAT,724517,4
20997,2009-01-01,2009-12-31,BÁTYA KÖZSÉGI ÖNKORMÁNYZAT,724496,4
20997,2009-01-01,2009-12-31,SOLT VÁROS ÖNKORMÁNYZATA,724474,4
20997,2009-01-01,2009-12-31,HARTA NAGYKÖZSÉG ÖNKORMÁNYZATA,724463,4
20997,2009-01-01,2009-12-31,HAJÓS VÁROS ÖNKORMÁNYZATA,724452,4
20997,2009-01-01,2009-12-31,DUNAPATAJ NAGYKÖZSÉG ÖNKORMÁNYZATA,724430,4
20997,2009-01-01,2009-12-31,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,4
20997,2009-01-01,2009-12-31,DRÁGSZÉL KÖZSÉG ÖNKORMÁNYZATA,540315,4
20997,2009-01-01,2009-12-31,ÚJTELEK KÖZSÉG ÖNKORMÁNYZATA,341727,4
20997,2009-01-01,2009-12-31,DUNATETÉTLEN KÖZSÉG ÖNKORMÁNYZATA,341684,4
20997,2009-01-01,2009-12-31,USZÓD KÖZSÉGI ÖNKORMÁNYZAT,337528,4
20997,2009-01-01,2009-12-31,SZAKMÁR KÖZSÉG ÖNKORMÁNYZATA,337474,4
20997,2009-01-01,2009-12-31,ÖREGCSERTŐ KÖZSÉGI ÖNKORMÁNYZAT,337463,4
20997,2009-01-01,2009-12-31,ORDAS KÖZSÉGI ÖNKORMÁNYZAT,337452,4
20997,2009-01-01,2009-12-31,MISKE KÖZSÉG ÖNKORMÁNYZATA,337441,4
20997,2009-01-01,2009-12-31,HOMOKMÉGY KÖZSÉGI ÖNKORMÁNYZAT,337430,4
20997,2009-01-01,2009-12-31,GÉDERLAK KÖZSÉGI ÖNKORMÁNYZAT,337429,4
20997,2009-01-01,2009-12-31,FOKTŐ KÖZSÉG ÖNKORMÁNYZATA,337111,4
20997,2009-01-01,2009-12-31,DUNASZENTBENEDEK KÖZSÉG ÖNKORMÁNYZATA,337364,4
20998,2009-01-01,2012-12-31,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,1
20998,2009-01-01,2012-12-31,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,4
20999,2009-01-01,2012-12-31,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,1
20999,2009-01-01,2012-12-31,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,4
21,2009-01-01,3999-12-31,KÖZPONTI STATISZTIKAI HIVATAL,302722,1
210,2009-01-01,3999-12-31,BARANYA MEGYEI ÖNKORMÁNYZAT,724001,1
210,2009-01-01,3999-12-31,BARANYA MEGYEI ÖNKORMÁNYZAT,724001,4
21000,2009-01-01,2012-12-31,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,1
21000,2009-01-01,2012-12-31,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,4
21001,2009-01-01,2013-06-30,ÚJTELEK KÖZSÉG ÖNKORMÁNYZATA,341727,1
21001,2009-01-01,2013-06-30,USZÓD KÖZSÉGI ÖNKORMÁNYZAT,337528,1
21001,2009-01-01,2013-06-30,SZAKMÁR KÖZSÉG ÖNKORMÁNYZATA,337474,1
21001,2009-01-01,2013-06-30,ÖREGCSERTŐ KÖZSÉGI ÖNKORMÁNYZAT,337463,1
21001,2009-01-01,2013-06-30,HOMOKMÉGY KÖZSÉGI ÖNKORMÁNYZAT,337430,1
21001,2009-01-01,2013-06-30,DUNASZENTBENEDEK KÖZSÉG ÖNKORMÁNYZATA,337364,1
21001,2009-01-01,2013-06-30,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,1
21001,2009-01-01,2013-06-30,ÚJTELEK KÖZSÉG ÖNKORMÁNYZATA,341727,4
21001,2009-01-01,2013-06-30,USZÓD KÖZSÉGI ÖNKORMÁNYZAT,337528,4
21001,2009-01-01,2013-06-30,SZAKMÁR KÖZSÉG ÖNKORMÁNYZATA,337474,4
21001,2009-01-01,2013-06-30,ÖREGCSERTŐ KÖZSÉGI ÖNKORMÁNYZAT,337463,4
21001,2009-01-01,2013-06-30,HOMOKMÉGY KÖZSÉGI ÖNKORMÁNYZAT,337430,4
21001,2009-01-01,2013-06-30,DUNASZENTBENEDEK KÖZSÉG ÖNKORMÁNYZATA,337364,4
21001,2009-01-01,2013-06-30,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,4
21002,2009-01-01,2012-12-31,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,1
21002,2009-01-01,2012-12-31,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,4
21003,2009-01-01,2012-12-31,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,1
21003,2009-01-01,2012-12-31,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,4
21004,2009-01-01,2012-12-31,ÚJTELEK KÖZSÉG ÖNKORMÁNYZATA,341727,1
21004,2009-01-01,2012-12-31,USZÓD KÖZSÉGI ÖNKORMÁNYZAT,337528,1
21004,2009-01-01,2012-12-31,SZAKMÁR KÖZSÉG ÖNKORMÁNYZATA,337474,1
21004,2009-01-01,2012-12-31,ÖREGCSERTŐ KÖZSÉGI ÖNKORMÁNYZAT,337463,1
21004,2009-01-01,2012-12-31,HOMOKMÉGY KÖZSÉGI ÖNKORMÁNYZAT,337430,1
21004,2009-01-01,2012-12-31,DUNASZENTBENEDEK KÖZSÉG ÖNKORMÁNYZATA,337364,1
21004,2009-01-01,2012-12-31,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,1
21004,2009-01-01,2012-12-31,ÚJTELEK KÖZSÉG ÖNKORMÁNYZATA,341727,4
21004,2009-01-01,2012-12-31,USZÓD KÖZSÉGI ÖNKORMÁNYZAT,337528,4
21004,2009-01-01,2012-12-31,SZAKMÁR KÖZSÉG ÖNKORMÁNYZATA,337474,4
21004,2009-01-01,2012-12-31,ÖREGCSERTŐ KÖZSÉGI ÖNKORMÁNYZAT,337463,4
21004,2009-01-01,2012-12-31,HOMOKMÉGY KÖZSÉGI ÖNKORMÁNYZAT,337430,4
21004,2009-01-01,2012-12-31,DUNASZENTBENEDEK KÖZSÉG ÖNKORMÁNYZATA,337364,4
21004,2009-01-01,2012-12-31,KALOCSA VÁROS ÖNKORMÁNYZATA,724429,4
21006,2009-01-01,2012-12-31,DUNAVECSE VÁROS ÖNKORMÁNYZATA,724441,1
21006,2009-01-01,2012-12-31,DUNAVECSE VÁROS ÖNKORMÁNYZATA,724441,4
21007,2009-01-01,2009-12-31,HAJÓS VÁROS ÖNKORMÁNYZATA,724452,1
21007,2009-01-01,2009-12-31,HAJÓS VÁROS ÖNKORMÁNYZATA,724452,4
21008,2009-01-01,2012-08-31,HARTA NAGYKÖZSÉG ÖNKORMÁNYZATA,724463,1
21008,2009-01-01,2012-08-31,HARTA NAGYKÖZSÉG ÖNKORMÁNYZATA,724463,4
21009,2009-01-01,2009-12-31,FAJSZ ÖNKORMÁNYZATA,724528,1
21009,2009-01-01,2009-12-31,DUSNOK ÖNKORMÁNYZAT,724517,1
21009,2009-01-01,2009-12-31,HARTA NAGYKÖZSÉG ÖNKORMÁNYZATA,724463,1
21009,2009-01-01,2009-12-31,HAJÓS VÁROS ÖNKORMÁNYZATA,724452,1
21009,2009-01-01,2009-12-31,DUNAPATAJ NAGYKÖZSÉG ÖNKORMÁNYZATA,724430,1
21009,2009-01-01,2009-12-31,DRÁGSZÉL KÖZSÉG ÖNKORMÁNYZATA,540315,1
21009,2009-01-01,2009-12-31,ÚJTELEK KÖZSÉG ÖNKORMÁNYZATA,341727,1
21009,2009-01-01,2009-12-31,DUNATETÉTLEN KÖZSÉG ÖNKORMÁNYZATA,341684,1
21009,2009-01-01,2009-12-31,SZAKMÁR KÖZSÉG ÖNKORMÁNYZATA,337474,1
21009,2009-01-01,2009-12-31,ÖREGCSERTŐ KÖZSÉGI ÖNKORMÁNYZAT,337463,1
21009,2009-01-01,2009-12-31,HOMOKMÉGY KÖZSÉGI ÖNKORMÁNYZAT,337430,1
21009,2009-01-01,2009-12-31,MISKE KÖZSÉG ÖNKORMÁNYZATA,337441,1
21009,2009-01-01,2009-12-31,FAJSZ ÖNKORMÁNYZATA,724528,4
21009,2009-01-01,2009-12-31,DUSNOK ÖNKORMÁNYZAT,724517,4
21009,2009-01-01,2009-12-31,HARTA NAGYKÖZSÉG ÖNKORMÁNYZATA,724463,4
