TZSAZON_ID,PIR,STATUSZ,VIZSGDATUM,VIZSGDATUMTOL,XMLDATUM
15775,443029,H,2013-11-15,2013-11-15,2013-11-16
15776,443052,H,2013-11-15,2013-11-15,2013-11-16
15777,443096,H,2013-11-15,2013-11-15,2013-11-16
15778,443139,H,2013-11-15,2013-11-15,2013-11-16
15779,443184,H,2013-11-15,2013-11-15,2013-11-16
1578,395456,H,2013-11-15,2013-11-15,2013-11-15
15780,443205,H,2013-11-15,2013-11-15,2013-11-16
15781,443216,H,2013-11-15,2013-11-15,2013-11-16
15782,443227,H,2013-11-15,2013-11-15,2013-11-16
15783,443249,H,2013-11-15,2013-11-15,2013-11-16
15784,443294,H,2013-11-15,2013-11-15,2013-11-16
15785,443326,H,2013-11-15,2013-11-15,2013-11-16
15786,443337,H,2013-11-15,2013-11-15,2013-11-16
15787,443348,H,2013-11-15,2013-11-15,2013-11-16
15788,443360,H,2013-11-15,2013-11-15,2013-11-16
15789,443393,H,2013-11-15,2013-11-15,2013-11-16
1579,395478,H,2013-11-15,2013-11-15,2013-11-15
15790,443436,H,2013-11-15,2013-11-15,2013-11-16
15791,443469,H,2013-11-15,2013-11-15,2013-11-16
15792,443524,H,2013-11-15,2013-11-15,2013-11-16
15793,443535,H,2013-11-15,2013-11-15,2013-11-16
15794,443568,H,2013-11-15,2013-11-15,2013-11-16
15795,443601,H,2013-11-15,2013-11-15,2013-11-16
15796,443623,H,2013-11-15,2013-11-15,2013-11-16
15797,443634,H,2013-11-15,2013-11-15,2013-11-16
15798,443645,H,2013-11-15,2013-11-15,2013-11-16
15799,443733,H,2013-11-15,2013-11-15,2013-11-16
158,325729,H,2013-11-15,2013-11-15,2013-11-15
1580,395632,H,2013-11-15,2013-11-15,2013-11-15
15800,443843,H,2013-11-15,2013-11-15,2013-11-16
15801,443898,H,2013-11-15,2013-11-15,2013-11-16
15802,443953,H,2013-11-15,2013-11-15,2013-11-16
15803,443975,H,2013-11-15,2013-11-15,2013-11-16
15804,443986,H,2013-11-15,2013-11-15,2013-11-16
15805,443997,H,2013-11-15,2013-11-15,2013-11-16
15806,444004,H,2013-11-15,2013-11-15,2013-11-16
15807,444015,H,2013-11-15,2013-11-15,2013-11-16
15808,444026,H,2013-11-15,2013-11-15,2013-11-16
15809,444037,H,2013-11-15,2013-11-15,2013-11-16
1581,395797,H,2013-11-15,2013-11-15,2013-11-15
15810,444059,H,2013-11-15,2013-11-15,2013-11-16
15811,444093,H,2013-11-15,2013-11-15,2013-11-16
15812,444103,H,2013-11-15,2013-11-15,2013-11-16
15813,444114,H,2013-11-15,2013-11-15,2013-11-16
15814,444125,H,2013-11-15,2013-11-15,2013-11-16
15815,444136,H,2013-11-15,2013-11-15,2013-11-16
15816,444158,H,2013-11-15,2013-11-15,2013-11-16
15817,444169,H,2013-11-15,2013-11-15,2013-11-16
15818,444181,H,2013-11-15,2013-11-15,2013-11-16
15819,444213,H,2013-11-15,2013-11-15,2013-11-16
1582,395807,H,2013-11-15,2013-11-15,2013-11-15
15820,444268,H,2013-11-15,2013-11-15,2013-11-16
15821,444312,H,2013-11-15,2013-11-15,2013-11-16
15822,444323,H,2013-11-15,2013-11-15,2013-11-16
15823,444356,H,2013-11-15,2013-11-15,2013-11-16
15824,444367,H,2013-11-15,2013-11-15,2013-11-16
15825,444433,H,2013-11-15,2013-11-15,2013-11-16
15826,444444,H,2013-11-15,2013-11-15,2013-11-16
15827,444455,H,2013-11-15,2013-11-15,2013-11-16
15828,444499,H,2013-11-15,2013-11-15,2013-11-16
15829,444509,H,2013-11-15,2013-11-15,2013-11-16
1583,395818,H,2013-11-15,2013-11-15,2013-11-15
15830,444565,H,2013-11-15,2013-11-15,2013-11-16
15831,444587,H,2013-11-15,2013-11-15,2013-11-16
15832,444608,H,2013-11-15,2013-11-15,2013-11-16
15833,444620,H,2013-11-15,2013-11-15,2013-11-16
15834,444642,H,2013-11-15,2013-11-15,2013-11-16
15835,444697,H,2013-11-15,2013-11-15,2013-11-16
15836,444707,H,2013-11-15,2013-11-15,2013-11-16
15837,444741,H,2013-11-15,2013-11-15,2013-11-16
15838,444806,H,2013-11-15,2013-11-15,2013-11-16
15839,444817,H,2013-11-15,2013-11-15,2013-11-16
1584,395863,H,2013-11-15,2013-11-15,2013-11-15
15840,444828,H,2013-11-15,2013-11-15,2013-11-16
15841,444839,H,2013-11-15,2013-11-15,2013-11-16
15842,444840,H,2013-11-15,2013-11-15,2013-11-16
15843,444851,H,2013-11-15,2013-11-15,2013-11-16
15844,444862,H,2013-11-15,2013-11-15,2013-11-16
15845,444873,H,2013-11-15,2013-11-15,2013-11-16
15846,444905,H,2013-11-15,2013-11-15,2013-11-16
15847,444916,H,2013-11-15,2013-11-15,2013-11-16
15848,444927,H,2013-11-15,2013-11-15,2013-11-16
15849,444961,H,2013-11-15,2013-11-15,2013-11-16
1585,395885,H,2013-11-15,2013-11-15,2013-11-15
15850,445045,H,2013-11-15,2013-11-15,2013-11-16
15851,445056,H,2013-11-15,2013-11-15,2013-11-16
15852,445100,H,2013-11-15,2013-11-15,2013-11-16
15853,445111,H,2013-11-15,2013-11-15,2013-11-16
15854,445122,H,2013-11-15,2013-11-15,2013-11-16
15855,445144,H,2013-11-15,2013-11-15,2013-11-16
15856,445155,H,2013-11-15,2013-11-15,2013-11-16
15857,445199,H,2013-11-15,2013-11-15,2013-11-16
15858,445276,H,2013-11-15,2013-11-15,2013-11-16
15859,445287,H,2013-11-15,2013-11-15,2013-11-16
1586,395973,H,2013-11-15,2013-11-15,2013-11-15
15860,445298,H,2013-11-15,2013-11-15,2013-11-16
15861,445320,H,2013-11-15,2013-11-15,2013-11-16
15862,445353,H,2013-11-15,2013-11-15,2013-11-16
15863,445375,H,2013-11-15,2013-11-15,2013-11-16
15864,445441,H,2013-11-15,2013-11-15,2013-11-16
15865,445474,H,2013-11-15,2013-11-15,2013-11-16
15866,445485,H,2013-11-15,2013-11-15,2013-11-16
15867,445528,H,2013-11-15,2013-11-15,2013-11-16
15868,445539,H,2013-11-15,2013-11-15,2013-11-16
15869,445540,H,2013-11-15,2013-11-15,2013-11-16
1587,396002,H,2013-11-15,2013-11-15,2013-11-15
15870,445573,H,2013-11-15,2013-11-15,2013-11-16
15871,445584,H,2013-11-15,2013-11-15,2013-11-16
15872,445595,H,2013-11-15,2013-11-15,2013-11-16
15873,445616,H,2013-11-15,2013-11-15,2013-11-16
15874,445638,H,2013-11-15,2013-11-15,2013-11-16
15875,445661,H,2013-11-15,2013-11-15,2013-11-16
15876,445683,H,2013-11-15,2013-11-15,2013-11-16
15877,445704,H,2013-11-15,2013-11-15,2013-11-16
15878,445715,H,2013-11-15,2013-11-15,2013-11-16
15879,445737,H,2013-11-15,2013-11-15,2013-11-16
1588,396046,H,2013-11-15,2013-11-15,2013-11-15
15880,445748,H,2013-11-15,2013-11-15,2013-11-16
15881,445760,H,2013-11-15,2013-11-15,2013-11-16
15882,445782,H,2013-11-15,2013-11-15,2013-11-16
15883,445793,H,2013-11-15,2013-11-15,2013-11-16
15884,445803,H,2013-11-15,2013-11-15,2013-11-16
15885,445814,H,2013-11-15,2013-11-15,2013-11-16
15886,445825,H,2013-11-15,2013-11-15,2013-11-16
15887,445836,H,2013-11-15,2013-11-15,2013-11-16
15888,445902,H,2013-11-15,2013-11-15,2013-11-16
15889,445913,H,2013-11-15,2013-11-15,2013-11-16
1589,396057,H,2013-11-15,2013-11-15,2013-11-15
15890,445935,H,2013-11-15,2013-11-15,2013-11-16
15891,445957,H,2013-11-15,2013-11-15,2013-11-16
15892,445991,H,2013-11-15,2013-11-15,2013-11-16
15893,446008,H,2013-11-15,2013-11-15,2013-11-16
15894,446019,H,2013-11-15,2013-11-15,2013-11-16
15895,446042,H,2013-11-15,2013-11-15,2013-11-16
15896,446053,H,2013-11-15,2013-11-15,2013-11-16
15897,446075,H,2013-11-15,2013-11-15,2013-11-16
15898,446097,H,2013-11-15,2013-11-15,2013-11-16
15899,449009,H,2013-11-15,2013-11-15,2013-11-16
159,325730,H,2013-11-15,2013-11-15,2013-11-15
1590,396068,H,2013-11-15,2013-11-15,2013-11-15
15900,449021,H,2013-11-15,2013-11-15,2013-11-16
15901,450076,H,2013-11-15,2013-11-15,2013-11-16
15902,450131,H,2013-11-15,2013-11-15,2013-11-16
15903,450207,H,2013-11-15,2013-11-15,2013-11-16
15904,450218,H,2013-11-15,2013-11-15,2013-11-16
15905,450241,H,2013-11-15,2013-11-15,2013-11-16
15906,450515,H,2013-11-15,2013-11-15,2013-11-16
15907,450603,H,2013-11-15,2013-11-15,2013-11-16
15908,450658,H,2013-11-15,2013-11-15,2013-11-16
15909,450702,H,2013-11-15,2013-11-15,2013-11-16
1591,396079,H,2013-11-15,2013-11-15,2013-11-15
15910,450724,H,2013-11-15,2013-11-15,2013-11-16
15911,450780,H,2013-11-15,2013-11-15,2013-11-16
15912,450856,H,2013-11-15,2013-11-15,2013-11-16
15913,450889,H,2013-11-15,2013-11-15,2013-11-16
15914,450911,H,2013-11-15,2013-11-15,2013-11-16
15915,450933,H,2013-11-15,2013-11-15,2013-11-16
15916,451040,H,2013-11-15,2013-11-15,2013-11-16
15917,451073,H,2013-11-15,2013-11-15,2013-11-16
15918,451127,H,2013-11-15,2013-11-15,2013-11-16
15919,451204,H,2013-11-15,2013-11-15,2013-11-16
1592,396091,H,2013-11-15,2013-11-15,2013-11-15
15920,451215,H,2013-11-15,2013-11-15,2013-11-16
15921,451248,H,2013-11-15,2013-11-15,2013-11-16
15922,451282,H,2013-11-15,2013-11-15,2013-11-16
15923,451336,H,2013-11-15,2013-11-15,2013-11-16
15924,451370,H,2013-11-15,2013-11-15,2013-11-16
15925,451479,H,2013-11-15,2013-11-15,2013-11-16
15926,451523,H,2013-11-15,2013-11-15,2013-11-16
15927,451589,H,2013-11-15,2013-11-15,2013-11-16
15928,451590,H,2013-11-15,2013-11-15,2013-11-16
15929,451666,H,2013-11-15,2013-11-15,2013-11-16
1593,396123,H,2013-11-15,2013-11-15,2013-11-15
15930,451699,H,2013-11-15,2013-11-15,2013-11-16
15931,451721,H,2013-11-15,2013-11-15,2013-11-16
15932,451754,H,2013-11-15,2013-11-15,2013-11-16
15933,451798,H,2013-11-15,2013-11-15,2013-11-16
15934,451941,H,2013-11-15,2013-11-15,2013-11-16
15935,451952,H,2013-11-15,2013-11-15,2013-11-16
15936,451974,H,2013-11-15,2013-11-15,2013-11-16
15937,452058,H,2013-11-15,2013-11-15,2013-11-16
15938,452135,H,2013-11-15,2013-11-15,2013-11-16
15939,452146,H,2013-11-15,2013-11-15,2013-11-16
1594,396134,H,2013-11-15,2013-11-15,2013-11-15
15940,452180,H,2013-11-15,2013-11-15,2013-11-16
15941,452191,H,2013-11-15,2013-11-15,2013-11-16
15942,452223,H,2013-11-15,2013-11-15,2013-11-16
15943,452388,H,2013-11-15,2013-11-15,2013-11-16
15944,452421,H,2013-11-15,2013-11-15,2013-11-16
15945,452443,H,2013-11-15,2013-11-15,2013-11-16
15946,452508,H,2013-11-15,2013-11-15,2013-11-16
15947,452519,H,2013-11-15,2013-11-15,2013-11-16
15948,452520,H,2013-11-15,2013-11-15,2013-11-16
15949,452531,H,2013-11-15,2013-11-15,2013-11-16
1595,396145,H,2013-11-15,2013-11-15,2013-11-15
15950,452564,H,2013-11-15,2013-11-15,2013-11-16
15951,452630,H,2013-11-15,2013-11-15,2013-11-16
15952,452696,H,2013-11-15,2013-11-15,2013-11-16
15953,452717,H,2013-11-15,2013-11-15,2013-11-16
15954,452728,H,2013-11-15,2013-11-15,2013-11-16
15955,452739,H,2013-11-15,2013-11-15,2013-11-16
15956,452762,H,2013-11-15,2013-11-15,2013-11-16
15957,452784,H,2013-11-15,2013-11-15,2013-11-16
15958,452816,H,2013-11-15,2013-11-15,2013-11-16
15959,452827,H,2013-11-15,2013-11-15,2013-11-16
1596,396156,H,2013-11-15,2013-11-15,2013-11-15
15960,452849,H,2013-11-15,2013-11-15,2013-11-16
15961,452850,H,2013-11-15,2013-11-15,2013-11-16
15962,452861,H,2013-11-15,2013-11-15,2013-11-16
15963,452872,H,2013-11-15,2013-11-15,2013-11-16
15964,452883,H,2013-11-15,2013-11-15,2013-11-16
15965,452894,H,2013-11-15,2013-11-15,2013-11-16
15966,452926,H,2013-11-15,2013-11-15,2013-11-16
15967,452937,H,2013-11-15,2013-11-15,2013-11-16
15968,452948,H,2013-11-15,2013-11-15,2013-11-16
15969,453187,H,2013-11-15,2013-11-15,2013-11-16
1597,396178,H,2013-11-15,2013-11-15,2013-11-15
15970,453208,H,2013-11-15,2013-11-15,2013-11-16
15971,453374,H,2013-11-15,2013-11-15,2013-11-16
15972,453406,H,2013-11-15,2013-11-15,2013-11-16
15973,453417,H,2013-11-15,2013-11-15,2013-11-16
15974,453439,H,2013-11-15,2013-11-15,2013-11-16
15975,453451,H,2013-11-15,2013-11-15,2013-11-16
15976,453462,H,2013-11-15,2013-11-15,2013-11-16
15977,453473,H,2013-11-15,2013-11-15,2013-11-16
15978,453484,H,2013-11-15,2013-11-15,2013-11-16
15979,453505,H,2013-11-15,2013-11-15,2013-11-16
1598,396189,H,2013-11-15,2013-11-15,2013-11-15
15980,453538,H,2013-11-15,2013-11-15,2013-11-16
15981,453549,H,2013-11-15,2013-11-15,2013-11-16
15982,453550,H,2013-11-15,2013-11-15,2013-11-16
15983,453583,H,2013-11-15,2013-11-15,2013-11-16
15984,453615,H,2013-11-15,2013-11-15,2013-11-16
15985,453637,H,2013-11-15,2013-11-15,2013-11-16
15986,453648,H,2013-11-15,2013-11-15,2013-11-16
15987,453792,H,2013-11-15,2013-11-15,2013-11-16
15988,453956,H,2013-11-15,2013-11-15,2013-11-16
15989,453967,H,2013-11-15,2013-11-15,2013-11-16
1599,396190,H,2013-11-15,2013-11-15,2013-11-15
15990,453989,H,2013-11-15,2013-11-15,2013-11-16
15991,454007,H,2013-11-15,2013-11-15,2013-11-16
15992,454018,H,2013-11-15,2013-11-15,2013-11-16
15993,454030,H,2013-11-15,2013-11-15,2013-11-16
15994,454041,H,2013-11-15,2013-11-15,2013-11-16
15995,454052,H,2013-11-15,2013-11-15,2013-11-16
15996,454085,H,2013-11-15,2013-11-15,2013-11-16
15997,454128,H,2013-11-15,2013-11-15,2013-11-16
15998,454139,H,2013-11-15,2013-11-15,2013-11-16
15999,454140,H,2013-11-15,2013-11-15,2013-11-16
16,300564,H,2013-11-15,2013-11-15,2013-11-15
160,325752,H,2013-11-15,2013-11-15,2013-11-15
1600,396266,H,2013-11-15,2013-11-15,2013-11-15
16000,454151,H,2013-11-15,2013-11-15,2013-11-16
16001,454162,H,2013-11-15,2013-11-15,2013-11-16
16002,454173,H,2013-11-15,2013-11-15,2013-11-16
16003,454184,H,2013-11-15,2013-11-15,2013-11-16
16004,454195,H,2013-11-15,2013-11-15,2013-11-16
16005,454216,H,2013-11-15,2013-11-15,2013-11-16
16006,454227,H,2013-11-15,2013-11-15,2013-11-16
16007,454238,H,2013-11-15,2013-11-15,2013-11-16
16008,454249,H,2013-11-15,2013-11-15,2013-11-16
16009,454250,H,2013-11-15,2013-11-15,2013-11-16
1601,396310,H,2013-11-15,2013-11-15,2013-11-15
16010,454261,H,2013-11-15,2013-11-15,2013-11-16
16011,454272,H,2013-11-15,2013-11-15,2013-11-16
16012,454283,H,2013-11-15,2013-11-15,2013-11-16
16013,454294,H,2013-11-15,2013-11-15,2013-11-16
16014,454315,H,2013-11-15,2013-11-15,2013-11-16
16015,454360,H,2013-11-15,2013-11-15,2013-11-16
16016,454371,H,2013-11-15,2013-11-15,2013-11-16
16017,454382,H,2013-11-15,2013-11-15,2013-11-16
16018,454403,H,2013-11-15,2013-11-15,2013-11-16
16019,454414,H,2013-11-15,2013-11-15,2013-11-16
1602,396332,H,2013-11-15,2013-11-15,2013-11-15
16020,454425,H,2013-11-15,2013-11-15,2013-11-16
16021,454436,H,2013-11-15,2013-11-15,2013-11-16
16022,454447,H,2013-11-15,2013-11-15,2013-11-16
16023,454470,H,2013-11-15,2013-11-15,2013-11-16
16024,454481,H,2013-11-15,2013-11-15,2013-11-16
16025,454492,H,2013-11-15,2013-11-15,2013-11-16
16026,454502,H,2013-11-15,2013-11-15,2013-11-16
16027,454513,H,2013-11-15,2013-11-15,2013-11-16
16028,454524,H,2013-11-15,2013-11-15,2013-11-16
16029,454557,H,2013-11-15,2013-11-15,2013-11-16
1603,396431,H,2013-11-15,2013-11-15,2013-11-15
16030,454568,H,2013-11-15,2013-11-15,2013-11-16
16031,454579,H,2013-11-15,2013-11-15,2013-11-16
16032,454580,H,2013-11-15,2013-11-15,2013-11-16
16033,454591,H,2013-11-15,2013-11-15,2013-11-16
16034,454612,H,2013-11-15,2013-11-15,2013-11-16
16035,454623,H,2013-11-15,2013-11-15,2013-11-16
16036,454645,H,2013-11-15,2013-11-15,2013-11-16
16037,454667,H,2013-11-15,2013-11-15,2013-11-16
16038,454678,H,2013-11-15,2013-11-15,2013-11-16
16039,454689,H,2013-11-15,2013-11-15,2013-11-16
1604,396453,H,2013-11-15,2013-11-15,2013-11-15
16040,460200,H,2013-11-15,2013-11-15,2013-11-16
16041,460277,H,2013-11-15,2013-11-15,2013-11-16
16042,460321,H,2013-11-15,2013-11-15,2013-11-16
16043,460606,H,2013-11-15,2013-11-15,2013-11-16
16044,460639,H,2013-11-15,2013-11-15,2013-11-16
16045,460893,H,2013-11-15,2013-11-15,2013-11-16
16046,461010,H,2013-11-15,2013-11-15,2013-11-16
16047,466114,H,2013-11-15,2013-11-15,2013-11-16
16048,466192,H,2013-11-15,2013-11-15,2013-11-16
16049,466224,H,2013-11-15,2013-11-15,2013-11-16
1605,396497,H,2013-11-15,2013-11-15,2013-11-15
16050,466257,H,2013-11-15,2013-11-15,2013-11-16
16051,466279,H,2013-11-15,2013-11-15,2013-11-16
16052,466312,H,2013-11-15,2013-11-15,2013-11-16
16053,466323,H,2013-11-15,2013-11-15,2013-11-16
16054,466334,H,2013-11-15,2013-11-15,2013-11-16
16055,466345,H,2013-11-15,2013-11-15,2013-11-16
16056,466356,H,2013-11-15,2013-11-15,2013-11-16
16057,466367,H,2013-11-15,2013-11-15,2013-11-16
16058,466378,H,2013-11-15,2013-11-15,2013-11-16
16059,466389,H,2013-11-15,2013-11-15,2013-11-16
1606,396518,H,2013-11-15,2013-11-15,2013-11-15
16060,466400,H,2013-11-15,2013-11-15,2013-11-16
16061,466411,H,2013-11-15,2013-11-15,2013-11-16
16062,466466,H,2013-11-15,2013-11-15,2013-11-16
16063,466509,H,2013-11-15,2013-11-15,2013-11-16
16064,466510,H,2013-11-15,2013-11-15,2013-11-16
16065,466521,H,2013-11-15,2013-11-15,2013-11-16
16066,466543,H,2013-11-15,2013-11-15,2013-11-16
16067,466554,H,2013-11-15,2013-11-15,2013-11-16
16068,466608,H,2013-11-15,2013-11-15,2013-11-16
16069,466729,H,2013-11-15,2013-11-15,2013-11-16
1607,396529,H,2013-11-15,2013-11-15,2013-11-15
16070,466927,H,2013-11-15,2013-11-15,2013-11-16
16071,466938,H,2013-11-15,2013-11-15,2013-11-16
16072,466983,H,2013-11-15,2013-11-15,2013-11-16
16073,466994,H,2013-11-15,2013-11-15,2013-11-16
16074,467023,H,2013-11-15,2013-11-15,2013-11-16
16075,467034,H,2013-11-15,2013-11-15,2013-11-16
16076,467056,H,2013-11-15,2013-11-15,2013-11-16
16077,467067,H,2013-11-15,2013-11-15,2013-11-16
16078,467089,H,2013-11-15,2013-11-15,2013-11-16
16079,467133,H,2013-11-15,2013-11-15,2013-11-16
1608,396530,H,2013-11-15,2013-11-15,2013-11-15
16080,467144,H,2013-11-15,2013-11-15,2013-11-16
16081,467155,H,2013-11-15,2013-11-15,2013-11-16
16082,467166,H,2013-11-15,2013-11-15,2013-11-16
16083,467177,H,2013-11-15,2013-11-15,2013-11-16
16084,467188,H,2013-11-15,2013-11-15,2013-11-16
16085,467199,H,2013-11-15,2013-11-15,2013-11-16
16086,467210,H,2013-11-15,2013-11-15,2013-11-16
16087,467221,H,2013-11-15,2013-11-15,2013-11-16
16088,467232,H,2013-11-15,2013-11-15,2013-11-16
16089,467243,H,2013-11-15,2013-11-15,2013-11-16
1609,396541,H,2013-11-15,2013-11-15,2013-11-15
16090,472076,H,2013-11-15,2013-11-15,2013-11-16
16091,472087,H,2013-11-15,2013-11-15,2013-11-16
16092,472098,H,2013-11-15,2013-11-15,2013-11-16
16093,472351,H,2013-11-15,2013-11-15,2013-11-16
16094,472373,H,2013-11-15,2013-11-15,2013-11-16
16095,472395,H,2013-11-15,2013-11-15,2013-11-16
16096,472438,H,2013-11-15,2013-11-15,2013-11-16
16097,472449,H,2013-11-15,2013-11-15,2013-11-16
16098,472450,H,2013-11-15,2013-11-15,2013-11-16
16099,472461,H,2013-11-15,2013-11-15,2013-11-16
161,325763,H,2013-11-15,2013-11-15,2013-11-15
1610,396552,H,2013-11-15,2013-11-15,2013-11-15
16100,472472,H,2013-11-15,2013-11-15,2013-11-16
16101,472483,H,2013-11-15,2013-11-15,2013-11-16
16102,472504,H,2013-11-15,2013-11-15,2013-11-16
16103,472515,H,2013-11-15,2013-11-15,2013-11-16
16104,472537,H,2013-11-15,2013-11-15,2013-11-16
16105,472548,H,2013-11-15,2013-11-15,2013-11-16
16106,472559,H,2013-11-15,2013-11-15,2013-11-16
16107,472582,H,2013-11-15,2013-11-15,2013-11-16
16108,472603,H,2013-11-15,2013-11-15,2013-11-16
16109,472614,H,2013-11-15,2013-11-15,2013-11-16
1611,396563,H,2013-11-15,2013-11-15,2013-11-15
16110,472636,H,2013-11-15,2013-11-15,2013-11-16
16111,472658,H,2013-11-15,2013-11-15,2013-11-16
16112,472670,H,2013-11-15,2013-11-15,2013-11-16
16113,472681,H,2013-11-15,2013-11-15,2013-11-16
16114,472692,H,2013-11-15,2013-11-15,2013-11-16
16115,472702,H,2013-11-15,2013-11-15,2013-11-16
16116,472713,H,2013-11-15,2013-11-15,2013-11-16
16117,472724,H,2013-11-15,2013-11-15,2013-11-16
16118,472746,H,2013-11-15,2013-11-15,2013-11-16
16119,472757,H,2013-11-15,2013-11-15,2013-11-16
1612,396574,H,2013-11-15,2013-11-15,2013-11-15
16120,472768,H,2013-11-15,2013-11-15,2013-11-16
16121,472780,H,2013-11-15,2013-11-15,2013-11-16
16122,472812,H,2013-11-15,2013-11-15,2013-11-16
16123,472823,H,2013-11-15,2013-11-15,2013-11-16
16124,472834,H,2013-11-15,2013-11-15,2013-11-16
16125,472845,H,2013-11-15,2013-11-15,2013-11-16
16126,472856,H,2013-11-15,2013-11-15,2013-11-16
16127,472867,H,2013-11-15,2013-11-15,2013-11-16
16128,472878,H,2013-11-15,2013-11-15,2013-11-16
16129,472889,H,2013-11-15,2013-11-15,2013-11-16
1613,396585,H,2013-11-15,2013-11-15,2013-11-15
16130,472900,H,2013-11-15,2013-11-15,2013-11-16
16131,472911,H,2013-11-15,2013-11-15,2013-11-16
16132,472922,H,2013-11-15,2013-11-15,2013-11-16
16133,472944,H,2013-11-15,2013-11-15,2013-11-16
16134,472955,H,2013-11-15,2013-11-15,2013-11-16
16135,472966,H,2013-11-15,2013-11-15,2013-11-16
16136,472977,H,2013-11-15,2013-11-15,2013-11-16
16137,472988,H,2013-11-15,2013-11-15,2013-11-16
16138,473006,H,2013-11-15,2013-11-15,2013-11-16
16139,473017,H,2013-11-15,2013-11-15,2013-11-16
1614,396596,H,2013-11-15,2013-11-15,2013-11-15
16140,473028,H,2013-11-15,2013-11-15,2013-11-16
16141,473040,H,2013-11-15,2013-11-15,2013-11-16
16142,473051,H,2013-11-15,2013-11-15,2013-11-16
16143,473062,H,2013-11-15,2013-11-15,2013-11-16
16144,473095,H,2013-11-15,2013-11-15,2013-11-16
16145,473105,H,2013-11-15,2013-11-15,2013-11-16
16146,473127,H,2013-11-15,2013-11-15,2013-11-16
16147,473150,H,2013-11-15,2013-11-15,2013-11-16
16148,473161,H,2013-11-15,2013-11-15,2013-11-16
16149,473172,H,2013-11-15,2013-11-15,2013-11-16
1615,396617,H,2013-11-15,2013-11-15,2013-11-15
16150,473248,H,2013-11-15,2013-11-15,2013-11-16
16151,473259,H,2013-11-15,2013-11-15,2013-11-16
16152,473271,H,2013-11-15,2013-11-15,2013-11-16
16153,473303,H,2013-11-15,2013-11-15,2013-11-16
16154,473314,H,2013-11-15,2013-11-15,2013-11-16
16155,473347,H,2013-11-15,2013-11-15,2013-11-16
16156,473468,H,2013-11-15,2013-11-15,2013-11-16
16157,473479,H,2013-11-15,2013-11-15,2013-11-16
16158,473501,H,2013-11-15,2013-11-15,2013-11-16
16159,473523,H,2013-11-15,2013-11-15,2013-11-16
1616,396628,H,2013-11-15,2013-11-15,2013-11-15
16160,473534,H,2013-11-15,2013-11-15,2013-11-16
16161,473545,H,2013-11-15,2013-11-15,2013-11-16
16162,473556,H,2013-11-15,2013-11-15,2013-11-16
16163,473589,H,2013-11-15,2013-11-15,2013-11-16
16164,473590,H,2013-11-15,2013-11-15,2013-11-16
16165,473600,H,2013-11-15,2013-11-15,2013-11-16
16166,473622,H,2013-11-15,2013-11-15,2013-11-16
16167,473644,H,2013-11-15,2013-11-15,2013-11-16
16168,473688,H,2013-11-15,2013-11-15,2013-11-16
16169,473699,H,2013-11-15,2013-11-15,2013-11-16
1617,396639,H,2013-11-15,2013-11-15,2013-11-15
16170,473710,H,2013-11-15,2013-11-15,2013-11-16
16171,478506,H,2013-11-15,2013-11-15,2013-11-16
16172,478595,H,2013-11-15,2013-11-15,2013-11-16
16173,478638,H,2013-11-15,2013-11-15,2013-11-16
16174,478771,H,2013-11-15,2013-11-15,2013-11-16
16175,478782,H,2013-11-15,2013-11-15,2013-11-16
16176,478814,H,2013-11-15,2013-11-15,2013-11-16
16177,478870,H,2013-11-15,2013-11-15,2013-11-16
16178,479008,H,2013-11-15,2013-11-15,2013-11-16
16179,479075,H,2013-11-15,2013-11-15,2013-11-16
1618,396651,H,2013-11-15,2013-11-15,2013-11-15
16180,479163,H,2013-11-15,2013-11-15,2013-11-16
16181,479217,H,2013-11-15,2013-11-15,2013-11-16
16182,484040,H,2013-11-15,2013-11-15,2013-11-16
16183,484051,H,2013-11-15,2013-11-15,2013-11-16
16184,484105,H,2013-11-15,2013-11-15,2013-11-16
16185,484468,H,2013-11-15,2013-11-15,2013-11-16
16186,484798,H,2013-11-15,2013-11-15,2013-11-16
16187,484864,H,2013-11-15,2013-11-15,2013-11-16
16188,485025,H,2013-11-15,2013-11-15,2013-11-16
16189,485036,H,2013-11-15,2013-11-15,2013-11-16
1619,396716,H,2013-11-15,2013-11-15,2013-11-15
16190,485092,H,2013-11-15,2013-11-15,2013-11-16
16191,485124,H,2013-11-15,2013-11-15,2013-11-16
16192,485135,H,2013-11-15,2013-11-15,2013-11-16
16193,485146,H,2013-11-15,2013-11-15,2013-11-16
16194,485180,H,2013-11-15,2013-11-15,2013-11-16
16195,485201,H,2013-11-15,2013-11-15,2013-11-16
16196,485212,H,2013-11-15,2013-11-15,2013-11-16
16197,485223,H,2013-11-15,2013-11-15,2013-11-16
16198,485234,H,2013-11-15,2013-11-15,2013-11-16
16199,490210,H,2013-11-15,2013-11-15,2013-11-16
162,325774,H,2013-11-15,2013-11-15,2013-11-15
1620,396772,H,2013-11-15,2013-11-15,2013-11-15
16200,490254,H,2013-11-15,2013-11-15,2013-11-16
16201,490265,H,2013-11-15,2013-11-15,2013-11-16
16202,490298,H,2013-11-15,2013-11-15,2013-11-16
16203,490320,H,2013-11-15,2013-11-15,2013-11-16
16204,490364,H,2013-11-15,2013-11-15,2013-11-16
16205,490397,H,2013-11-15,2013-11-15,2013-11-16
16206,490407,H,2013-11-15,2013-11-15,2013-11-16
